,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000,derby
420,1679,Siviriez,,,,,,,Unentschieden
421,1680,"Mézières (FR), Romont (FR), Siviriez, La Folliaz",,,,2.0,0.00037126415444588826,0.3712641544458883,Unentschieden
422,1681,Billens-Hennens,,,,,,,Unentschieden
423,1682,"Dompierre (VD), Lovatens, Prévonloup, Valbroye",,,,,,,Unentschieden
424,1683,"Brenles, Chesalles-sur-Moudon, Sarzens",,,,1.0,0.002564102564102564,2.5641025641025643,Unentschieden
425,1684,Mézières (FR),,,,,,,Unentschieden
426,1685,Vuisternens-dev-Romont,,,,,,,Unentschieden
427,1686,"Grangettes, Vuisternens-dev-Romont",,,,,,,Unentschieden
428,1687,Vuisternens-dev-Romont,,,,,,,Unentschieden
429,1688,Vuisternens-dev-Romont,,,,,,,Unentschieden
430,1689,Le Châtelard,,,,,,,Unentschieden
431,1690,"Villaz-Saint-Pierre, Villorsonnens, La Folliaz",,,,1.0,0.000612369871402327,0.612369871402327,Unentschieden
432,1691,La Folliaz,,,,,,,Unentschieden
433,1692,Massonnens,,,,,,,Unentschieden
434,1694,Villorsonnens,1.0,0.000794912559618442,0.794912559618442,,,,Unentschieden
435,1695,Gibloux,2.0,0.0016051364365971107,1.6051364365971108,1.0,0.0008025682182985554,0.8025682182985554,YB gewinnt
436,1696,Gibloux,,,,4.0,0.0041025641025641026,4.102564102564102,Unentschieden
437,1697,Vuisternens-dev-Romont,,,,,,,Unentschieden
438,1699,Le Flon,,,,,,,Unentschieden
439,1700,"Fribourg, Düdingen, Tafers",7.0,0.00018444350758853287,0.18444350758853287,2.0,5.269814502529511e-05,0.05269814502529511,YB gewinnt
440,1712,"Alterswil, Schmitten (FR), Tafers",3.0,0.0009511731135066582,0.9511731135066582,3.0,0.0009511731135066582,0.9511731135066582,Unentschieden
441,1713,"Alterswil, St. Antoni, Schmitten (FR), Tafers",2.0,0.0013245033112582781,1.3245033112582782,1.0,0.0006622516556291391,0.6622516556291391,YB gewinnt
442,1714,"Heitenried, St. Antoni",10.0,0.005521811154058531,5.521811154058531,4.0,0.0022087244616234127,2.2087244616234125,YB gewinnt
443,1715,"Alterswil, St. Antoni, St. Ursen",,,,1.0,0.0005458515283842794,0.5458515283842794,Unentschieden
444,1716,"Jaun, Val-de-Charmey, Oberschrot, Plaffeien",1.0,0.0003202049311559398,0.3202049311559398,1.0,0.0003202049311559398,0.3202049311559398,Unentschieden
445,1717,"Alterswil, St. Ursen",,,,,,,Unentschieden
446,1718,"Rechthalten, St. Ursen",,,,2.0,0.001728608470181504,1.7286084701815039,Unentschieden
447,1719,"Brünisried, Oberschrot, Zumholz",6.0,0.005649717514124294,5.649717514124294,2.0,0.0018832391713747645,1.8832391713747645,YB gewinnt
448,1720,"Chésopelloz, Corminboeuf",,,,,,,Unentschieden
449,1721,"Misery-Courtion, Avenches",,,,,,,Unentschieden
450,1722,Fribourg,2.0,0.0028694404591104736,2.8694404591104736,,,,Unentschieden
451,1723,"Marly, Pierrafortscha, Villarsel-sur-Marly",4.0,0.0004808270224786633,0.4808270224786633,,,,Unentschieden
452,1724,"Ferpicloz, Le Mouret, Senèdes, Treyvaux, St. Silvester",,,,2.0,0.0005635390250774866,0.5635390250774865,Unentschieden
453,1725,"Arconciel, Hauterive (FR)",2.0,0.0014347202295552368,1.4347202295552368,,,,Unentschieden
454,1726,Gibloux,,,,,,,Unentschieden
455,1727,Gibloux,1.0,0.0007716049382716049,0.7716049382716049,,,,Unentschieden
456,1728,Gibloux,,,,,,,Unentschieden
457,1730,Hauterive (FR),,,,,,,Unentschieden
458,1731,Ependes (FR),2.0,0.0018099547511312218,1.8099547511312217,,,,Unentschieden
459,1732,Arconciel,,,,,,,Unentschieden
460,1733,"La Roche, Treyvaux",,,,,,,Unentschieden
461,1734,"St. Silvester, Tentlingen",,,,,,,Unentschieden
462,1735,"Giffers, Rechthalten",,,,,,,Unentschieden
463,1736,St. Silvester,,,,,,,Unentschieden
464,1737,Plasselb,,,,1.0,0.0009541984732824427,0.9541984732824427,Unentschieden
465,1738,"Guggisberg, Rüschegg, Plaffeien",,,,,,,Unentschieden
466,1740,Neyruz (FR),,,,1.0,0.00039936102236421724,0.3993610223642172,Unentschieden
467,1741,Cottens (FR),,,,,,,Unentschieden
468,1742,Autigny,,,,1.0,0.0013736263736263737,1.3736263736263736,Unentschieden
469,1744,Chénens,,,,,,,Unentschieden
470,1745,"Autigny, La Brillaz",,,,1.0,0.0010309278350515464,1.0309278350515465,Unentschieden
471,1746,Prez-vers-Noréaz,,,,,,,Unentschieden
472,1747,Corserey,1.0,0.0025380710659898475,2.5380710659898473,,,,Unentschieden
473,1748,Torny,,,,,,,Unentschieden
474,1749,Torny,,,,,,,Unentschieden
475,1752,Villars-sur-Glâne,,,,5.0,0.00041196341764851283,0.41196341764851285,Unentschieden
476,1753,"Corminboeuf, Matran",,,,,,,Unentschieden
477,1754,Avry,,,,1.0,0.0005379236148466917,0.5379236148466917,Unentschieden
478,1756,La Brillaz,,,,,,,Unentschieden
479,1757,Noréaz,,,,,,,Unentschieden
480,1762,Givisiez,3.0,0.0009621552277100705,0.9621552277100706,1.0,0.00032071840923669016,0.32071840923669015,YB gewinnt
481,1763,Granges-Paccot,,,,2.0,0.0006309148264984228,0.6309148264984228,Unentschieden
482,1772,"Grolley, Ponthaux",,,,1.0,0.00038446751249519417,0.3844675124951942,Unentschieden
483,1773,Belmont-Broye,1.0,0.001037344398340249,1.037344398340249,,,,Unentschieden
484,1774,Montagny (FR),,,,,,,Unentschieden
485,1775,Montagny (FR),,,,,,,Unentschieden
486,1776,"Montagny (FR), Belmont-Broye",,,,,,,Unentschieden
487,1782,"Belfaux, La Sonnaz",,,,,,,Unentschieden
488,1783,Barberêche,,,,,,,Unentschieden
489,1784,"Courtepin, Wallenried",,,,1.0,0.00038714672861014324,0.38714672861014326,Unentschieden
490,1785,Cressier (FR),2.0,0.002232142857142857,2.232142857142857,1.0,0.0011160714285714285,1.1160714285714286,YB gewinnt
491,1786,Mont-Vully,5.0,0.002900232018561485,2.9002320185614847,1.0,0.000580046403712297,0.580046403712297,YB gewinnt
492,1787,"Mont-Vully, Vully-les-Lacs",,,,,,,Unentschieden
493,1788,Mont-Vully,,,,,,,Unentschieden
494,1789,Mont-Vully,2.0,0.0019723865877712033,1.9723865877712032,3.0,0.0029585798816568047,2.9585798816568047,SCB gewinnt
495,1791,Courtepin,3.0,0.001996007984031936,1.996007984031936,2.0,0.0013306719893546241,1.3306719893546242,YB gewinnt
496,1792,Gurmels,5.0,0.003996802557953637,3.9968025579536373,3.0,0.002398081534772182,2.398081534772182,YB gewinnt
497,1793,Murten,2.0,0.004739336492890996,4.739336492890995,,,,Unentschieden
498,1794,Murten,2.0,0.003629764065335753,3.629764065335753,2.0,0.003629764065335753,3.629764065335753,Unentschieden
499,1795,Murten,,,,1.0,0.003278688524590164,3.278688524590164,Unentschieden
500,1796,Courgevaux,3.0,0.00267379679144385,2.6737967914438503,7.0,0.006238859180035651,6.238859180035651,SCB gewinnt
501,1797,Münchenwiler,4.0,0.008281573498964804,8.281573498964804,4.0,0.008281573498964804,8.281573498964804,Unentschieden
502,1800,Vevey,,,,2.0,0.0001040582726326743,0.1040582726326743,Unentschieden
503,1801,Chardonne,,,,,,,Unentschieden
504,1802,"Chardonne, Corseaux",,,,,,,Unentschieden
505,1803,"Chardonne, Jongny",,,,,,,Unentschieden
506,1804,"Corsier-sur-Vevey, Jongny",,,,,,,Unentschieden
507,1805,"Chardonne, Corsier-sur-Vevey, Jongny",,,,1.0,0.0006821282401091405,0.6821282401091405,Unentschieden
508,1806,Saint-Légier-La Chiésaz,,,,1.0,0.0001967729240456513,0.1967729240456513,Unentschieden
509,1807,"Blonay, Montreux",,,,3.0,0.0004838709677419355,0.4838709677419355,Unentschieden
510,1808,"Attalens, Corsier-sur-Vevey",,,,,,,Unentschieden
511,1809,Corsier-sur-Vevey,,,,,,,Unentschieden
512,1814,La Tour-de-Peilz,,,,2.0,0.00017861927301955882,0.17861927301955882,Unentschieden
513,1815,Montreux,,,,1.0,0.0001108278842956888,0.1108278842956888,Unentschieden
514,1816,"Blonay, Montreux",,,,,,,Unentschieden
515,1817,Montreux,,,,,,,Unentschieden
516,1820,"Montreux, Veytaux",,,,2.0,0.00018821757952192734,0.18821757952192733,Unentschieden
517,1822,Montreux,,,,,,,Unentschieden
518,1823,Montreux,,,,,,,Unentschieden
519,1824,Montreux,,,,,,,Unentschieden
520,1832,Montreux,,,,,,,Unentschieden
521,1833,Montreux,,,,,,,Unentschieden
522,1844,Villeneuve (VD),,,,,,,Unentschieden
523,1845,Noville,,,,,,,Unentschieden
524,1846,"Chessel, Yvorne",,,,,,,Unentschieden
525,1847,Rennaz,,,,,,,Unentschieden
526,1852,"Roche (VD), Yvorne",,,,,,,Unentschieden
527,1853,Yvorne,,,,,,,Unentschieden
528,1854,Leysin,,,,,,,Unentschieden
529,1856,Corbeyrier,,,,,,,Unentschieden
530,1860,"Aigle, Ollon",,,,,,,Unentschieden
531,1862,Ormont-Dessous,,,,,,,Unentschieden
532,1863,"Aigle, Ormont-Dessous",,,,,,,Unentschieden
533,1864,"Ormont-Dessous, Ormont-Dessus",,,,,,,Unentschieden
534,1865,Ormont-Dessus,,,,,,,Unentschieden
535,1866,"Ollon, Ormont-Dessous, Ormont-Dessus",,,,,,,Unentschieden
536,1867,Ollon,,,,1.0,0.00025581990278843696,0.25581990278843697,Unentschieden
537,1868,Collombey-Muraz,,,,1.0,0.0001984126984126984,0.1984126984126984,Unentschieden
538,1869,Massongex,,,,,,,Unentschieden
539,1870,Monthey,,,,,,,Unentschieden
540,1871,"Monthey, Massongex",,,,2.0,0.0008382229673093043,0.8382229673093042,Unentschieden
541,1872,"Collombey-Muraz, Troistorrents",,,,,,,Unentschieden
542,1873,Val-d'Illiez,,,,,,,Unentschieden
543,1874,Champéry,,,,,,,Unentschieden
544,1875,Troistorrents,,,,1.0,0.0012903225806451613,1.2903225806451613,Unentschieden
545,1880,"Bex, Gryon",1.0,0.000140964195094446,0.14096419509444602,1.0,0.000140964195094446,0.14096419509444602,Unentschieden
546,1882,"Bex, Gryon",,,,,,,Unentschieden
547,1884,Ollon,,,,2.0,0.0011402508551881414,1.1402508551881414,Unentschieden
548,1885,Ollon,,,,,,,Unentschieden
549,1890,Saint-Maurice,,,,,,,Unentschieden
550,1891,"Massongex, Vérossaz",,,,,,,Unentschieden
551,1892,Lavey-Morcles,,,,,,,Unentschieden
552,1893,Collombey-Muraz,,,,,,,Unentschieden
553,1895,Vionnaz,,,,,,,Unentschieden
554,1896,Vouvry,,,,2.0,0.0005076142131979696,0.5076142131979696,Unentschieden
555,1897,"Port-Valais, Vouvry",,,,,,,Unentschieden
556,1898,Saint-Gingolph,1.0,0.0010905125408942203,1.0905125408942202,,,,Unentschieden
557,1899,Vionnaz,,,,,,,Unentschieden
558,1902,"Evionnaz, Saint-Maurice",,,,1.0,0.0007776049766718507,0.7776049766718507,Unentschieden
559,1903,Collonges,,,,1.0,0.001422475106685633,1.4224751066856332,Unentschieden
560,1904,"Martigny, Vernayaz",,,,,,,Unentschieden
561,1905,Dorénaz,,,,,,,Unentschieden
562,1906,"Charrat, Martigny",,,,,,,Unentschieden
563,1907,Saxon,,,,,,,Unentschieden
564,1908,Riddes,,,,,,,Unentschieden
565,1911,"Chamoson, Leytron",,,,,,,Unentschieden
566,1912,Leytron,,,,,,,Unentschieden
567,1913,Saillon,,,,,,,Unentschieden
568,1914,"Isérables, Riddes",,,,,,,Unentschieden
569,1918,Riddes,,,,,,,Unentschieden
570,1920,"Martigny, Vernayaz",,,,3.0,0.00017487612940833577,0.17487612940833577,Unentschieden
571,1921,Martigny-Combe,,,,,,,Unentschieden
572,1922,Salvan,,,,,,,Unentschieden
573,1923,Salvan,,,,,,,Unentschieden
574,1925,Finhaut,,,,,,,Unentschieden
575,1926,Fully,,,,,,,Unentschieden
576,1927,"Vollèges, Bovernier, Martigny",,,,,,,Unentschieden
577,1928,Martigny-Combe,,,,,,,Unentschieden
578,1929,Trient,,,,,,,Unentschieden
579,1932,"Bovernier, Martigny-Combe",,,,,,,Unentschieden
580,1933,"Sembrancher, Vollèges",,,,,,,Unentschieden
581,1934,Bagnes,,,,,,,Unentschieden
582,1936,Bagnes,,,,,,,Unentschieden
583,1937,Orsières,,,,,,,Unentschieden
584,1938,Orsières,,,,,,,Unentschieden
585,1941,Vollèges,,,,,,,Unentschieden
586,1942,Vollèges,,,,,,,Unentschieden
587,1943,Orsières,,,,,,,Unentschieden
588,1944,Orsières,,,,,,,Unentschieden
589,1945,Liddes,,,,,,,Unentschieden
590,1946,Bourg-Saint-Pierre,,,,,,,Unentschieden
591,1947,Bagnes,,,,,,,Unentschieden
592,1948,Bagnes,,,,,,,Unentschieden
593,1950,"Grimisuat, Savièse, Sion",,,,2.0,7.68344218209758e-05,0.0768344218209758,Unentschieden
594,1955,Chamoson,,,,,,,Unentschieden
595,1957,Ardon,,,,,,,Unentschieden
596,1958,"Ayent, Saint-Léonard, Sierre, Sion",,,,,,,Unentschieden
597,1961,Mont-Noble,,,,,,,Unentschieden
598,1962,"Savièse, Sion",,,,,,,Unentschieden
599,1963,Vétroz,,,,,,,Unentschieden
600,1964,Conthey,,,,,,,Unentschieden
601,1965,"Savièse, Sion",,,,,,,Unentschieden
602,1966,Ayent,,,,1.0,0.0003117206982543641,0.3117206982543641,Unentschieden
603,1967,Sion,,,,,,,Unentschieden
604,1968,Mont-Noble,,,,,,,Unentschieden
605,1969,Saint-Martin (VS),,,,,,,Unentschieden
606,1971,"Grimisuat, Sion",,,,,,,Unentschieden
607,1972,"Ayent, Arbaz",,,,,,,Unentschieden
608,1973,Mont-Noble,,,,,,,Unentschieden
609,1974,Arbaz,,,,,,,Unentschieden
610,1975,Conthey,,,,,,,Unentschieden
611,1976,Conthey,,,,,,,Unentschieden
612,1977,Icogne,,,,,,,Unentschieden
613,1978,"Icogne, Lens",,,,2.0,0.001358695652173913,1.358695652173913,Unentschieden
614,1981,Vex,,,,,,,Unentschieden
615,1982,"Hérémence, Saint-Martin (VS)",,,,,,,Unentschieden
616,1983,Evolène,,,,1.0,0.0012033694344163659,1.203369434416366,Unentschieden
617,1984,Evolène,,,,,,,Unentschieden
618,1985,Evolène,,,,1.0,0.0031847133757961785,3.1847133757961785,Unentschieden
619,1986,Evolène,,,,,,,Unentschieden
620,1987,Hérémence,,,,,,,Unentschieden
621,1988,Vex,,,,,,,Unentschieden
622,1991,"Sion, Veysonnaz",,,,,,,Unentschieden
623,1992,"Les Agettes, Vex, Sion",,,,,,,Unentschieden
624,1993,"Nendaz, Sion, Veysonnaz",,,,,,,Unentschieden
625,1994,"Nendaz, Sion",,,,,,,Unentschieden
626,1996,Nendaz,,,,,,,Unentschieden
627,1997,Nendaz,,,,1.0,0.0003837298541826554,0.3837298541826554,Unentschieden
628,2000,"Milvignes, Neuchâtel",2.0,5.964807634953773e-05,0.05964807634953773,7.0,0.00020876826722338206,0.20876826722338207,SCB gewinnt
629,2012,Milvignes,,,,,,,Unentschieden
630,2013,"Boudry, Milvignes",,,,2.0,0.0003578457684737878,0.3578457684737878,Unentschieden
631,2014,"Boudry, Milvignes",,,,1.0,0.0005461496450027307,0.5461496450027307,Unentschieden
632,2015,Boudry,,,,,,,Unentschieden
633,2016,Cortaillod,,,,1.0,0.0002101281781886951,0.21012817818869511,Unentschieden
634,2017,Boudry,,,,3.0,0.0006357279084551812,0.6357279084551812,Unentschieden
635,2019,"Boudry, Rochefort",,,,,,,Unentschieden
636,2022,Bevaix,,,,,,,Unentschieden
637,2023,Gorgier,,,,,,,Unentschieden
638,2024,Saint-Aubin-Sauges,,,,,,,Unentschieden
639,2025,Gorgier,,,,,,,Unentschieden
640,2027,"Fresens, Montalchez, Saint-Aubin-Sauges",,,,,,,Unentschieden
641,2028,"Concise, Saint-Aubin-Sauges, Vaumarcus",,,,,,,Unentschieden
642,2034,Peseux,,,,,,,Unentschieden
643,2035,"Corcelles-Cormondrèche, Rochefort, Milvignes",,,,,,,Unentschieden
644,2036,"Corcelles-Cormondrèche, Milvignes",,,,,,,Unentschieden
645,2037,"Corcelles-Cormondrèche, Rochefort, Val-de-Ruz",,,,2.0,0.002002002002002002,2.002002002002002,Unentschieden
646,2042,"Valangin, Val-de-Ruz",,,,,,,Unentschieden
647,2043,Val-de-Ruz,,,,,,,Unentschieden
648,2046,Val-de-Ruz,,,,,,,Unentschieden
649,2052,Val-de-Ruz,1.0,0.0005892751915144372,0.5892751915144372,1.0,0.0005892751915144372,0.5892751915144372,Unentschieden
650,2053,Val-de-Ruz,,,,1.0,0.00038819875776397513,0.3881987577639751,Unentschieden
651,2054,Val-de-Ruz,,,,,,,Unentschieden
652,2056,Val-de-Ruz,,,,,,,Unentschieden
653,2057,Val-de-Ruz,,,,2.0,0.0038910505836575876,3.8910505836575875,Unentschieden
654,2058,Val-de-Ruz,,,,,,,Unentschieden
655,2063,Val-de-Ruz,,,,,,,Unentschieden
656,2065,Val-de-Ruz,,,,,,,Unentschieden
657,2067,"Enges, Neuchâtel, Val-de-Ruz",,,,,,,Unentschieden
658,2068,Hauterive (NE),,,,,,,Unentschieden
659,2072,"Cornaux, Cressier (NE), Saint-Blaise",7.0,0.0021361000915471468,2.1361000915471466,,,,Unentschieden
660,2073,"Enges, Le Landeron",,,,1.0,0.0035971223021582736,3.5971223021582737,Unentschieden
661,2074,La Tène,,,,1.0,0.0002442598925256473,0.24425989252564728,Unentschieden
662,2075,"Cornaux, La Tène",,,,,,,Unentschieden
663,2087,"Cornaux, Cressier (NE)",,,,2.0,0.0012634238787113076,1.2634238787113075,Unentschieden
664,2088,Cressier (NE),4.0,0.002097535395909806,2.097535395909806,2.0,0.001048767697954903,1.048767697954903,YB gewinnt
665,2103,"Gorgier, Rochefort, Val-de-Travers",,,,,,,Unentschieden
666,2105,Val-de-Travers,,,,1.0,0.0008525149190110827,0.8525149190110827,Unentschieden
667,2108,"Provence, Val-de-Travers",,,,4.0,0.0014336917562724014,1.4336917562724014,Unentschieden
668,2112,Val-de-Travers,,,,,,,Unentschieden
669,2113,Val-de-Travers,,,,,,,Unentschieden
670,2114,Val-de-Travers,,,,6.0,0.0016896648831315122,1.6896648831315122,Unentschieden
671,2115,Val-de-Travers,,,,,,,Unentschieden
672,2116,Val-de-Travers,,,,,,,Unentschieden
673,2117,La Côte-aux-Fées,,,,,,,Unentschieden
674,2123,Val-de-Travers,,,,,,,Unentschieden
675,2124,"La Brévine, Val-de-Travers",,,,,,,Unentschieden
676,2126,"Les Verrières, Val-de-Travers",,,,,,,Unentschieden
677,2127,Val-de-Travers,,,,,,,Unentschieden
678,2149,"Boudry, Rochefort",,,,,,,Unentschieden
679,2206,Val-de-Ruz,,,,,,,Unentschieden
680,2207,Val-de-Ruz,,,,,,,Unentschieden
681,2208,Val-de-Ruz,,,,,,,Unentschieden
682,2300,La Chaux-de-Fonds,,,,5.0,0.0001291188926763764,0.1291188926763764,Unentschieden
683,2314,"La Chaux-de-Fonds, La Sagne",,,,,,,Unentschieden
684,2316,Les Ponts-de-Martel,,,,,,,Unentschieden
685,2318,"Rochefort, Brot-Plamboz, Val-de-Travers",,,,,,,Unentschieden
686,2322,"La Chaux-de-Fonds, Le Locle",,,,1.0,0.0033003300330033004,3.3003300330033003,Unentschieden
687,2325,Les Planchettes,,,,,,,Unentschieden
688,2333,"La Ferrière, Sonvilier",,,,,,,Unentschieden
689,2336,"Les Bois, Le Noirmont",,,,,,,Unentschieden
690,2338,Muriaux,,,,,,,Unentschieden
691,2340,Le Noirmont,,,,,,,Unentschieden
692,2345,"Saint-Imier, Sonvilier, Villeret, Les Breuleux, La Chaux-des-Breuleux, Muriaux, Le Noirmont",,,,3.0,0.0016891891891891893,1.6891891891891893,Unentschieden
693,2350,Saignelégier,,,,1.0,0.0004452359750667854,0.44523597506678536,Unentschieden
694,2353,"Les Enfers, Saignelégier",,,,,,,Unentschieden
695,2354,Saignelégier,,,,,,,Unentschieden
696,2360,Le Bémont (JU),,,,,,,Unentschieden
697,2362,Montfaucon,,,,,,,Unentschieden
698,2363,"Le Bémont (JU), Les Enfers",,,,,,,Unentschieden
699,2364,Saint-Brais,,,,,,,Unentschieden
700,2400,"Les Brenets, Le Cerneux-Péquignot, La Chaux-du-Milieu, Le Locle",,,,2.0,0.00019109497420217848,0.19109497420217847,Unentschieden
701,2405,"Le Cerneux-Péquignot, La Chaux-du-Milieu",,,,,,,Unentschieden
702,2406,"La Brévine, Le Cerneux-Péquignot, La Chaux-du-Milieu, Les Verrières, Val-de-Travers",,,,,,,Unentschieden
703,2414,Le Cerneux-Péquignot,,,,,,,Unentschieden
704,2416,Les Brenets,,,,,,,Unentschieden
705,2500,,2.0,0.005405405405405406,5.405405405405405,,,,Unentschieden
706,2502,Biel/Bienne,10.0,0.0005715265474081271,0.5715265474081271,10.0,0.0005715265474081271,0.5715265474081271,Unentschieden
707,2503,"Biel/Bienne, Brügg",7.0,0.0003958156629912355,0.39581566299123555,11.0,0.0006219960418433701,0.6219960418433701,SCB gewinnt
708,2504,"Biel/Bienne, Brügg, Orpund",6.0,0.0003459210147016431,0.3459210147016431,12.0,0.0006918420294032863,0.6918420294032862,SCB gewinnt
709,2505,"Biel/Bienne, Twann-Tüscherz",,,,,,,Unentschieden
710,2512,Twann-Tüscherz,2.0,0.006802721088435374,6.802721088435374,,,,Unentschieden
711,2513,"Ligerz, Twann-Tüscherz",1.0,0.0012121212121212121,1.2121212121212122,,,,Unentschieden
712,2514,"La Neuveville, Ligerz",,,,,,,Unentschieden
713,2515,Plateau de Diesse,,,,1.0,0.001092896174863388,1.092896174863388,Unentschieden
714,2516,"Plateau de Diesse, Twann-Tüscherz",,,,,,,Unentschieden
715,2517,Plateau de Diesse,,,,,,,Unentschieden
716,2518,"Nods, Val-de-Ruz",,,,1.0,0.0013869625520110957,1.3869625520110958,Unentschieden
717,2520,"La Neuveville, Le Landeron",2.0,0.0005574136008918618,0.5574136008918618,,,,Unentschieden
718,2523,"La Neuveville, Nods, Plateau de Diesse, Le Landeron, Lignières, Val-de-Ruz",,,,2.0,0.0019743336623889436,1.9743336623889436,Unentschieden
719,2525,"Gals, Le Landeron",,,,4.0,0.0008974646623289208,0.8974646623289209,Unentschieden
720,2532,"Biel/Bienne, Evilard, Twann-Tüscherz",6.0,0.01060070671378092,10.60070671378092,,,,Unentschieden
721,2533,Evilard,4.0,0.002048131080389145,2.048131080389145,,,,Unentschieden
722,2534,"Corgémont, Orvin, Nods",,,,1.0,0.0008285004142502071,0.828500414250207,Unentschieden
723,2535,"Sauge, Péry-La Heutte",,,,,,,Unentschieden
724,2536,"Romont (BE), Sauge",,,,,,,Unentschieden
725,2537,Sauge,,,,,,,Unentschieden
726,2538,Romont (BE),,,,,,,Unentschieden
727,2540,Grenchen,14.0,0.0008495145631067961,0.8495145631067961,18.0,0.001092233009708738,1.0922330097087378,SCB gewinnt
728,2542,Pieterlen,7.0,0.0017627801561319568,1.7627801561319567,6.0,0.0015109544195416771,1.510954419541677,YB gewinnt
729,2543,Lengnau (BE),16.0,0.0033003300330033004,3.3003300330033003,11.0,0.002268976897689769,2.268976897689769,YB gewinnt
730,2544,Bettlach,4.0,0.0008238928939237899,0.82389289392379,4.0,0.0008238928939237899,0.82389289392379,Unentschieden
731,2545,Selzach,2.0,0.0006213109661385523,0.6213109661385523,10.0,0.0031065548306927616,3.1065548306927617,SCB gewinnt
732,2552,"Brügg, Orpund",8.0,0.0030534351145038168,3.0534351145038165,3.0,0.0011450381679389313,1.1450381679389314,YB gewinnt
733,2553,Safnern,1.0,0.0005232862375719519,0.5232862375719519,1.0,0.0005232862375719519,0.5232862375719519,Unentschieden
734,2554,Meinisberg,5.0,0.0037257824143070045,3.7257824143070044,2.0,0.0014903129657228018,1.4903129657228018,YB gewinnt
735,2555,Brügg,2.0,0.000474158368895211,0.474158368895211,7.0,0.0016595542911332385,1.6595542911332386,SCB gewinnt
736,2556,"Scheuren, Schwadernau",4.0,0.0035650623885918,3.5650623885918002,3.0,0.00267379679144385,2.6737967914438503,YB gewinnt
737,2557,"Lyss, Studen (BE)",7.0,0.002246469833119384,2.246469833119384,15.0,0.004813863928112966,4.813863928112966,SCB gewinnt
738,2558,"Aegerten, Schwadernau",3.0,0.0015991471215351812,1.5991471215351811,6.0,0.0031982942430703624,3.1982942430703623,SCB gewinnt
739,2560,"Nidau, Port",17.0,0.0023624235686492494,2.3624235686492496,2.0,0.00027793218454697053,0.27793218454697055,YB gewinnt
740,2562,"Bellmund, Port",3.0,0.0009436929852154766,0.9436929852154766,2.0,0.0006291286568103177,0.6291286568103177,YB gewinnt
741,2563,"Bellmund, Ipsach",6.0,0.0014925373134328358,1.492537313432836,4.0,0.0009950248756218905,0.9950248756218905,YB gewinnt
742,2564,Bellmund,6.0,0.004034969737726967,4.034969737726968,5.0,0.0033624747814391394,3.3624747814391394,YB gewinnt
743,2565,Jens,3.0,0.004411764705882353,4.411764705882353,,,,Unentschieden
744,2572,"Mörigen, Sutz-Lattrigen",2.0,0.0008865248226950354,0.8865248226950354,13.0,0.00576241134751773,5.76241134751773,SCB gewinnt
745,2575,"Lüscherz, Hagneck, Täuffelen",15.0,0.004835589941972921,4.835589941972921,4.0,0.0012894906511927789,1.2894906511927788,YB gewinnt
746,2576,"Lüscherz, Vinelz",1.0,0.0019157088122605363,1.9157088122605364,2.0,0.0038314176245210726,3.8314176245210727,SCB gewinnt
747,2577,"Finsterhennen, Siselen",14.0,0.012589928057553957,12.589928057553957,10.0,0.008992805755395683,8.992805755395683,YB gewinnt
748,2603,"Romont (BE), Péry-La Heutte",,,,7.0,0.005054151624548736,5.054151624548736,Unentschieden
749,2604,Péry-La Heutte,,,,,,,Unentschieden
750,2605,Sonceboz-Sombeval,,,,3.0,0.001594896331738437,1.594896331738437,Unentschieden
751,2606,"Corgémont, Sonceboz-Sombeval",,,,1.0,0.0006313131313131314,0.6313131313131314,Unentschieden
