GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
2.01412E+11,12/27/14,Iraq,Samarra district,Unknown,0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/27/14,Iraq,Tuz Khormato district,Unknown,0,,,,,1,0,Religious Figures/Institutions,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/27/14,Iraq,Abu Sayda,Unknown,0,,,,,2,2,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/27/14,Iraq,Baghdad,Unknown,0,,,,,0,0,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/27/14,Somalia,Hudur,Al-Shabaab,0,,,,,5,10,Transportation,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/27/14,Yemen,Qatn,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,2,4,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Yemen,Sanaa,Huthi Extremists,1,,,,,0,0,Government (General),,,Middle East & North Africa,Hostage Taking (Kidnapping),,,Firearms,,,
2.01412E+11,12/27/14,Syria,Safirah,Islamic State of Iraq and the Levant (ISIL),0,,,,,0,0,Military,,,Middle East & North Africa,Unknown,,,Unknown,,,
2.01412E+11,12/27/14,Pakistan,Quetta,Unknown,0,,,,,Unknown,Unknown,Private Citizens & Property,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
2.01412E+11,12/27/14,Afghanistan,Alingar district,Unknown,0,,,,,1,3,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/26/14,Afghanistan,Nad Ali district,Taliban,0,,,,,3,0,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/27/14,Pakistan,Quetta,Unknown,0,,,,,0,0,Transportation,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Afghanistan,Darra-i-Boom,Taliban,0,,,,,1,0,Police,,,South Asia,Unknown,,,Unknown,,,
2.01412E+11,12/26/14,Pakistan,Charsadda district,Unknown,0,,,,,0,0,Government (General),,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Afghanistan,Dangam district,Taliban,0,,,,,Unknown,Unknown,Private Citizens & Property,,,South Asia,Unknown,Facility/Infrastructure Attack,,Incendiary,,,
2.01412E+11,12/26/14,Pakistan,Karachi,Unknown,0,,,,,1,0,Religious Figures/Institutions,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/26/14,Pakistan,Hangu district,Unknown,0,,,,,1,2,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/26/14,India,Imphal,Unknown,0,,,,,0,4,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,India,Bijni,National Democratic Front of Bodoland (NDFB),0,,,,,0,0,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Iraq,Balad,Al-Naqshabandiya Army,0,,,,,0,5,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Iraq,Baqubah,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,0,Police,,,Middle East & North Africa,Assassination,,,Firearms,,,
2.01412E+11,12/26/14,Iraq,Baghdad,Unknown,0,,,,,3,6,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Iraq,Baghdad,Unknown,0,,,,,1,2,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Somalia,Mogadishu,Al-Shabaab,0,,,,,Unknown,Unknown,Military,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/26/14,Yemen,Al-Qaida district,Unknown,0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Afghanistan,Alingar district,Unknown,0,,,,,2,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/26/14,Afghanistan,Ghazni district,Unknown,0,,,,,0,1,Government (General),,,South Asia,Assassination,,,Firearms,,,
2.01412E+11,12/26/14,Afghanistan,Kandahar district,Taliban,0,,,,,4,2,Government (General),,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Afghanistan,Kunduz,Unknown,0,,,,,0,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Pakistan,Ghundi,Tehrik-i-Taliban Pakistan (TTP),0,,,,,1,0,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/25/14,Pakistan,Mohmand district,Unknown,0,,,,,0,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Afghanistan,Qarghayi district,Taliban,0,,,,,2,2,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Iraq,Dawr,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,Unknown,Military,,,Middle East & North Africa,Unknown,,,Unknown,,,
2.01412E+11,12/25/14,Iraq,Baghdad,Unknown,0,,,,,6,9,Police,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Iraq,Latifiyah,Unknown,0,,,,,3,2,Terrorists/Non-state Militia,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/25/14,Iraq,Baghdad,Unknown,0,,,,,1,8,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Iraq,Radwaniyah,Unknown,0,,,,,2,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Iraq,Abu Ghraib district,Unknown,0,,,,,3,6,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/25/14,Somalia,Mogadishu,Al-Shabaab,0,,,,,14,Unknown,Military,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/24/14,India,Itkhori,Communist Party of India - Maoist (CPI-Maoist),0,,,,,1,3,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/24/14,Nigeria,Bajoga,Boko Haram,1,,,,,1,0,Military,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Afghanistan,Khas Uruzgan district,Taliban,0,,,,,1,0,Educational Institution,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/24/14,Afghanistan,Sangin district,Taliban,0,,,,,8,4,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/24/14,Pakistan,Safi,Unknown,0,,,,,0,0,Telecommunication,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Afghanistan,Sayrwan,Taliban,0,,,,,0,2,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Afghanistan,Deh Rahwod district,Taliban,0,,,,,4,0,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Iraq,Hit,Al-Naqshabandiya Army,0,,,,,36,Unknown,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Chemical,,
2.01412E+11,12/24/14,Iraq,Yusufiyah,Islamic State of Iraq and the Levant (ISIL),1,,,,,4,7,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,India,Mariani,Unknown,0,,,,,0,0,Business,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
2.01412E+11,12/24/14,Afghanistan,Dahana-i-Ghuri district,Taliban,0,,,,,2,1,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/24/14,India,Imphal,People's Liberation Army (India),0,,,,,0,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Afghanistan,Puli Alam,Taliban,0,,,,,2,2,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,India,Lambari,National Democratic Front of Bodoland (NDFB),0,,,,,0,1,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,Incendiary,,
2.01412E+11,12/24/14,Pakistan,Dera Murad Jamali,Unknown,0,,,,,0,1,Police,Transportation,Private Citizens & Property,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/24/14,Iraq,Muqdadiyah,Islamic State of Iraq and the Levant (ISIL),0,,,,,5,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Unknown,,,Unknown,,,
2.01412E+11,12/24/14,Iraq,Muqdadiyah,Islamic State of Iraq and the Levant (ISIL),0,,,,,0,5,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Iraq,Kirkuk,Unknown,0,,,,,1,0,Military,,,Middle East & North Africa,Assassination,,,Firearms,,,
2.01412E+11,12/24/14,Iraq,Tikrit,Unknown,0,,,,,1,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Iraq,Tarmiyah,Unknown,0,,,,,1,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Iraq,Madain,Islamic State of Iraq and the Levant (ISIL),0,,,,,45,62,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Iraq,Balad district,Unknown,0,,,,,0,0,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Iraq,Balad district,Unknown,0,,,,,1,5,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Pakistan,Quetta,Baloch Liberation Army (BLA),0,,,,,0,27,Business,Government (General),,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/24/14,Syria,Raqqah,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,0,Military,Military,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Yemen,Sanaa,Unknown,0,,,,,1,0,Private Citizens & Property,,,Middle East & North Africa,Assassination,,,Firearms,,,
2.01412E+11,12/23/14,India,Unknown,People's Liberation Army (India),0,,,,,0,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Pakistan,Jauharabad,Unknown,0,,,,,1,0,Religious Figures/Institutions,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,Pakistan,Chak Bhako Shah,Unknown,0,,,,,0,0,Violent Political Party,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,Pakistan,Taxila,Unknown,0,,,,,0,0,Transportation,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Afghanistan,Kunduz,Unknown,0,,,,,0,2,Military,Religious Figures/Institutions,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Yemen,Sanaa,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Afghanistan,Khogyani district,Taliban,0,,,,,1,0,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,India,Sonitpur district,National Democratic Front of Bodoland (NDFB),0,,,,,6,Unknown,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,India,Shantipur Ultapani,National Democratic Front of Bodoland (NDFB),0,,,,,5,Unknown,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,India,Pakhiriguri,National Democratic Front of Bodoland (NDFB),0,,,,,3,4,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,India,Sonitpur district,National Democratic Front of Bodoland (NDFB),0,,,,,23,Unknown,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,India,Phulbari,National Democratic Front of Bodoland (NDFB),0,,,,,10,3,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,Iraq,Dhuluiya,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,0,Transportation,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Iraq,Baghdad,Unknown,0,,,,,1,7,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Iraq,Tuz Khormato,Unknown,0,,,,,1,3,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Iraq,Taji,Military Council of the Tribal Revolutionaries (MCTR),0,,,,,1,5,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Iraq,Saba al-Bor,Unknown,0,,,,,2,6,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Iraq,Yusufiyah,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,7,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Yemen,Dhubab,Unknown,0,,,,,2,0,NGO,Military,,Middle East & North Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,Yemen,Khashabah,Huthi Extremists,0,,,,,Unknown,Unknown,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),,,Firearms,,,
2.01412E+11,12/23/14,Pakistan,Pasni,Baloch Liberation Front (BLF),0,,,,,0,2,Business,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,Pakistan,Pasni,Baloch Liberation Front (BLF),0,,,,,0,2,Business,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/23/14,Somalia,Rays Cadde,Al-Shabaab,0,,,,,2,0,Military,,,Sub-Saharan Africa,Hostage Taking (Kidnapping),,,Firearms,,,
2.01412E+11,12/23/14,Pakistan,Pir Koh,Unknown,0,,,,,0,0,Utilities,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Iraq,Unknown,Unknown,0,,,,,1,0,Government (General),,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Somalia,Kismayo,Unknown,0,,,,,0,3,Government (General),,,Sub-Saharan Africa,Assassination,,,Firearms,,,
2.01412E+11,12/23/14,Yemen,Sanaa,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,1,1,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Yemen,Sanaa,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,0,0,Journalists & Media,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Yemen,Sanaa,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Yemen,Sanaa,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,0,2,Educational Institution,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Pakistan,Dera Bugti,Unknown,0,,,,,0,2,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Yemen,Ibb,Huthi Extremists,0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),,,Unknown,,,
2.01412E+11,12/22/14,India,Vellamunda,Maoists,1,,,,,0,0,Police,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
2.01412E+11,12/22/14,India,Chandra Nagar,Maoists,1,,,,,0,0,Business,,,South Asia,Facility/Infrastructure Attack,,,Unknown,,,
2.01412E+11,12/22/14,India,Chandra Nagar,Maoists,1,,,,,0,0,Business,,,South Asia,Facility/Infrastructure Attack,,,Unknown,,,
2.01412E+11,12/22/14,India,Mukkali,Maoists,1,,,,,0,0,Police,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
2.01412E+11,11/27/14,India,Bongaigaon,National Democratic Front of Bodoland (NDFB),0,,,,,0,1,Private Citizens & Property,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
2.01412E+11,12/22/14,Nigeria,Geidam,Boko Haram,0,,,,,5,Unknown,Government (General),Police,Private Citizens & Property,Sub-Saharan Africa,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
2.01412E+11,12/22/14,Nigeria,Bauchi,Boko Haram,1,,,,,6,19,Private Citizens & Property,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Nigeria,Gombe,Boko Haram,1,,,,,20,18,Transportation,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,India,Ishuapur,Unknown,0,,,,,1,0,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/22/14,Pakistan,Maneri Payan,Unknown,0,,,,,0,0,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/22/14,Pakistan,Karachi,Unknown,0,,,,,1,2,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/22/14,India,Sonarpur,National Democratic Front of Bodoland (NDFB),0,,,,,0,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,India,Gossaigaon,National Democratic Front of Bodoland (NDFB),0,,,,,0,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Pakistan,Karachi,Tehrik-i-Taliban Pakistan (TTP),0,,,,,13,Unknown,Police,,,South Asia,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
2.01412E+11,12/22/14,Afghanistan,Kunduz,Unknown,0,,,,,1,6,Police,Business,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Pakistan,Karachi,Unknown,0,,,,,0,1,Private Citizens & Property,,,South Asia,Assassination,,,Firearms,,,
2.01412E+11,12/22/14,India,Patgaon,National Democratic Front of Bodoland (NDFB),0,,,,,0,3,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Iraq,Tuz Khormato,Unknown,0,,,,,1,8,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Iraq,Balad,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,14,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Iraq,Yusufiyah,Unknown,0,,,,,3,10,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/22/14,Yemen,Unknown,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,0,2,Terrorists/Non-state Militia,,,Middle East & North Africa,Assassination,,,Firearms,,,
2.01412E+11,12/22/14,Afghanistan,Shirin Tagab district,Taliban,0,,,,,5,0,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/23/14,Pakistan,Dera Bugti,Unknown,0,,,,,0,2,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Pakistan,Bisham,Unknown,0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
2.01412E+11,12/21/14,Yemen,Al-Makarib,Huthi Extremists,0,,,,,4,0,Violent Political Party,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Pakistan,Nari Baba,Unknown,0,,,,,0,1,Terrorists/Non-state Militia,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Afghanistan,Dushi district,Taliban,0,,,,,0,0,Government (General),,,South Asia,Assassination,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Sinjar,Islamic State of Iraq and the Levant (ISIL),0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Sinjar,Islamic State of Iraq and the Levant (ISIL),0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,India,Hiangtam,Unknown,0,,,,,0,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,India,Suangphuh,People's Liberation Army (India),0,,,,,1,0,Military,,,South Asia,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
2.01412E+11,12/21/14,Afghanistan,Alishing district,Taliban,0,,,,,1,0,Government (General),,,South Asia,Assassination,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Afghanistan,Jalalabad,Unknown,0,,,,,1,0,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Afghanistan,Asadabad,Unknown,0,,,,,1,0,Government (General),,,South Asia,Assassination,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Pakistan,Mardan,Unknown,0,,,,,0,2,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Pakistan,Karachi,Unknown,0,,,,,0,1,Business,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/21/14,India,Imphal,Unknown,0,,,,,3,4,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,India,Bongaigaon district,National Democratic Front of Bodoland (NDFB),0,,,,,0,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Somalia,Galkayo,Unknown,0,,,,,0,2,Government (General),,,Sub-Saharan Africa,Assassination,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Pakistan,Shawal,Unknown,0,,,,,25,3,Military,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/21/14,Iraq,Baghdad,Unknown,0,,,,,1,1,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Khalis,Unknown,0,,,,,1,0,Police,,,Middle East & North Africa,Assassination,,,Firearms,,,
2.01412E+11,12/21/14,Iraq,Al-Baghdadi,Islamic State of Iraq and the Levant (ISIL),0,,,,,4,5,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
2.01412E+11,12/21/14,Iraq,Rashad district,Islamic State of Iraq and the Levant (ISIL),0,,,,,0,0,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Hatimiyah,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,8,Police,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Baghdad,Unknown,0,,,,,2,9,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Mahmudiyah,Unknown,0,,,,,3,6,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Iraq,Baghdad,Unknown,0,,,,,3,8,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Yemen,Ibb,Al-Qaida in the Arabian Peninsula (AQAP),0,,,,,1,0,Police,,,Middle East & North Africa,Assassination,,,Unknown,,,
2.01412E+11,12/21/14,Afghanistan,Jalabad,Unknown,0,,,,,1,1,Military,Private Citizens & Property,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Afghanistan,Qaramqol district,Unknown,0,,,,,2,4,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Afghanistan,Jar Quduq,Taliban,0,,,,,12,10,Police,,,South Asia,Armed Assault,,,Firearms,,,
2.01412E+11,12/21/14,Pakistan,Pir Koh,Baloch Republican Army (BRA),0,,,,,0,0,Utilities,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/21/14,Pakistan,Quetta,United Baloch Army (UBA),0,,,,,0,0,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Pakistan,Gokdan Mai,Baloch Republican Army (BRA),0,,,,,0,1,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Syria,Unknown,Islamic State of Iraq and the Levant (ISIL),0,,,,,1,0,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),,,Melee,,,
2.01412E+11,12/20/14,Pakistan,Shaheedyano Dhand,Unknown,0,,,,,0,2,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
2.01412E+11,12/20/14,Afghanistan,Khost,Unknown,0,,,,,1,1,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
