Date,D0,D1,Value
2010-01,M0,EUR1,1.4767
2010-01,M0,GBP1,1.6728
2010-01,M0,DKK100,19.8375
2010-01,M0,NOK100,18.027
2010-01,M0,CZK100,5.6489
2010-01,M0,HUF100,0.5479
2010-01,M0,PLN100,36.2905
2010-01,M0,RUB100,3.4625
2010-01,M0,SEK100,14.4825
2010-01,M0,TRY100,70.1215
2010-01,M0,USD1,1.0337
2010-01,M0,CAD1,0.9922
2010-01,M0,ARS100,27.1585
2010-01,M0,BRL100,58.235
2010-01,M0,MXN100,8.0715
2010-01,M0,ZAR1,0.1384
2010-01,M0,JPY100,1.132695
2010-01,M0,AUD1,0.9447
2010-01,M0,CNY100,15.1418
2010-01,M0,HKD100,13.315815
2010-01,M0,KRW100,0.0907
2010-01,M0,MYR100,30.6055
2010-01,M0,NZD1,0.7513
2010-01,M0,SGD100,73.987
2010-01,M0,THB100,3.128
2010-01,M0,XDR1,1.619287
2010-02,M0,EUR1,1.4673
2010-02,M0,GBP1,1.6748
2010-02,M0,DKK100,19.7075
2010-02,M0,NOK100,18.1045
2010-02,M0,CZK100,5.6496
2010-02,M0,HUF100,0.5407
2010-02,M0,PLN100,36.543
2010-02,M0,RUB100,3.5535
2010-02,M0,SEK100,14.7395
2010-02,M0,TRY100,70.667
2010-02,M0,USD1,1.0715
2010-02,M0,CAD1,1.0143
2010-02,M0,ARS100,27.812
2010-02,M0,BRL100,58.085
2010-02,M0,MXN100,8.275
2010-02,M0,ZAR1,0.1396
2010-02,M0,JPY100,1.18696
2010-02,M0,AUD1,0.95008
2010-02,M0,CNY100,15.69065
2010-02,M0,HKD100,13.79338
2010-02,M0,KRW100,0.0925
2010-02,M0,MYR100,31.3515
2010-02,M0,NZD1,0.7475
2010-02,M0,SGD100,75.8485
2010-02,M0,THB100,3.231
2010-02,M0,XDR1,1.648358
2010-03,M0,EUR1,1.4484
2010-03,M0,GBP1,1.6053
2010-03,M0,DKK100,19.4596
2010-03,M0,NOK100,18.0078
2010-03,M0,CZK100,5.6646
2010-03,M0,HUF100,0.5454
2010-03,M0,PLN100,37.1896
2010-03,M0,RUB100,3.6083
2010-03,M0,SEK100,14.8839
2010-03,M0,TRY100,69.474783
2010-03,M0,USD1,1.0668
2010-03,M0,CAD1,1.0414
2010-03,M0,ARS100,27.6157
2010-03,M0,BRL100,59.6739
2010-03,M0,MXN100,8.4761
2010-03,M0,ZAR1,0.1435
2010-03,M0,JPY100,1.177835
2010-03,M0,AUD1,0.972778
2010-03,M0,CNY100,15.62865217
2010-03,M0,HKD100,13.74443
2010-03,M0,KRW100,0.0938
2010-03,M0,MYR100,32.083
2010-03,M0,NZD1,0.7502
2010-03,M0,SGD100,76.1835
2010-03,M0,THB100,3.2793
2010-03,M0,XDR1,1.62998
2010-04,M0,EUR1,1.4339
2010-04,M0,GBP1,1.639
2010-04,M0,DKK100,19.261
2010-04,M0,NOK100,18.049
2010-04,M0,CZK100,5.6675
2010-04,M0,HUF100,0.5402
2010-04,M0,PLN100,36.9915
2010-04,M0,RUB100,3.6625
2010-04,M0,SEK100,14.826
2010-04,M0,TRY100,71.6235
2010-04,M0,USD1,1.0684
2010-04,M0,CAD1,1.0643
2010-04,M0,ARS100,27.5435
2010-04,M0,BRL100,60.85
2010-04,M0,MXN100,8.7305
2010-04,M0,ZAR1,0.1454
2010-04,M0,JPY100,1.14381
2010-04,M0,AUD1,0.99014
2010-04,M0,CNY100,15.65345
2010-04,M0,HKD100,13.76329
2010-04,M0,KRW100,0.0959
2010-04,M0,MYR100,33.315
2010-04,M0,NZD1,0.761
2010-04,M0,SGD100,77.358
2010-04,M0,THB100,3.3078
2010-04,M0,XDR1,1.622323
2010-05,M0,EUR1,1.4199
2010-05,M0,GBP1,1.6551
2010-05,M0,DKK100,19.0768
2010-05,M0,NOK100,17.9884
2010-05,M0,CZK100,5.5331
2010-05,M0,HUF100,0.5134
2010-05,M0,PLN100,35.0232
2010-05,M0,RUB100,3.7063
2010-05,M0,SEK100,14.6737
2010-05,M0,TRY100,72.817895
2010-05,M0,USD1,1.1284
2010-05,M0,CAD1,1.0845
2010-05,M0,ARS100,28.9037
2010-05,M0,BRL100,62.3789
2010-05,M0,MXN100,8.86
2010-05,M0,ZAR1,0.1476
2010-05,M0,JPY100,1.224695
2010-05,M0,AUD1,0.983568
2010-05,M0,CNY100,16.52826316
2010-05,M0,HKD100,14.491168
2010-05,M0,KRW100,0.0967
2010-05,M0,MYR100,34.6726
2010-05,M0,NZD1,0.7886
2010-05,M0,SGD100,80.9379
2010-05,M0,THB100,3.4814
2010-05,M0,XDR1,1.667503
2010-06,M0,EUR1,1.3774
2010-06,M0,GBP1,1.6624
2010-06,M0,DKK100,18.5077
2010-06,M0,NOK100,17.3959
2010-06,M0,CZK100,5.3431
2010-06,M0,HUF100,0.4898
2010-06,M0,PLN100,33.5718
2010-06,M0,RUB100,3.6095
2010-06,M0,SEK100,14.3836
2010-06,M0,TRY100,71.415455
2010-06,M0,USD1,1.1282
2010-06,M0,CAD1,1.086
2010-06,M0,ARS100,28.7168
2010-06,M0,BRL100,62.45
2010-06,M0,MXN100,8.8618
2010-06,M0,ZAR1,0.1474
2010-06,M0,JPY100,1.2408
2010-06,M0,AUD1,0.961195
2010-06,M0,CNY100,16.54522727
2010-06,M0,HKD100,14.484095
2010-06,M0,KRW100,0.0929
2010-06,M0,MYR100,34.5273
2010-06,M0,NZD1,0.7786
2010-06,M0,SGD100,80.6168
2010-06,M0,THB100,3.4726
2010-06,M0,XDR1,1.656478
2010-07,M0,EUR1,1.3471
2010-07,M0,GBP1,1.6111
2010-07,M0,DKK100,18.0727
2010-07,M0,NOK100,16.7677
2010-07,M0,CZK100,5.3157
2010-07,M0,HUF100,0.4746
2010-07,M0,PLN100,33.0155
2010-07,M0,RUB100,3.4427
2010-07,M0,SEK100,14.1723
2010-07,M0,TRY100,68.398182
2010-07,M0,USD1,1.0549
2010-07,M0,CAD1,1.0108
2010-07,M0,ARS100,26.7882
2010-07,M0,BRL100,59.5455
2010-07,M0,MXN100,8.2032
2010-07,M0,ZAR1,0.1397
2010-07,M0,JPY100,1.203786
2010-07,M0,AUD1,0.923291
2010-07,M0,CNY100,15.56827273
2010-07,M0,HKD100,13.562577
2010-07,M0,KRW100,0.0875
2010-07,M0,MYR100,32.8914
2010-07,M0,NZD1,0.751
2010-07,M0,SGD100,76.5518
2010-07,M0,THB100,3.2615
2010-07,M0,XDR1,1.58428
2010-08,M0,EUR1,1.3428
2010-08,M0,GBP1,1.6285
2010-08,M0,DKK100,18.0223
2010-08,M0,NOK100,16.92
2010-08,M0,CZK100,5.4115
2010-08,M0,HUF100,0.4773
2010-08,M0,PLN100,33.6718
2010-08,M0,RUB100,3.4232
2010-08,M0,SEK100,14.2436
2010-08,M0,TRY100,68.84
2010-08,M0,USD1,1.0398
2010-08,M0,CAD1,1.0008
2010-08,M0,ARS100,26.3864
2010-08,M0,BRL100,59.1
2010-08,M0,MXN100,8.1559
2010-08,M0,ZAR1,0.1422
2010-08,M0,JPY100,1.217105
2010-08,M0,AUD1,0.936064
2010-08,M0,CNY100,15.32040909
2010-08,M0,HKD100,13.380391
2010-08,M0,KRW100,0.0881
2010-08,M0,MYR100,32.96
2010-08,M0,NZD1,0.743
2010-08,M0,SGD100,76.6755
2010-08,M0,THB100,3.2735
2010-08,M0,XDR1,1.579105
2010-09,M0,EUR1,1.3085
2010-09,M0,GBP1,1.5594
2010-09,M0,DKK100,17.5655
2010-09,M0,NOK100,16.5173
2010-09,M0,CZK100,5.3017
2010-09,M0,HUF100,0.4634
2010-09,M0,PLN100,33.0691
2010-09,M0,RUB100,3.2555
2010-09,M0,SEK100,14.175
2010-09,M0,TRY100,67.014545
2010-09,M0,USD1,1.0023
2010-09,M0,CAD1,0.968
2010-09,M0,ARS100,25.3423
2010-09,M0,BRL100,58.1955
2010-09,M0,MXN100,7.8155
2010-09,M0,ZAR1,0.1402
2010-09,M0,JPY100,1.187677
2010-09,M0,AUD1,0.938077
2010-09,M0,CNY100,14.86686364
2010-09,M0,HKD100,12.905709
2010-09,M0,KRW100,0.0862
2010-09,M0,MYR100,32.2545
2010-09,M0,NZD1,0.7282
2010-09,M0,SGD100,75.0286
2010-09,M0,THB100,3.2502
2010-09,M0,XDR1,1.528409
2010-10,M0,EUR1,1.3461
2010-10,M0,GBP1,1.5349
2010-10,M0,DKK100,18.0486
2010-10,M0,NOK100,16.5919
2010-10,M0,CZK100,5.4825
2010-10,M0,HUF100,0.4903
2010-10,M0,PLN100,34.0381
2010-10,M0,RUB100,3.1943
2010-10,M0,SEK100,14.5057
2010-10,M0,TRY100,67.878095
2010-10,M0,USD1,0.9685
2010-10,M0,CAD1,0.9506
2010-10,M0,ARS100,24.4557
2010-10,M0,BRL100,57.5286
2010-10,M0,MXN100,7.779
2010-10,M0,ZAR1,0.1398
2010-10,M0,JPY100,1.184052
2010-10,M0,AUD1,0.94989
2010-10,M0,CNY100,14.52490476
2010-10,M0,HKD100,12.481762
2010-10,M0,KRW100,0.0862
2010-10,M0,MYR100,31.2252
2010-10,M0,NZD1,0.7269
2010-10,M0,SGD100,74.26
2010-10,M0,THB100,3.2309
2010-10,M0,XDR1,1.519698
2010-11,M0,EUR1,1.3445
2010-11,M0,GBP1,1.5703
2010-11,M0,DKK100,18.0314
2010-11,M0,NOK100,16.5109
2010-11,M0,CZK100,5.4563
2010-11,M0,HUF100,0.4878
2010-11,M0,PLN100,34.0259
2010-11,M0,RUB100,3.1714
2010-11,M0,SEK100,14.4286
2010-11,M0,TRY100,68.156364
2010-11,M0,USD1,0.9831
2010-11,M0,CAD1,0.9711
2010-11,M0,ARS100,24.7545
2010-11,M0,BRL100,57.4045
2010-11,M0,MXN100,7.9732
2010-11,M0,ZAR1,0.1406
2010-11,M0,JPY100,1.192873
2010-11,M0,AUD1,0.972973
2010-11,M0,CNY100,14.77731818
2010-11,M0,HKD100,12.675309
2010-11,M0,KRW100,0.087
2010-11,M0,MYR100,31.5423
2010-11,M0,NZD1,0.7587
2010-11,M0,SGD100,75.7141
2010-11,M0,THB100,3.2882
2010-11,M0,XDR1,1.533813
2010-12,M0,EUR1,1.2806
2010-12,M0,GBP1,1.511
2010-12,M0,DKK100,17.1809
2010-12,M0,NOK100,16.1804
2010-12,M0,CZK100,5.0866
2010-12,M0,HUF100,0.4611
2010-12,M0,PLN100,32.0365
2010-12,M0,RUB100,3.1404
2010-12,M0,SEK100,14.1265
2010-12,M0,TRY100,63.62913
2010-12,M0,USD1,0.9683
2010-12,M0,CAD1,0.9603
2010-12,M0,ARS100,24.3252
2010-12,M0,BRL100,57.1
2010-12,M0,MXN100,7.8135
2010-12,M0,ZAR1,0.1416
2010-12,M0,JPY100,1.162957
2010-12,M0,AUD1,0.961909
2010-12,M0,CNY100,14.56965217
2010-12,M0,HKD100,12.454496
2010-12,M0,KRW100,0.0845
2010-12,M0,MYR100,30.9561
2010-12,M0,NZD1,0.7276
2010-12,M0,SGD100,74.0996
2010-12,M0,THB100,3.2149
2010-12,M0,XDR1,1.488638
2011-01,M0,EUR1,1.2779
2011-01,M0,GBP1,1.5079
2011-01,M0,DKK100,17.1448
2011-01,M0,NOK100,16.32
2011-01,M0,CZK100,5.2229
2011-01,M0,HUF100,0.4637
2011-01,M0,PLN100,32.8481
2011-01,M0,RUB100,3.1719
2011-01,M0,SEK100,14.32
2011-01,M0,TRY100,61.13619
2011-01,M0,USD1,0.9569
2011-01,M0,CAD1,0.9625
2011-01,M0,ARS100,24.0143
2011-01,M0,BRL100,57.1048
2011-01,M0,MXN100,7.8871
2011-01,M0,ZAR1,0.1382
2011-01,M0,JPY100,1.15801
2011-01,M0,AUD1,0.952629
2011-01,M0,CNY100,14.50380952
2011-01,M0,HKD100,12.297176
2011-01,M0,KRW100,0.0855
2011-01,M0,MYR100,31.2486
2011-01,M0,NZD1,0.7323
2011-01,M0,SGD100,74.3148
2011-01,M0,THB100,3.1295
2011-01,M0,XDR1,1.478925
2011-02,M0,EUR1,1.2966
2011-02,M0,GBP1,1.5327
2011-02,M0,DKK100,17.3875
2011-02,M0,NOK100,16.5475
2011-02,M0,CZK100,5.3386
2011-02,M0,HUF100,0.478
2011-02,M0,PLN100,33.026
2011-02,M0,RUB100,3.2465
2011-02,M0,SEK100,14.7355
2011-02,M0,TRY100,59.7105
2011-02,M0,USD1,0.9499
2011-02,M0,CAD1,0.9609
2011-02,M0,ARS100,23.6045
2011-02,M0,BRL100,56.84
2011-02,M0,MXN100,7.868
2011-02,M0,ZAR1,0.1318
2011-02,M0,JPY100,1.15001
2011-02,M0,AUD1,0.95726
2011-02,M0,CNY100,14.4454
2011-02,M0,HKD100,12.19403
2011-02,M0,KRW100,0.0849
2011-02,M0,MYR100,31.164
2011-02,M0,NZD1,0.7234
2011-02,M0,SGD100,74.365
2011-02,M0,THB100,3.0916
2011-02,M0,XDR1,1.486284
2011-03,M0,EUR1,1.2879
2011-03,M0,GBP1,1.4864
2011-03,M0,DKK100,17.2688
2011-03,M0,NOK100,16.4362
2011-03,M0,CZK100,5.2752
2011-03,M0,HUF100,0.4751
2011-03,M0,PLN100,32.0913
2011-03,M0,RUB100,3.2352
2011-03,M0,SEK100,14.4887
2011-03,M0,TRY100,58.156087
2011-03,M0,USD1,0.9197
2011-03,M0,CAD1,0.9422
2011-03,M0,ARS100,22.7709
2011-03,M0,BRL100,55.4217
2011-03,M0,MXN100,7.6578
2011-03,M0,ZAR1,0.1327
2011-03,M0,JPY100,1.124593
2011-03,M0,AUD1,0.929451
2011-03,M0,CNY100,13.99473913
2011-03,M0,HKD100,11.8012
2011-03,M0,KRW100,0.0821
2011-03,M0,MYR100,30.2852
2011-03,M0,NZD1,0.6818
2011-03,M0,SGD100,72.5043
2011-03,M0,THB100,3.0277
2011-03,M0,XDR1,1.452123
2011-04,M0,EUR1,1.2978
2011-04,M0,GBP1,1.47
2011-04,M0,DKK100,17.3995
2011-04,M0,NOK100,16.6032
2011-04,M0,CZK100,5.3391
2011-04,M0,HUF100,0.4885
2011-04,M0,PLN100,32.6526
2011-04,M0,RUB100,3.2011
2011-04,M0,SEK100,14.4521
2011-04,M0,TRY100,58.961053
2011-04,M0,USD1,0.8987
2011-04,M0,CAD1,0.9377
2011-04,M0,ARS100,22.0916
2011-04,M0,BRL100,56.5947
2011-04,M0,MXN100,7.6658
2011-04,M0,ZAR1,0.1335
2011-04,M0,JPY100,1.077826
2011-04,M0,AUD1,0.949211
2011-04,M0,CNY100,13.73028571
2011-04,M0,HKD100,11.558616
2011-04,M0,KRW100,0.0828
2011-04,M0,MYR100,29.8195
2011-04,M0,NZD1,0.7073
2011-04,M0,SGD100,71.9763
2011-04,M0,THB100,2.9855
2011-04,M0,XDR1,1.435868
2011-05,M0,EUR1,1.254
2011-05,M0,GBP1,1.4274
2011-05,M0,DKK100,16.8145
2011-05,M0,NOK100,15.9868
2011-05,M0,CZK100,5.1398
2011-05,M0,HUF100,0.4698
2011-05,M0,PLN100,31.8227
2011-05,M0,RUB100,3.1309
2011-05,M0,SEK100,13.9959
2011-05,M0,TRY100,55.449545
2011-05,M0,USD1,0.8735
2011-05,M0,CAD1,0.9031
2011-05,M0,ARS100,21.3732
2011-05,M0,BRL100,54.1364
2011-05,M0,MXN100,7.4955
2011-05,M0,ZAR1,0.1274
2011-05,M0,JPY100,1.075768
2011-05,M0,AUD1,0.933327
2011-05,M0,CNY100,13.44004545
2011-05,M0,HKD100,11.234777
2011-05,M0,KRW100,0.0806
2011-05,M0,MYR100,28.9705
2011-05,M0,NZD1,0.6957
2011-05,M0,SGD100,70.5436
2011-05,M0,THB100,2.8873
2011-05,M0,XDR1,1.396472
2011-06,M0,EUR1,1.2093
2011-06,M0,GBP1,1.3617
2011-06,M0,DKK100,16.2105
2011-06,M0,NOK100,15.4238
2011-06,M0,CZK100,4.9792
2011-06,M0,HUF100,0.4531
2011-06,M0,PLN100,30.445
2011-06,M0,RUB100,3.0015
2011-06,M0,SEK100,13.259
2011-06,M0,TRY100,52.3685
2011-06,M0,USD1,0.8403
2011-06,M0,CAD1,0.8596
2011-06,M0,ARS100,20.5005
2011-06,M0,BRL100,52.93
2011-06,M0,MXN100,7.113
2011-06,M0,ZAR1,0.1236
2011-06,M0,JPY100,1.044214
2011-06,M0,AUD1,0.890562
2011-06,M0,CNY100,12.97322727
2011-06,M0,HKD100,10.79167
2011-06,M0,KRW100,0.0778
2011-06,M0,MYR100,27.732
2011-06,M0,NZD1,0.6844
2011-06,M0,SGD100,68.054
2011-06,M0,THB100,2.7503
2011-06,M0,XDR1,1.345907
2011-07,M0,EUR1,1.1778
2011-07,M0,GBP1,1.3289
2011-07,M0,DKK100,15.7929
2011-07,M0,NOK100,15.1238
2011-07,M0,CZK100,4.8369
2011-07,M0,HUF100,0.44
2011-07,M0,PLN100,29.4919
2011-07,M0,RUB100,2.9519
2011-07,M0,SEK100,12.8914
2011-07,M0,TRY100,49.738095
2011-07,M0,USD1,0.8244
2011-07,M0,CAD1,0.8618
2011-07,M0,ARS100,19.9624
2011-07,M0,BRL100,52.719
2011-07,M0,MXN100,7.0648
2011-07,M0,ZAR1,0.1213
2011-07,M0,JPY100,1.03811
2011-07,M0,AUD1,0.887229
2011-07,M0,CNY100,12.73147619
2011-07,M0,HKD100,10.583038
2011-07,M0,KRW100,0.0779
2011-07,M0,MYR100,27.5205
2011-07,M0,NZD1,0.6963
2011-07,M0,SGD100,67.7238
2011-07,M0,THB100,2.7362
2011-07,M0,XDR1,1.314909
2011-08,M0,EUR1,1.1205
2011-08,M0,GBP1,1.2787
2011-08,M0,DKK100,15.053
2011-08,M0,NOK100,14.38
2011-08,M0,CZK100,4.616
2011-08,M0,HUF100,0.4112
2011-08,M0,PLN100,27.1709
2011-08,M0,RUB100,2.7077
2011-08,M0,SEK100,12.2274
2011-08,M0,TRY100,44.455455
2011-08,M0,USD1,0.7812
2011-08,M0,CAD1,0.7968
2011-08,M0,ARS100,18.7259
2011-08,M0,BRL100,48.8727
2011-08,M0,MXN100,6.3727
2011-08,M0,ZAR1,0.1104
2011-08,M0,JPY100,1.013617
2011-08,M0,AUD1,0.821178
2011-08,M0,CNY100,12.18004348
2011-08,M0,HKD100,10.012718
2011-08,M0,KRW100,0.0726
2011-08,M0,MYR100,26.1359
2011-08,M0,NZD1,0.6531
2011-08,M0,SGD100,64.5873
2011-08,M0,THB100,2.6103
2011-08,M0,XDR1,1.253904
2011-09,M0,EUR1,1.201
2011-09,M0,GBP1,1.3768
2011-09,M0,DKK100,16.1305
2011-09,M0,NOK100,15.5459
2011-09,M0,CZK100,4.8921
2011-09,M0,HUF100,0.4221
2011-09,M0,PLN100,27.7077
2011-09,M0,RUB100,2.8409
2011-09,M0,SEK100,13.1473
2011-09,M0,TRY100,48.546818
2011-09,M0,USD1,0.8723
2011-09,M0,CAD1,0.8711
2011-09,M0,ARS100,20.7445
2011-09,M0,BRL100,50.2136
2011-09,M0,MXN100,6.6973
2011-09,M0,ZAR1,0.1157
2011-09,M0,JPY100,1.13615
2011-09,M0,AUD1,0.892786
2011-09,M0,CNY100,13.67454545
2011-09,M0,HKD100,11.191655
2011-09,M0,KRW100,0.0776
2011-09,M0,MYR100,28.3127
2011-09,M0,NZD1,0.7093
2011-09,M0,SGD100,69.7568
2011-09,M0,THB100,2.8655
2011-09,M0,XDR1,1.381829
2011-10,M0,EUR1,1.2298
2011-10,M0,GBP1,1.4125
2011-10,M0,DKK100,16.519
2011-10,M0,NOK100,15.861
2011-10,M0,CZK100,4.954
2011-10,M0,HUF100,0.4145
2011-10,M0,PLN100,28.2424
2011-10,M0,RUB100,2.87
2011-10,M0,SEK100,13.4905
2011-10,M0,TRY100,49.040476
2011-10,M0,USD1,0.8975
2011-10,M0,CAD1,0.8787
2011-10,M0,ARS100,21.2586
2011-10,M0,BRL100,50.4905
2011-10,M0,MXN100,6.6795
2011-10,M0,ZAR1,0.1127
2011-10,M0,JPY100,1.170771
2011-10,M0,AUD1,0.908629
2011-10,M0,CNY100,14.0776
2011-10,M0,HKD100,11.538319
2011-10,M0,KRW100,0.0779
2011-10,M0,MYR100,28.601
2011-10,M0,NZD1,0.7082
2011-10,M0,SGD100,70.2562
2011-10,M0,THB100,2.9057
2011-10,M0,XDR1,1.409924
2011-11,M0,EUR1,1.2315
2011-11,M0,GBP1,1.4347
2011-11,M0,DKK100,16.55
2011-11,M0,NOK100,15.8136
2011-11,M0,CZK100,4.837
2011-11,M0,HUF100,0.3978
2011-11,M0,PLN100,27.7877
2011-11,M0,RUB100,2.9436
2011-11,M0,SEK100,13.4741
2011-11,M0,TRY100,50.085455
2011-11,M0,USD1,0.9082
2011-11,M0,CAD1,0.885
2011-11,M0,ARS100,21.3164
2011-11,M0,BRL100,50.8182
2011-11,M0,MXN100,6.6336
2011-11,M0,ZAR1,0.1113
2011-11,M0,JPY100,1.172214
2011-11,M0,AUD1,0.916464
2011-11,M0,CNY100,14.31804545
2011-11,M0,HKD100,11.669541
2011-11,M0,KRW100,0.08
2011-11,M0,MYR100,28.7755
2011-11,M0,NZD1,0.6997
2011-11,M0,SGD100,70.4232
2011-11,M0,THB100,2.9326
2011-11,M0,XDR1,1.419845
2011-12,M0,EUR1,1.2276
2011-12,M0,GBP1,1.4538
2011-12,M0,DKK100,16.5109
2011-12,M0,NOK100,15.8318
2011-12,M0,CZK100,4.8108
2011-12,M0,HUF100,0.4033
2011-12,M0,PLN100,27.4273
2011-12,M0,RUB100,2.9586
2011-12,M0,SEK100,13.6068
2011-12,M0,TRY100,49.795455
2011-12,M0,USD1,0.9316
2011-12,M0,CAD1,0.9106
2011-12,M0,ARS100,21.7277
2011-12,M0,BRL100,50.6455
2011-12,M0,MXN100,6.775
2011-12,M0,ZAR1,0.1138
2011-12,M0,JPY100,1.197045
2011-12,M0,AUD1,0.943509
2011-12,M0,CNY100,14.74781818
2011-12,M0,HKD100,11.976491
2011-12,M0,KRW100,0.0811
2011-12,M0,MYR100,29.4782
2011-12,M0,NZD1,0.7178
2011-12,M0,SGD100,71.9041
2011-12,M0,THB100,2.9864
2011-12,M0,XDR1,1.440301
2012-01,M0,EUR1,1.2111
2012-01,M0,GBP1,1.4549
2012-01,M0,DKK100,16.2882
2012-01,M0,NOK100,15.7677
2012-01,M0,CZK100,4.7449
2012-01,M0,HUF100,0.3944
2012-01,M0,PLN100,27.6691
2012-01,M0,RUB100,2.9918
2012-01,M0,SEK100,13.6855
2012-01,M0,TRY100,50.882727
2012-01,M0,USD1,0.9378
2012-01,M0,CAD1,0.9255
2012-01,M0,ARS100,21.7086
2012-01,M0,BRL100,52.25
2012-01,M0,MXN100,6.9891
2012-01,M0,ZAR1,0.1169
2012-01,M0,JPY100,1.218968
2012-01,M0,AUD1,0.975509
2012-01,M0,CNY100,14.85563636
2012-01,M0,HKD100,12.078064
2012-01,M0,KRW100,0.082
2012-01,M0,MYR100,30.1286
2012-01,M0,NZD1,0.7502
2012-01,M0,SGD100,73.2695
2012-01,M0,THB100,2.9715
2012-01,M0,XDR1,1.439571
2012-02,M0,EUR1,1.2072
2012-02,M0,GBP1,1.4416
2012-02,M0,DKK100,16.2386
2012-02,M0,NOK100,15.9667
2012-02,M0,CZK100,4.8216
2012-02,M0,HUF100,0.4156
2012-02,M0,PLN100,28.8562
2012-02,M0,RUB100,3.0595
2012-02,M0,SEK100,13.6833
2012-02,M0,TRY100,51.887143
2012-02,M0,USD1,0.9119
2012-02,M0,CAD1,0.9146
2012-02,M0,ARS100,20.9843
2012-02,M0,BRL100,53.0381
2012-02,M0,MXN100,7.1414
2012-02,M0,ZAR1,0.1191
2012-02,M0,JPY100,1.162829
2012-02,M0,AUD1,0.978843
2012-02,M0,CNY100,14.47509524
2012-02,M0,HKD100,11.7613
2012-02,M0,KRW100,0.0812
2012-02,M0,MYR100,30.1738
2012-02,M0,NZD1,0.7614
2012-02,M0,SGD100,72.7438
2012-02,M0,THB100,2.9688
2012-02,M0,XDR1,1.413674
2012-03,M0,EUR1,1.2063
2012-03,M0,GBP1,1.4448
2012-03,M0,DKK100,16.2218
2012-03,M0,NOK100,16.02
2012-03,M0,CZK100,4.8862
2012-03,M0,HUF100,0.413
2012-03,M0,PLN100,29.1541
2012-03,M0,RUB100,3.1109
2012-03,M0,SEK100,13.5723
2012-03,M0,TRY100,51.028182
2012-03,M0,USD1,0.9133
2012-03,M0,CAD1,0.9189
2012-03,M0,ARS100,20.9691
2012-03,M0,BRL100,51.0273
2012-03,M0,MXN100,7.1677
2012-03,M0,ZAR1,0.1201
2012-03,M0,JPY100,1.107805
2012-03,M0,AUD1,0.962132
2012-03,M0,CNY100,14.473
2012-03,M0,HKD100,11.765155
2012-03,M0,KRW100,0.081
2012-03,M0,MYR100,29.9705
2012-03,M0,NZD1,0.749
2012-03,M0,SGD100,72.5214
2012-03,M0,THB100,2.9725
2012-03,M0,XDR1,1.40752
2012-04,M0,EUR1,1.2022
2012-04,M0,GBP1,1.4621
2012-04,M0,DKK100,16.159
2012-04,M0,NOK100,15.88
2012-04,M0,CZK100,4.8486
2012-04,M0,HUF100,0.4073
2012-04,M0,PLN100,28.7852
2012-04,M0,RUB100,3.0971
2012-04,M0,SEK100,13.5681
2012-04,M0,TRY100,51.081905
2012-04,M0,USD1,0.9136
2012-04,M0,CAD1,0.9198
2012-04,M0,ARS100,20.7833
2012-04,M0,BRL100,49.3476
2012-04,M0,MXN100,7.0024
2012-04,M0,ZAR1,0.1166
2012-04,M0,JPY100,1.122933
2012-04,M0,AUD1,0.944724
2012-04,M0,CNY100,14.50095238
2012-04,M0,HKD100,11.768938
2012-04,M0,KRW100,0.0804
2012-04,M0,MYR100,29.8362
2012-04,M0,NZD1,0.747
2012-04,M0,SGD100,72.9876
2012-04,M0,THB100,2.9576
2012-04,M0,XDR1,1.409096
2012-05,M0,EUR1,1.2012
2012-05,M0,GBP1,1.4929
2012-05,M0,DKK100,16.1583
2012-05,M0,NOK100,15.8643
2012-05,M0,CZK100,4.7501
2012-05,M0,HUF100,0.4097
2012-05,M0,PLN100,28.0148
2012-05,M0,RUB100,3.0409
2012-05,M0,SEK100,13.3557
2012-05,M0,TRY100,51.865217
2012-05,M0,USD1,0.9377
2012-05,M0,CAD1,0.9291
2012-05,M0,ARS100,21.0761
2012-05,M0,BRL100,47.3652
2012-05,M0,MXN100,6.8943
2012-05,M0,ZAR1,0.1151
2012-05,M0,JPY100,1.175839
2012-05,M0,AUD1,0.935683
2012-05,M0,CNY100,14.89626087
2012-05,M0,HKD100,12.078139
2012-05,M0,KRW100,0.081
2012-05,M0,MYR100,30.2352
2012-05,M0,NZD1,0.7263
2012-05,M0,SGD100,74.3122
2012-05,M0,THB100,2.9937
2012-05,M0,XDR1,1.435768
2012-06,M0,EUR1,1.201
2012-06,M0,GBP1,1.4891
2012-06,M0,DKK100,16.1595
2012-06,M0,NOK100,15.9214
2012-06,M0,CZK100,4.6852
2012-06,M0,HUF100,0.4091
2012-06,M0,PLN100,27.9157
2012-06,M0,RUB100,2.9138
2012-06,M0,SEK100,13.5276
2012-06,M0,TRY100,52.552857
2012-06,M0,USD1,0.9584
2012-06,M0,CAD1,0.9321
2012-06,M0,ARS100,21.3214
2012-06,M0,BRL100,46.7
2012-06,M0,MXN100,6.8795
2012-06,M0,ZAR1,0.1141
2012-06,M0,JPY100,1.209352
2012-06,M0,AUD1,0.955871
2012-06,M0,CNY100,15.16261905
2012-06,M0,HKD100,12.351681
2012-06,M0,KRW100,0.0823
2012-06,M0,MYR100,30.1181
2012-06,M0,NZD1,0.747
2012-06,M0,SGD100,74.9405
2012-06,M0,THB100,3.0266
2012-06,M0,XDR1,1.452252
2012-07,M0,EUR1,1.201
2012-07,M0,GBP1,1.5219
