Date,D0,D1,Value
2007-06,M0,THB100,3.6052
2007-06,M0,XDR1,1.864387
2007-07,M0,EUR1,1.6567
2007-07,M0,GBP1,2.4562
2007-07,M0,DKK100,22.2614
2007-07,M0,NOK100,20.8723
2007-07,M0,CZK100,5.8381
2007-07,M0,HUF100,0.6708
2007-07,M0,PLN100,43.9486
2007-07,M0,RUB100,4.7282
2007-07,M0,SEK100,18.0377
2007-07,M0,TRY100,94.212273
2007-07,M0,USD1,1.2076
2007-07,M0,CAD1,1.1495
2007-07,M0,ARS100,38.765
2007-07,M0,BRL100,64.0364
2007-07,M0,MXN100,11.1718
2007-07,M0,ZAR1,0.173
2007-07,M0,JPY100,0.99335
2007-07,M0,AUD1,1.047714
2007-07,M0,CNY100,15.93677273
2007-07,M0,HKD100,15.443782
2007-07,M0,KRW100,0.1315
2007-07,M0,MYR100,35.085
2007-07,M0,NZD1,0.949
2007-07,M0,SGD100,79.6473
2007-07,M0,THB100,3.6129
2007-07,M0,XDR1,1.847695
2007-08,M0,EUR1,1.6377
2007-08,M0,GBP1,2.4154
2007-08,M0,DKK100,21.9991
2007-08,M0,NOK100,20.525
2007-08,M0,CZK100,5.8757
2007-08,M0,HUF100,0.6413
2007-08,M0,PLN100,42.9509
2007-08,M0,RUB100,4.6927
2007-08,M0,SEK100,17.56
2007-08,M0,TRY100,91.363182
2007-08,M0,USD1,1.2027
2007-08,M0,CAD1,1.135
2007-08,M0,ARS100,38.0982
2007-08,M0,BRL100,61.1364
2007-08,M0,MXN100,10.8755
2007-08,M0,ZAR1,0.1662
2007-08,M0,JPY100,1.030595
2007-08,M0,AUD1,0.9958
2007-08,M0,CNY100,15.88152174
2007-08,M0,HKD100,15.388341
2007-08,M0,KRW100,0.1286
2007-08,M0,MYR100,34.5091
2007-08,M0,NZD1,0.8706
2007-08,M0,SGD100,78.9582
2007-08,M0,THB100,3.5771
2007-08,M0,XDR1,1.839822
2007-09,M0,EUR1,1.6475
2007-09,M0,GBP1,2.3924
2007-09,M0,DKK100,22.1065
2007-09,M0,NOK100,21.032
2007-09,M0,CZK100,5.971
2007-09,M0,HUF100,0.65
2007-09,M0,PLN100,43.4655
2007-09,M0,RUB100,4.6825
2007-09,M0,SEK100,17.731
2007-09,M0,TRY100,93.772
2007-09,M0,USD1,1.1861
2007-09,M0,CAD1,1.1534
2007-09,M0,ARS100,37.64
2007-09,M0,BRL100,62.14
2007-09,M0,MXN100,10.745
2007-09,M0,ZAR1,0.1664
2007-09,M0,JPY100,1.030855
2007-09,M0,AUD1,1.002245
2007-09,M0,CNY100,15.7549
2007-09,M0,HKD100,15.238095
2007-09,M0,KRW100,0.1276
2007-09,M0,MYR100,34.127
2007-09,M0,NZD1,0.851
2007-09,M0,SGD100,78.4135
2007-09,M0,THB100,3.4921
2007-09,M0,XDR1,1.829843
2007-10,M0,EUR1,1.6704
2007-10,M0,GBP1,2.3991
2007-10,M0,DKK100,22.4065
2007-10,M0,NOK100,21.7113
2007-10,M0,CZK100,6.1034
2007-10,M0,HUF100,0.6654
2007-10,M0,PLN100,45.0474
2007-10,M0,RUB100,4.717
2007-10,M0,SEK100,18.1996
2007-10,M0,TRY100,97.673913
2007-10,M0,USD1,1.1742
2007-10,M0,CAD1,1.2014
2007-10,M0,ARS100,37.1226
2007-10,M0,BRL100,65.1174
2007-10,M0,MXN100,10.8387
2007-10,M0,ZAR1,0.1732
2007-10,M0,JPY100,1.01333
2007-10,M0,AUD1,1.054957
2007-10,M0,CNY100,15.65804348
2007-10,M0,HKD100,15.141039
2007-10,M0,KRW100,0.1283
2007-10,M0,MYR100,34.7587
2007-10,M0,NZD1,0.8913
2007-10,M0,SGD100,80.0817
2007-10,M0,THB100,3.4949
2007-10,M0,XDR1,1.830444
2007-11,M0,EUR1,1.6485
2007-11,M0,GBP1,2.3281
2007-11,M0,DKK100,22.11
2007-11,M0,NOK100,20.7727
2007-11,M0,CZK100,6.1629
2007-11,M0,HUF100,0.6478
2007-11,M0,PLN100,45.0841
2007-11,M0,RUB100,4.5895
2007-11,M0,SEK100,17.7445
2007-11,M0,TRY100,94.346818
2007-11,M0,USD1,1.1234
2007-11,M0,CAD1,1.1679
2007-11,M0,ARS100,35.7873
2007-11,M0,BRL100,63.5045
2007-11,M0,MXN100,10.3309
2007-11,M0,ZAR1,0.1675
2007-11,M0,JPY100,1.011255
2007-11,M0,AUD1,1.01
2007-11,M0,CNY100,15.13240909
2007-11,M0,HKD100,14.441727
2007-11,M0,KRW100,0.1223
2007-11,M0,MYR100,33.4545
2007-11,M0,NZD1,0.8587
2007-11,M0,SGD100,77.6323
2007-11,M0,THB100,3.325
2007-11,M0,XDR1,1.785061
2007-12,M0,EUR1,1.6586
2007-12,M0,GBP1,2.302
2007-12,M0,DKK100,22.23
2007-12,M0,NOK100,20.6826
2007-12,M0,CZK100,6.3038
2007-12,M0,HUF100,0.6548
2007-12,M0,PLN100,46.0311
2007-12,M0,RUB100,4.6342
2007-12,M0,SEK100,17.5837
2007-12,M0,TRY100,96.405789
2007-12,M0,USD1,1.1391
2007-12,M0,CAD1,1.1351
2007-12,M0,ARS100,36.2453
2007-12,M0,BRL100,63.7632
2007-12,M0,MXN100,10.4921
2007-12,M0,ZAR1,0.1665
2007-12,M0,JPY100,1.015426
2007-12,M0,AUD1,0.993826
2007-12,M0,CNY100,15.48614286
2007-12,M0,HKD100,14.606605
2007-12,M0,KRW100,0.1223
2007-12,M0,MYR100,34.1584
2007-12,M0,NZD1,0.8761
2007-12,M0,SGD100,78.5832
2007-12,M0,THB100,3.4375
2007-12,M0,XDR1,1.79472
2008-01,M0,EUR1,1.6189
2008-01,M0,GBP1,2.1669
2008-01,M0,DKK100,21.7243
2008-01,M0,NOK100,20.341
2008-01,M0,CZK100,6.2134
2008-01,M0,HUF100,0.6319
2008-01,M0,PLN100,44.8229
2008-01,M0,RUB100,4.4952
2008-01,M0,SEK100,17.1571
2008-01,M0,TRY100,93.451905
2008-01,M0,USD1,1.1008
2008-01,M0,CAD1,1.0885
2008-01,M0,ARS100,34.9657
2008-01,M0,BRL100,62.0667
2008-01,M0,MXN100,10.081
2008-01,M0,ZAR1,0.1571
2008-01,M0,JPY100,1.022262
2008-01,M0,AUD1,0.970262
2008-01,M0,CNY100,15.23434783
2008-01,M0,HKD100,14.1043
2008-01,M0,KRW100,0.1167
2008-01,M0,MYR100,33.6957
2008-01,M0,NZD1,0.8497
2008-01,M0,SGD100,76.9195
2008-01,M0,THB100,3.3457
2008-01,M0,XDR1,1.742482
2008-02,M0,EUR1,1.6087
2008-02,M0,GBP1,2.1416
2008-02,M0,DKK100,21.5776
2008-02,M0,NOK100,20.2262
2008-02,M0,CZK100,6.3307
2008-02,M0,HUF100,0.6134
2008-02,M0,PLN100,44.9467
2008-02,M0,RUB100,4.4495
2008-02,M0,SEK100,17.1729
2008-02,M0,TRY100,91.18
2008-02,M0,USD1,1.0908
2008-02,M0,CAD1,1.0904
2008-02,M0,ARS100,34.4967
2008-02,M0,BRL100,62.8857
2008-02,M0,MXN100,10.1229
2008-02,M0,ZAR1,0.1425
2008-02,M0,JPY100,1.017805
2008-02,M0,AUD1,0.99591
2008-02,M0,CNY100,15.22314286
2008-02,M0,HKD100,13.988171
2008-02,M0,KRW100,0.1155
2008-02,M0,MYR100,33.8219
2008-02,M0,NZD1,0.8691
2008-02,M0,SGD100,77.2624
2008-02,M0,THB100,3.3673
2008-02,M0,XDR1,1.729423
2008-03,M0,EUR1,1.5711
2008-03,M0,GBP1,2.0274
2008-03,M0,DKK100,21.0668
2008-03,M0,NOK100,19.7211
2008-03,M0,CZK100,6.2305
2008-03,M0,HUF100,0.6029
2008-03,M0,PLN100,44.3658
2008-03,M0,RUB100,4.2647
2008-03,M0,SEK100,16.6984
2008-03,M0,TRY100,81.32
2008-03,M0,USD1,1.012
2008-03,M0,CAD1,1.0141
2008-03,M0,ARS100,32.0368
2008-03,M0,BRL100,59.3737
2008-03,M0,MXN100,9.4147
2008-03,M0,ZAR1,0.1266
2008-03,M0,JPY100,1.003858
2008-03,M0,AUD1,0.936889
2008-03,M0,CNY100,14.30610526
2008-03,M0,HKD100,13.003368
2008-03,M0,KRW100,0.1033
2008-03,M0,MYR100,31.7679
2008-03,M0,NZD1,0.8115
2008-03,M0,SGD100,73.0405
2008-03,M0,THB100,3.2151
2008-03,M0,XDR1,1.651196
2008-04,M0,EUR1,1.5954
2008-04,M0,GBP1,2.0034
2008-04,M0,DKK100,21.3786
2008-04,M0,NOK100,20.0241
2008-04,M0,CZK100,6.3571
2008-04,M0,HUF100,0.6282
2008-04,M0,PLN100,46.2886
2008-04,M0,RUB100,4.3045
2008-04,M0,SEK100,17.0127
2008-04,M0,TRY100,77.686818
2008-04,M0,USD1,1.0125
2008-04,M0,CAD1,0.9986
2008-04,M0,ARS100,31.9318
2008-04,M0,BRL100,59.8636
2008-04,M0,MXN100,9.6245
2008-04,M0,ZAR1,0.13
2008-04,M0,JPY100,0.987359
2008-04,M0,AUD1,0.941736
2008-04,M0,CNY100,14.46690909
2008-04,M0,HKD100,12.993914
2008-04,M0,KRW100,0.1026
2008-04,M0,MYR100,31.9973
2008-04,M0,NZD1,0.7991
2008-04,M0,SGD100,74.19
2008-04,M0,THB100,3.2032
2008-04,M0,XDR1,1.657801
2008-05,M0,EUR1,1.6245
2008-05,M0,GBP1,2.0503
2008-05,M0,DKK100,21.7695
2008-05,M0,NOK100,20.618
2008-05,M0,CZK100,6.4621
2008-05,M0,HUF100,0.6556
2008-05,M0,PLN100,47.6705
2008-05,M0,RUB100,4.3985
2008-05,M0,SEK100,17.4295
2008-05,M0,TRY100,83.5885
2008-05,M0,USD1,1.0435
2008-05,M0,CAD1,1.0439
2008-05,M0,ARS100,33.066
2008-05,M0,BRL100,62.87
2008-05,M0,MXN100,9.996
2008-05,M0,ZAR1,0.1368
2008-05,M0,JPY100,1.00075
2008-05,M0,AUD1,0.991055
2008-05,M0,CNY100,14.97035
2008-05,M0,HKD100,13.37797
2008-05,M0,KRW100,0.1006
2008-05,M0,MYR100,32.4055
2008-05,M0,NZD1,0.8114
2008-05,M0,SGD100,76.324
2008-05,M0,THB100,3.2496
2008-05,M0,XDR1,1.696212
2008-06,M0,EUR1,1.6138
2008-06,M0,GBP1,2.0369
2008-06,M0,DKK100,21.6324
2008-06,M0,NOK100,20.1871
2008-06,M0,CZK100,6.6278
2008-06,M0,HUF100,0.6651
2008-06,M0,PLN100,47.7824
2008-06,M0,RUB100,4.3886
2008-06,M0,SEK100,17.2143
2008-06,M0,TRY100,83.894286
2008-06,M0,USD1,1.0373
2008-06,M0,CAD1,1.0211
2008-06,M0,ARS100,33.9881
2008-06,M0,BRL100,63.9952
2008-06,M0,MXN100,10.04
2008-06,M0,ZAR1,0.1307
2008-06,M0,JPY100,0.970867
2008-06,M0,AUD1,0.98711
2008-06,M0,CNY100,15.03685714
2008-06,M0,HKD100,13.285667
2008-06,M0,KRW100,0.1005
2008-06,M0,MYR100,31.8124
2008-06,M0,NZD1,0.7903
2008-06,M0,SGD100,75.7886
2008-06,M0,THB100,3.1223
2008-06,M0,XDR1,1.680753
2008-07,M0,EUR1,1.6186
2008-07,M0,GBP1,2.0397
2008-07,M0,DKK100,21.6948
2008-07,M0,NOK100,20.1022
2008-07,M0,CZK100,6.8688
2008-07,M0,HUF100,0.6974
2008-07,M0,PLN100,49.6043
2008-07,M0,RUB100,4.3939
2008-07,M0,SEK100,17.1035
2008-07,M0,TRY100,84.445652
2008-07,M0,USD1,1.0261
2008-07,M0,CAD1,1.0126
2008-07,M0,ARS100,33.92
2008-07,M0,BRL100,64.3478
2008-07,M0,MXN100,10.0391
2008-07,M0,ZAR1,0.1342
2008-07,M0,JPY100,0.961087
2008-07,M0,AUD1,0.987717
2008-07,M0,CNY100,15.00795652
2008-07,M0,HKD100,13.1544
2008-07,M0,KRW100,0.1008
2008-07,M0,MYR100,31.5596
2008-07,M0,NZD1,0.7742
2008-07,M0,SGD100,75.4709
2008-07,M0,THB100,3.0619
2008-07,M0,XDR1,1.673808
2008-08,M0,EUR1,1.6204
2008-08,M0,GBP1,2.0434
2008-08,M0,DKK100,21.721
2008-08,M0,NOK100,20.3135
2008-08,M0,CZK100,6.6645
2008-08,M0,HUF100,0.6856
2008-08,M0,PLN100,49.1795
2008-08,M0,RUB100,4.4735
2008-08,M0,SEK100,17.2455
2008-08,M0,TRY100,91.7445
2008-08,M0,USD1,1.0839
2008-08,M0,CAD1,1.0285
2008-08,M0,ARS100,35.694
2008-08,M0,BRL100,67.235
2008-08,M0,MXN100,10.721
2008-08,M0,ZAR1,0.1411
2008-08,M0,JPY100,0.99102
2008-08,M0,AUD1,0.953985
2008-08,M0,CNY100,15.8147
2008-08,M0,HKD100,13.8793
2008-08,M0,KRW100,0.1034
2008-08,M0,MYR100,32.505
2008-08,M0,NZD1,0.7669
2008-08,M0,SGD100,77.087
2008-08,M0,THB100,3.1984
2008-08,M0,XDR1,1.717719
2008-09,M0,EUR1,1.5945
2008-09,M0,GBP1,1.9954
2008-09,M0,DKK100,21.3745
2008-09,M0,NOK100,19.5655
2008-09,M0,CZK100,6.5093
2008-09,M0,HUF100,0.6622
2008-09,M0,PLN100,47.2805
2008-09,M0,RUB100,4.3855
2008-09,M0,SEK100,16.6677
2008-09,M0,TRY100,89.271364
2008-09,M0,USD1,1.1097
2008-09,M0,CAD1,1.0484
2008-09,M0,ARS100,36.0118
2008-09,M0,BRL100,62.3
2008-09,M0,MXN100,10.4459
2008-09,M0,ZAR1,0.1377
2008-09,M0,JPY100,1.040627
2008-09,M0,AUD1,0.908705
2008-09,M0,CNY100,16.22959091
2008-09,M0,HKD100,14.246327
2008-09,M0,KRW100,0.0978
2008-09,M0,MYR100,32.23
2008-09,M0,NZD1,0.7484
2008-09,M0,SGD100,77.5641
2008-09,M0,THB100,3.2336
2008-09,M0,XDR1,1.727551
2008-10,M0,EUR1,1.5202
2008-10,M0,GBP1,1.9298
2008-10,M0,DKK100,20.3891
2008-10,M0,NOK100,17.6883
2008-10,M0,CZK100,6.1281
2008-10,M0,HUF100,0.5862
2008-10,M0,PLN100,42.6135
2008-10,M0,RUB100,4.32
2008-10,M0,SEK100,15.4452
2008-10,M0,TRY100,77.979565
2008-10,M0,USD1,1.1421
2008-10,M0,CAD1,0.9735
2008-10,M0,ARS100,35.3257
2008-10,M0,BRL100,52.6913
2008-10,M0,MXN100,9.0826
2008-10,M0,ZAR1,0.118
2008-10,M0,JPY100,1.142743
2008-10,M0,AUD1,0.787057
2008-10,M0,CNY100,16.70752174
2008-10,M0,HKD100,14.717509
2008-10,M0,KRW100,0.0865
2008-10,M0,MYR100,32.4213
2008-10,M0,NZD1,0.6948
2008-10,M0,SGD100,77.3091
2008-10,M0,THB100,3.3131
2008-10,M0,XDR1,1.728233
2008-11,M0,EUR1,1.5152
2008-11,M0,GBP1,1.8251
2008-11,M0,DKK100,20.339
2008-11,M0,NOK100,17.1625
2008-11,M0,CZK100,6.018
2008-11,M0,HUF100,0.5711
2008-11,M0,PLN100,40.649
2008-11,M0,RUB100,4.3525
2008-11,M0,SEK100,14.956
2008-11,M0,TRY100,74.5485
2008-11,M0,USD1,1.1894
2008-11,M0,CAD1,0.977
2008-11,M0,ARS100,35.7195
2008-11,M0,BRL100,52.635
2008-11,M0,MXN100,9.057
2008-11,M0,ZAR1,0.1173
2008-11,M0,JPY100,1.22785
2008-11,M0,AUD1,0.7801
2008-11,M0,CNY100,17.4164
2008-11,M0,HKD100,15.344555
2008-11,M0,KRW100,0.085
2008-11,M0,MYR100,33.128
2008-11,M0,NZD1,0.6713
2008-11,M0,SGD100,78.8785
2008-11,M0,THB100,3.3882
2008-11,M0,XDR1,1.761863
2008-12,M0,EUR1,1.5397
2008-12,M0,GBP1,1.7075
2008-12,M0,DKK100,20.6619
2008-12,M0,NOK100,16.3381
2008-12,M0,CZK100,5.8934
2008-12,M0,HUF100,0.5823
2008-12,M0,PLN100,38.4257
2008-12,M0,RUB100,4.0743
2008-12,M0,SEK100,14.2871
2008-12,M0,TRY100,73.71619
2008-12,M0,USD1,1.1463
2008-12,M0,CAD1,0.926
2008-12,M0,ARS100,33.4605
2008-12,M0,BRL100,47.7095
2008-12,M0,MXN100,8.5162
2008-12,M0,ZAR1,0.1146
2008-12,M0,JPY100,1.257024
2008-12,M0,AUD1,0.765857
2008-12,M0,CNY100,16.71780952
2008-12,M0,HKD100,14.789752
2008-12,M0,KRW100,0.0838
2008-12,M0,MYR100,32.2119
2008-12,M0,NZD1,0.6383
2008-12,M0,SGD100,77.3367
2008-12,M0,THB100,3.2649
2008-12,M0,XDR1,1.740882
2009-01,M0,EUR1,1.494
2009-01,M0,GBP1,1.6274
2009-01,M0,DKK100,20.046
2009-01,M0,NOK100,16.2165
2009-01,M0,CZK100,5.4944
2009-01,M0,HUF100,0.5341
2009-01,M0,PLN100,35.427
2009-01,M0,RUB100,3.5405
2009-01,M0,SEK100,13.935
2009-01,M0,TRY100,70.3015
2009-01,M0,USD1,1.1287
2009-01,M0,CAD1,0.9213
2009-01,M0,ARS100,32.5585
2009-01,M0,BRL100,48.88
2009-01,M0,MXN100,8.137
2009-01,M0,ZAR1,0.1134
2009-01,M0,JPY100,1.25024
2009-01,M0,AUD1,0.76158
2009-01,M0,CNY100,16.50775
2009-01,M0,HKD100,14.54986
2009-01,M0,KRW100,0.0829
2009-01,M0,MYR100,31.52
2009-01,M0,NZD1,0.6193
2009-01,M0,SGD100,75.583
2009-01,M0,THB100,3.2297
2009-01,M0,XDR1,1.704066
2009-02,M0,EUR1,1.4905
2009-02,M0,GBP1,1.678
2009-02,M0,DKK100,19.999
2009-02,M0,NOK100,16.9325
2009-02,M0,CZK100,5.2273
2009-02,M0,HUF100,0.4992
2009-02,M0,PLN100,32.0325
2009-02,M0,RUB100,3.254
2009-02,M0,SEK100,13.6705
2009-02,M0,TRY100,70.0095
2009-02,M0,USD1,1.1651
2009-02,M0,CAD1,0.9358
2009-02,M0,ARS100,33.1715
2009-02,M0,BRL100,50.245
2009-02,M0,MXN100,7.9855
2009-02,M0,ZAR1,0.1162
2009-02,M0,JPY100,1.261925
2009-02,M0,AUD1,0.755185
2009-02,M0,CNY100,17.0445
2009-02,M0,HKD100,15.026115
2009-02,M0,KRW100,0.081
2009-02,M0,MYR100,32.0425
2009-02,M0,NZD1,0.5991
2009-02,M0,SGD100,76.728
2009-02,M0,THB100,3.2966
2009-02,M0,XDR1,1.73157
2009-03,M0,EUR1,1.5068
2009-03,M0,GBP1,1.639
2009-03,M0,DKK100,20.2195
2009-03,M0,NOK100,17.0423
2009-03,M0,CZK100,5.5266
2009-03,M0,HUF100,0.4949
2009-03,M0,PLN100,32.5845
2009-03,M0,RUB100,3.3355
2009-03,M0,SEK100,13.4805
2009-03,M0,TRY100,67.406364
2009-03,M0,USD1,1.1553
2009-03,M0,CAD1,0.9141
2009-03,M0,ARS100,31.6205
2009-03,M0,BRL100,49.8727
2009-03,M0,MXN100,7.8595
2009-03,M0,ZAR1,0.1157
2009-03,M0,JPY100,1.182268
2009-03,M0,AUD1,0.767809
2009-03,M0,CNY100,16.89936364
2009-03,M0,HKD100,14.899982
2009-03,M0,KRW100,0.0796
2009-03,M0,MYR100,31.4032
2009-03,M0,NZD1,0.6134
2009-03,M0,SGD100,75.4205
2009-03,M0,THB100,3.2261
2009-03,M0,XDR1,1.713846
2009-04,M0,EUR1,1.5151
2009-04,M0,GBP1,1.6873
2009-04,M0,DKK100,20.3375
2009-04,M0,NOK100,17.22
2009-04,M0,CZK100,5.6471
2009-04,M0,HUF100,0.512
2009-04,M0,PLN100,34.1295
2009-04,M0,RUB100,3.4225
2009-04,M0,SEK100,13.919
2009-04,M0,TRY100,71.0795
2009-04,M0,USD1,1.1482
2009-04,M0,CAD1,0.9355
2009-04,M0,ARS100,31.0585
2009-04,M0,BRL100,51.84
2009-04,M0,MXN100,8.511
2009-04,M0,ZAR1,0.1273
2009-04,M0,JPY100,1.16334
2009-04,M0,AUD1,0.81877
2009-04,M0,CNY100,16.80835
2009-04,M0,HKD100,14.81435
2009-04,M0,KRW100,0.0859
2009-04,M0,MYR100,31.8145
2009-04,M0,NZD1,0.6554
2009-04,M0,SGD100,76.34
2009-04,M0,THB100,3.2382
2009-04,M0,XDR1,1.713591
2009-05,M0,EUR1,1.5118
2009-05,M0,GBP1,1.7077
2009-05,M0,DKK100,20.2974
2009-05,M0,NOK100,17.1684
2009-05,M0,CZK100,5.6494
2009-05,M0,HUF100,0.5355
2009-05,M0,PLN100,34.2521
2009-05,M0,RUB100,3.4689
2009-05,M0,SEK100,14.2737
2009-05,M0,TRY100,71.156842
2009-05,M0,USD1,1.1086
2009-05,M0,CAD1,0.9618
2009-05,M0,ARS100,29.7395
2009-05,M0,BRL100,53.3947
2009-05,M0,MXN100,8.3926
2009-05,M0,ZAR1,0.1322
2009-05,M0,JPY100,1.145479
2009-05,M0,AUD1,0.847268
2009-05,M0,CNY100,16.24547368
2009-05,M0,HKD100,14.301958
2009-05,M0,KRW100,0.0881
2009-05,M0,MYR100,31.4595
2009-05,M0,NZD1,0.6666
2009-05,M0,SGD100,75.8279
2009-05,M0,THB100,3.2004
2009-05,M0,XDR1,1.686499
2009-06,M0,EUR1,1.5145
2009-06,M0,GBP1,1.7693
2009-06,M0,DKK100,20.34
2009-06,M0,NOK100,16.9157
2009-06,M0,CZK100,5.7044
2009-06,M0,HUF100,0.5394
2009-06,M0,PLN100,33.5933
2009-06,M0,RUB100,3.4743
2009-06,M0,SEK100,13.8995
2009-06,M0,TRY100,69.732381
2009-06,M0,USD1,1.081
2009-06,M0,CAD1,0.9603
2009-06,M0,ARS100,28.6681
2009-06,M0,BRL100,55.1714
2009-06,M0,MXN100,8.091
2009-06,M0,ZAR1,0.134
2009-06,M0,JPY100,1.1188
2009-06,M0,AUD1,0.867081
2009-06,M0,CNY100,15.81757143
2009-06,M0,HKD100,13.945548
2009-06,M0,KRW100,0.0854
2009-06,M0,MYR100,30.6938
2009-06,M0,NZD1,0.6892
2009-06,M0,SGD100,74.3929
2009-06,M0,THB100,3.1652
2009-06,M0,XDR1,1.670554
2009-07,M0,EUR1,1.5202
2009-07,M0,GBP1,1.7649
2009-07,M0,DKK100,20.413
2009-07,M0,NOK100,16.9548
2009-07,M0,CZK100,5.8866
2009-07,M0,HUF100,0.5582
2009-07,M0,PLN100,35.3387
2009-07,M0,RUB100,3.4252
2009-07,M0,SEK100,14.0239
2009-07,M0,TRY100,71.000435
2009-07,M0,USD1,1.0796
2009-07,M0,CAD1,0.9596
2009-07,M0,ARS100,28.3304
2009-07,M0,BRL100,55.7957
2009-07,M0,MXN100,8.0765
2009-07,M0,ZAR1,0.1355
2009-07,M0,JPY100,1.142583
2009-07,M0,AUD1,0.867917
2009-07,M0,CNY100,15.80313043
2009-07,M0,HKD100,13.929704
2009-07,M0,KRW100,0.0855
2009-07,M0,MYR100,30.4209
2009-07,M0,NZD1,0.6948
2009-07,M0,SGD100,74.4357
2009-07,M0,THB100,3.1686
2009-07,M0,XDR1,1.674734
2009-08,M0,EUR1,1.524
2009-08,M0,GBP1,1.7675
2009-08,M0,DKK100,20.4686
2009-08,M0,NOK100,17.5876
2009-08,M0,CZK100,5.936
2009-08,M0,HUF100,0.5646
2009-08,M0,PLN100,36.8848
2009-08,M0,RUB100,3.3752
2009-08,M0,SEK100,14.9124
2009-08,M0,TRY100,71.778095
2009-08,M0,USD1,1.0689
2009-08,M0,CAD1,0.9819
2009-08,M0,ARS100,27.8186
2009-08,M0,BRL100,57.919
2009-08,M0,MXN100,8.2081
2009-08,M0,ZAR1,0.1344
2009-08,M0,JPY100,1.126219
2009-08,M0,AUD1,0.892124
2009-08,M0,CNY100,15.64528571
2009-08,M0,HKD100,13.789895
2009-08,M0,KRW100,0.0861
2009-08,M0,MYR100,30.3686
2009-08,M0,NZD1,0.7215
2009-08,M0,SGD100,74.0781
2009-08,M0,THB100,3.1401
2009-08,M0,XDR1,1.667195
2009-09,M0,EUR1,1.5148
2009-09,M0,GBP1,1.6987
2009-09,M0,DKK100,20.3486
2009-09,M0,NOK100,17.5814
2009-09,M0,CZK100,5.9676
2009-09,M0,HUF100,0.5565
2009-09,M0,PLN100,36.3927
2009-09,M0,RUB100,3.3827
2009-09,M0,SEK100,14.8409
2009-09,M0,TRY100,69.717727
2009-09,M0,USD1,1.0406
2009-09,M0,CAD1,0.9615
2009-09,M0,ARS100,27.0545
2009-09,M0,BRL100,56.9727
2009-09,M0,MXN100,7.7536
2009-09,M0,ZAR1,0.1382
2009-09,M0,JPY100,1.138482
2009-09,M0,AUD1,0.895986
2009-09,M0,CNY100,15.24086364
2009-09,M0,HKD100,13.426177
2009-09,M0,KRW100,0.0856
2009-09,M0,MYR100,29.7664
2009-09,M0,NZD1,0.732
2009-09,M0,SGD100,73.0673
2009-09,M0,THB100,3.0753
2009-09,M0,XDR1,1.641128
2009-10,M0,EUR1,1.514
2009-10,M0,GBP1,1.653
2009-10,M0,DKK100,20.3355
2009-10,M0,NOK100,18.0977
2009-10,M0,CZK100,5.8541
2009-10,M0,HUF100,0.5636
2009-10,M0,PLN100,35.9282
2009-10,M0,RUB100,3.4691
2009-10,M0,SEK100,14.6809
2009-10,M0,TRY100,69.37
2009-10,M0,USD1,1.0216
2009-10,M0,CAD1,0.9693
2009-10,M0,ARS100,26.6664
2009-10,M0,BRL100,58.6682
2009-10,M0,MXN100,7.7195
2009-10,M0,ZAR1,0.1363
2009-10,M0,JPY100,1.132145
2009-10,M0,AUD1,0.926682
2009-10,M0,CNY100,14.96463636
2009-10,M0,HKD100,13.180932
2009-10,M0,KRW100,0.0868
2009-10,M0,MYR100,29.995
2009-10,M0,NZD1,0.7549
2009-10,M0,SGD100,73.0405
2009-10,M0,THB100,3.0555
2009-10,M0,XDR1,1.623901
2009-11,M0,EUR1,1.5104
2009-11,M0,GBP1,1.6807
2009-11,M0,DKK100,20.2924
2009-11,M0,NOK100,17.9433
2009-11,M0,CZK100,5.8438
2009-11,M0,HUF100,0.5571
2009-11,M0,PLN100,36.2295
2009-11,M0,RUB100,3.4971
2009-11,M0,SEK100,14.6148
2009-11,M0,TRY100,67.787143
2009-11,M0,USD1,1.0123
2009-11,M0,CAD1,0.9552
2009-11,M0,ARS100,26.5362
2009-11,M0,BRL100,58.5048
2009-11,M0,MXN100,7.7181
2009-11,M0,ZAR1,0.1344
2009-11,M0,JPY100,1.136186
2009-11,M0,AUD1,0.930581
2009-11,M0,CNY100,14.82766667
2009-11,M0,HKD100,13.060943
2009-11,M0,KRW100,0.0869
2009-11,M0,MYR100,29.8486
2009-11,M0,NZD1,0.7389
2009-11,M0,SGD100,72.8543
2009-11,M0,THB100,3.0397
2009-11,M0,XDR1,1.620191
2009-12,M0,EUR1,1.5025
2009-12,M0,GBP1,1.6694
2009-12,M0,DKK100,20.1864
2009-12,M0,NOK100,17.8386
2009-12,M0,CZK100,5.7576
2009-12,M0,HUF100,0.5496
2009-12,M0,PLN100,36.2568
2009-12,M0,RUB100,3.4218
2009-12,M0,SEK100,14.4205
2009-12,M0,TRY100,68.132273
2009-12,M0,USD1,1.0283
2009-12,M0,CAD1,0.9741
2009-12,M0,ARS100,26.9882
2009-12,M0,BRL100,58.6682
2009-12,M0,MXN100,8.0018
2009-12,M0,ZAR1,0.1373
2009-12,M0,JPY100,1.146305
2009-12,M0,AUD1,0.927682
2009-12,M0,CNY100,15.06159091
2009-12,M0,HKD100,13.262573
2009-12,M0,KRW100,0.0881
2009-12,M0,MYR100,30.1164
2009-12,M0,NZD1,0.7366
2009-12,M0,SGD100,73.6391
2009-12,M0,THB100,3.094
2009-12,M0,XDR1,1.627527
