,catégorie,rang,année,pays,temps net,Age,vitesse
20658,Hommes III,569.,1972,CH,"32.53,9",43.0,13.503180798426504
20659,Hommes II,808.,1982,CH,"33.13,0",33.0,13.262300030184122
20660,Hommes II,907.,1985,CH,"33.47,4",30.0,13.126008245205236
20661,Femmes IV,358.,1960,CH,"28.47,8",55.0,15.428752019102467
20666,Hommes III,1245.,1974,CH,"36.29,2",41.0,12.10680039678166
20670,Hommes III,1294.,1973,CH,"36.47,2",42.0,12.04704979162097
20673,Femmes III,730.,1973,CH,"28.35,8",42.0,15.494040482403555
20675,Hommes III,1398.,1972,CH,"37.34,0",43.0,11.767005891805034
20676,Hommes III,1641.,1975,F,"39.43,3",40.0,11.142444145766238
20679,Femmes III,---,1970,CH,--------,45.0,
20682,Femmes II,---,1983,CH,--------,32.0,
20692,Femmes I,499.,1988,CH,"26.04,6",27.0,16.869384934346925
20694,Hommes IV,995.,1961,CH,"44.41,3",54.0,9.893049332402676
20695,Hommes I,1357.,1991,CH,"44.40,6",24.0,9.894608836643696
20696,Hommes I,---,1995,CH,--------,20.0,
20698,Hommes I,894.,1991,CH,"35.03,3",24.0,12.541889076014044
20699,Hommes II,1604.,1983,CH,"37.45,6",32.0,11.730563861597608
20700,Femmes II,826.,1977,CH,"28.51,1",38.0,15.410894040896498
20701,Hommes I,1309.,1986,F,"41.35,0",29.0,10.625876662636033
20703,Hommes III,155.,1974,CH,"29.47,9",41.0,14.904847518572543
20704,Hommes II,957.,1979,F,"34.05,8",36.0,12.900933701333022
20706,Hommes II,1199.,1985,CH,"35.16,6",30.0,12.494454871182393
20714,Hommes IV,---,1958,F,--------,57.0,
20715,Hommes IV,---,1965,CH,--------,50.0,
20719,Hommes V,308.,1954,F,"46.18,8",61.0,9.5128604832424
20720,Hommes V,227.,1953,CH,"41.40,4",62.0,10.612018162496376
20722,Hommes II,1029.,1982,CH,"34.26,0",33.0,12.824868651488618
20723,Hommes IV,385.,1960,F,"35.15,6",55.0,12.498008874729777
20724,Femmes IV,80.,1961,CH,"24.10,9",54.0,18.224729354183086
20725,Hommes III,1636.,1974,CH,"39.39,3",41.0,11.153758281928262
20726,Femmes III,---,1975,CH,--------,40.0,
20730,Femmes I,1216.,1988,CH,"33.32,0",27.0,13.186674669867948
20731,Hommes III,1528.,1973,CH,"38.42,1",42.0,11.435933473881471
20734,Femmes II,725.,1982,F,"28.11,3",33.0,15.629068402518408
20735,Hommes V,3.,1952,CH,"28.53,7",63.0,15.39685320811578
20736,Femmes V,16.,1954,CH,"25.12,7",61.0,17.486369244239263
20737,Femmes II,---,1983,CH,--------,32.0,
20739,Hommes IV,1023.,1956,CH,"46.52,0",59.0,9.444969905417024
20740,Hommes II,504.,1976,CH,"31.37,9",39.0,14.002358265081742
20746,Femmes IV,139.,1960,CH,"25.27,2",55.0,17.386039886039885
20747,Hommes I,127.,1988,CH,"28.53,7",27.0,15.39685320811578
20753,Femmes II,31.,1982,F,"21.36,8",33.0,20.562523399475854
20754,Hommes II,1377.,1978,CH,"36.09,9",37.0,12.171528297182748
20755,Hommes III,942.,1974,CH,"34.47,6",41.0,12.744517925513403
20759,Hommes III,911.,1971,F,"34.38,1",44.0,12.77973299205957
20760,Hommes III,1928.,1974,CH,"45.33,5",41.0,9.691849564354252
20764,Hommes I,1198.,1991,CH,"38.34,7",24.0,11.458001929746787
20766,Hommes IV,675.,1963,F,"38.28,7",52.0,11.475957896936297
20768,Femmes I,1258.,1989,CH,"35.34,5",26.0,12.431178384495686
20772,Hommes II,886.,1976,CH,"33.40,1",39.0,13.15469596718661
20776,Hommes II,570.,1976,CH,"32.00,2",39.0,13.729766889569401
20777,Femmes I,957.,1994,CH,"29.29,7",21.0,14.997440010922622
20779,Hommes II,1498.,1985,CH,"37.06,2",30.0,11.855269548324431
20780,Hommes II,---,1977,CH,--------,38.0,
20781,Femmes II,1160.,1978,CH,"32.59,4",37.0,13.48039516475425
20782,Hommes III,152.,1971,CH,"29.46,8",44.0,14.910411293606627
20784,Hommes II,453.,1985,CH,"31.21,3",30.0,14.076826963124338
20785,Femmes I,---,1993,CH,--------,22.0,
20786,Hommes III,690.,1966,CH,"33.29,4",49.0,13.196972427464411
20788,Hommes III,793.,1972,CH,"34.03,5",43.0,12.90965182899956
20789,Femmes III,569.,1973,CH,"27.18,5",42.0,16.16258966341733
20792,Hommes III,1165.,1975,CH,"36.00,6",40.0,12.202966172304617
20795,Hommes II,1172.,1985,CH,"35.09,9",30.0,12.518305364825212
20798,Femmes II,36.,1977,CH,"21.49,8",38.0,20.438180295841473
20799,Hommes I,931.,1989,CH,"35.24,3",26.0,12.467156598473457
20800,Hommes IV,86.,1964,CH,"30.47,0",51.0,14.420085329832624
20803,Femmes II,951.,1982,CH,"30.01,1",33.0,14.640631768351605
20804,Hommes I,1075.,1987,CH,"36.46,6",28.0,12.049031974990402
20806,Femmes III,827.,1972,CH,"29.25,8",43.0,15.017431129947365
20807,Femmes III,643.,1968,CH,"27.51,9",47.0,15.966423198517392
20809,Hommes I,891.,1986,CH,"35.00,9",29.0,12.55048701762404
20811,Hommes III,1067.,1966,CH,"35.27,9",49.0,12.454434649508205
20813,Femmes I,592.,1991,CH,"26.41,5",24.0,16.63373083475298
20823,Hommes II,1992.,1984,CH,"43.01,5",31.0,10.21457631058933
20824,Femmes I,193.,1989,CH,"23.46,8",26.0,18.72251576614965
20828,Femmes I,---,1988,CH,--------,27.0,
20830,Femmes II,1113.,1977,F,"32.00,8",38.0,13.727193201699574
20834,Hommes I,394.,1988,CH,"31.25,4",27.0,14.058360529852179
20843,Hommes I,---,1991,CH,--------,24.0,
20844,Hommes I,324.,1986,CH,"30.50,2",29.0,14.404957051996591
20850,Femmes I,1193.,1995,CH,"32.51,0",20.0,13.51522608428176
20851,Hommes II,1250.,1978,F,"35.31,5",37.0,12.441738637972534
20852,Femmes I,---,1993,CH,--------,22.0,
20854,Femmes I,441.,1993,CH,"25.37,5",22.0,17.31546798029557
20855,Hommes II,1266.,1984,CH,"35.36,9",31.0,12.422743080098392
20856,Hommes III,550.,1975,F,"32.45,9",40.0,13.536461382051202
20859,Hommes III,1544.,1968,CH,"38.49,5",47.0,11.413949863618653
20862,Hommes III,900.,1968,CH,"34.37,0",47.0,12.783823101542044
20863,Femmes IV,321.,1962,CH,"28.05,6",53.0,15.66082121471343
20864,Hommes IV,167.,1962,CH,"32.21,5",53.0,13.638988049045475
20865,Hommes II,---,1981,CH,--------,34.0,
20866,Femmes II,---,1984,CH,--------,31.0,
20867,Escaladelite Femmes,---,1977,CH,--------,38.0,
20869,Hommes III,1308.,1972,CH,"36.51,4",43.0,12.033192747987073
20871,Escaladelite Hommes,331.,1986,F,"28.57,0",29.0,15.379068953447673
20872,Escaladelite Hommes,---,1987,F,--------,28.0,
20876,Hommes IV,534.,1963,CH,"36.45,5",52.0,12.052667672472912
20877,Hommes IV,56.,1965,CH,"29.51,8",50.0,14.885154820787317
20879,Femmes II,---,1980,CH,--------,35.0,
20881,Femmes III,608.,1972,CH,"27.33,8",43.0,16.07213402589802
20883,Femmes II,468.,1984,F,"26.25,6",31.0,16.734460694698356
20885,Hommes II,1020.,1982,F,"34.23,9",33.0,12.832734600893719
20886,Hommes II,---,1979,CH,--------,36.0,
20894,Hommes IV,851.,1965,CH,"40.55,5",50.0,10.834175810627544
20896,Hommes V,162.,1954,CH,"39.36,0",61.0,11.163109756097562
20898,Hommes IV,128.,1964,CH,"31.40,7",51.0,13.989874868659854
20899,Femmes I,387.,1989,CH,"25.16,1",26.0,17.462739954691784
20908,Escaladelite Femmes,144.,1972,F,"35.32,1",43.0,12.439625152175761
20910,Hommes I,1009.,1989,F,"36.14,9",26.0,12.154693075880383
20912,Hommes III,270.,1969,F,"30.55,1",46.0,14.381853294491181
20913,Hommes V,91.,1954,CH,"37.08,8",61.0,11.846958584987059
20914,Femmes I,---,1987,CH,--------,28.0,
20916,Femmes I,675.,1990,CH,"27.13,3",25.0,16.193565031511447
20917,Femmes I,1229.,1990,CH,"34.15,2",25.0,12.865425158116656
20923,Femmes V,115.,1947,F,"37.33,2",68.0,11.769527483124397
20924,Hommes VI,83.,1941,F,"52.41,4",74.0,8.382874804441562
20925,Hommes II,762.,1983,CH,"33.01,4",32.0,13.308899254861574
20926,Femmes III,808.,1975,F,"29.20,4",40.0,15.045199287768797
20927,Hommes II,26.,1983,F,"27.01,9",32.0,16.261889781265037
20928,Femmes III,133.,1969,F,"23.26,8",46.0,18.883445074780816
20931,Hommes II,1950.,1976,F,"42.12,9",39.0,10.429395428327283
20933,Escaladelite Hommes,88.,1978,CH,"24.29,0",37.0,18.088925483738166
20939,Hommes III,421.,1973,CH,"31.58,7",42.0,13.910152911007692
20940,Escaladelite Hommes,324.,1974,CH,"28.53,6",41.0,15.39739276703112
20941,Femmes I,415.,1994,CH,"25.25,9",21.0,17.394987925096004
20943,Hommes IV,348.,1965,F,"34.47,4",50.0,12.745257295353023
20945,Femmes I,899.,1988,CH,"29.00,6",27.0,15.147900434392884
20948,Hommes VI,50.,1938,CH,"44.04,7",77.0,9.975253706268305
20951,Hommes I,903.,1991,CH,"35.07,8",24.0,12.525799646502081
20954,Femmes III,820.,1966,CH,"29.23,7",49.0,15.028217669391527
20958,Hommes I,13.,1990,CH,"26.03,5",25.0,16.876512387171115
20959,Hommes V,334.,1950,CH,"49.28,8",65.0,8.914543093653629
20961,Hommes V,317.,1946,CH,"47.12,7",69.0,9.323317843274557
20964,Femmes II,53.,1985,CH,"22.11,7",30.0,19.866166297418275
20965,Femmes I,703.,1989,CH,"27.23,1",26.0,16.135286989093313
20966,Femmes II,---,1976,CH,--------,39.0,
20975,Hommes II,763.,1979,CH,"33.01,5",36.0,13.308496138119036
20979,Hommes II,---,1976,CH,--------,39.0,
20980,Femmes IV,248.,1961,CH,"27.11,6",54.0,16.203717362442838
20981,Hommes III,1184.,1969,CH,"36.07,7",46.0,12.178950577930538
20983,Hommes III,1952.,1968,CH,"47.20,2",47.0,9.308503876954367
20984,Hommes III,1506.,1967,CH,"38.32,0",48.0,11.466075156576201
20986,Femmes III,396.,1970,CH,"25.58,0",45.0,17.17670054730258
20992,Femmes II,291.,1978,F,"25.10,5",37.0,17.501692889862575
20993,Hommes II,1697.,1984,F,"38.35,4",31.0,11.45591072639099
20994,Hommes II,651.,1984,CH,"32.27,3",31.0,13.614476497381713
20997,Hommes III,715.,1966,CH,"33.39,1",49.0,13.15863556048037
20999,Escaladelite Hommes,172.,1976,F,"26.26,1",39.0,16.731274513537187
21000,Femmes III,88.,1974,F,"22.41,6",41.0,19.60117773019272
21002,Hommes II,223.,1979,CH,"29.52,4",36.0,14.882129792711014
21003,Hommes I,287.,1987,CH,"30.35,9",28.0,14.472808722289932
21004,Femmes II,832.,1984,CH,"28.53,4",31.0,15.398471998317797
21005,Hommes IV,421.,1963,CH,"35.39,4",52.0,12.413968469232074
21006,Hommes IV,939.,1960,CH,"42.54,1",55.0,10.328389083472416
21007,Hommes III,---,1968,CH,--------,47.0,
21008,Femmes II,874.,1982,CH,"29.20,2",33.0,15.046229710293817
21009,Hommes III,1116.,1970,CH,"35.42,8",45.0,12.402054871852775
21010,Femmes I,1181.,1994,CH,"32.32,1",21.0,13.594257603415738
21011,Femmes IV,338.,1962,CH,"28.20,9",53.0,15.575880038285655
21012,Hommes III,1871.,1968,CH,"43.31,2",47.0,10.144532693018101
21017,Hommes IV,835.,1964,CH,"40.41,9",51.0,10.870630149187265
21019,Hommes II,1916.,1979,F,"41.32,6",36.0,10.632047621352175
21022,Femmes III,---,1969,CH,--------,46.0,
21024,Hommes V,233.,1953,CH,"41.51,1",62.0,10.584664305846642
21025,Femmes I,733.,1989,CH,"27.34,2",26.0,16.0697827518104
21026,Hommes IV,103.,1959,CH,"31.04,3",56.0,14.15391553651387
21029,Escaladelite Femmes,---,1976,CH,--------,39.0,
21030,Femmes III,550.,1967,CH,"27.08,5",48.0,16.22226324533875
21031,Hommes V,49.,1950,CH,"34.50,5",65.0,12.73380669468193
21032,Hommes III,---,1967,CH,--------,48.0,
21033,Hommes I,1209.,1986,CH,"38.42,5",29.0,11.434743005855564
21035,Hommes III,1177.,1973,CH,"36.04,6",42.0,12.18942462409144
21036,Femmes II,229.,1979,F,"24.31,9",36.0,18.067354743204902
21037,Hommes III,971.,1975,F,"34.54,2",40.0,12.720166753517457
21039,Hommes III,452.,1971,CH,"32.11,6",44.0,13.681031261676424
21041,Hommes IV,179.,1964,F,"32.37,5",51.0,13.571583011583012
21049,Hommes III,1185.,1969,CH,"36.08,1",46.0,12.17760039910202
21051,Femmes IV,343.,1957,CH,"28.28,5",58.0,15.534028637086797
21055,Hommes III,1262.,1975,CH,"36.35,1",40.0,12.087150284723943
21059,Hommes III,724.,1970,CH,"33.41,2",45.0,13.150365138273674
21060,Hommes III,---,1967,F,--------,48.0,
21061,Femmes II,124.,1983,CH,"23.27,3",32.0,18.879388132170327
21062,Hommes II,1480.,1983,CH,"36.56,8",32.0,12.01542332093634
21065,Femmes II,---,1985,CH,--------,30.0,
21066,Femmes III,---,1974,F,--------,41.0,
21067,Hommes II,1915.,1978,CH,"41.30,3",37.0,10.637968186330292
21068,Hommes II,1405.,1979,CH,"36.25,9",36.0,12.117819024242257
21069,Hommes II,1911.,1977,CH,"41.23,1",38.0,10.65654483277146
21070,Hommes III,1946.,1969,CH,"47.02,0",46.0,9.344534240748617
21071,Femmes III,392.,1967,CH,"25.55,7",48.0,17.19215870407325
21073,Hommes III,365.,1967,CH,"31.34,6",48.0,14.01709947042685
21075,Hommes III,---,1975,CH,--------,40.0,
21076,Femmes III,365.,1970,CH,"25.38,8",45.0,17.306601544036553
21077,Femmes III,---,1970,CH,--------,45.0,
21078,Hommes II,1635.,1983,F,"38.01,9",32.0,11.556853152371184
21085,Hommes III,---,1973,CH,--------,42.0,
21086,Femmes I,652.,1986,CH,"27.04,9",29.0,16.243853746903767
21092,Hommes III,1377.,1969,CH,"37.22,8",46.0,11.80240679058773
21096,Hommes IV,506.,1961,GB,"36.30,6",54.0,12.102131879028262
21097,Hommes V,73.,1949,CH,"36.13,7",66.0,12.158729280239092
21098,Hommes III,151.,1970,F,"29.46,7",45.0,14.910917297315642
21099,Hommes III,497.,1974,F,"32.26,7",41.0,13.617008088759414
21105,Femmes IV,255.,1963,CH,"27.16,4",52.0,16.17508467088794
21109,Femmes I,1023.,1993,F,"30.17,2",22.0,14.56250828582792
21112,Femmes III,120.,1972,CH,"23.14,6",43.0,18.982977620323165
21113,Hommes V,258.,1948,CH,"43.01,5",67.0,10.21457631058933
21114,Hommes II,1120.,1977,F,"34.51,0",38.0,12.73196175021733
21118,Hommes I,668.,1989,CH,"33.20,5",26.0,13.232344526426745
21122,Hommes II,1140.,1976,CH,"35.02,3",39.0,12.545470119635668
21125,Hommes III,1152.,1975,CH,"35.55,2",40.0,12.358798379837985
21126,Hommes II,---,1980,F,--------,35.0,
21129,Hommes IV,645.,1965,CH,"38.08,1",50.0,11.53803734145637
21130,Hommes I,1095.,1989,CH,"36.59,0",26.0,12.00819896146488
21132,Femmes II,161.,1983,CH,"23.55,1",32.0,18.656532631310775
21134,Femmes I,---,1987,CH,--------,28.0,
21143,Femmes I,---,1989,CH,--------,26.0,
21144,Hommes II,---,1984,F,--------,31.0,
21148,Hommes III,1327.,1973,CH,"37.02,1",42.0,11.868399016774262
21149,Hommes III,---,1969,F,--------,46.0,
21151,Femmes I,179.,1992,CH,"23.38,5",23.0,18.788967286722258
21152,Femmes I,742.,1990,CH,"27.40,5",25.0,16.032840722495894
21159,Hommes III,---,1971,CH,--------,44.0,
21160,Hommes II,1062.,1978,CH,"34.35,1",37.0,12.790894005996917
21162,Hommes II,1253.,1984,CH,"35.32,2",31.0,12.439272974350263
21163,Hommes I,974.,1989,CH,"35.52,3",26.0,12.368887762857867
21164,Femmes I,28.,1991,F,"21.22,3",24.0,20.70301088441785
21166,Hommes I,732.,1986,CH,"33.45,0",29.0,13.13542600896861
21171,Hommes III,787.,1971,CH,"34.00,4",44.0,12.921421009293026
21172,Femmes II,515.,1983,CH,"26.41,7",32.0,16.63247151455502
21173,Hommes IV,684.,1957,CH,"38.33,4",58.0,11.46188761934575
21175,Hommes V,---,1948,F,--------,67.0,
21178,Femmes IV,165.,1963,CH,"25.58,7",52.0,17.172001406964476
21179,Hommes III,---,1966,CH,--------,49.0,
21181,Hommes III,---,1966,CH,--------,49.0,
21182,Femmes II,898.,1978,CH,"29.28,9",37.0,15.00153641298781
21188,Hommes III,1349.,1975,F,"37.14,2",40.0,11.829734532335362
21190,Femmes I,258.,1990,CH,"24.27,5",25.0,18.10010298661174
21191,Femmes II,727.,1977,F,"28.11,8",38.0,15.626289209758875
21193,Hommes II,1908.,1983,CH,"41.19,6",32.0,10.665598601806002
21195,Hommes II,1372.,1976,F,"36.09,1",39.0,12.174226261394807
21199,Femmes II,41.,1976,CH,"21.56,6",39.0,20.373736436984142
21201,Femmes III,---,1970,CH,--------,45.0,
21202,Femmes I,603.,1995,CH,"26.46,7",20.0,16.60105036460498
21205,Hommes IV,723.,1963,CH,"39.07,9",52.0,11.243378796796234
21209,Femmes I,1061.,1991,F,"30.37,9",24.0,14.463280555646993
21210,Femmes III,1073.,1971,CH,"32.47,8",44.0,13.528542397930906
21215,Hommes V,341.,1947,F,"54.26,7",68.0,8.096633313063188
21216,Femmes III,187.,1975,CH,"23.56,8",40.0,18.643075356415476
21217,Hommes IV,821.,1957,CH,"40.28,5",58.0,10.9067891274668
21220,Hommes III,306.,1974,F,"31.09,5",41.0,14.130246020260493
21225,Hommes II,1072.,1978,I,"34.37,4",37.0,12.782335486123232
21227,Femmes III,219.,1970,CH,"24.16,9",45.0,18.179486118581657
21228,Hommes I,1061.,1992,CH,"36.38,0",23.0,12.07751511819681
21229,Hommes I,1063.,1993,CH,"36.39,1",22.0,12.07386441702619
21230,Hommes II,1691.,1984,CH,"38.29,6",31.0,11.473260914978066
21231,Hommes II,395.,1985,CH,"30.58,7",30.0,14.364926275868834
21235,Escaladelite Hommes,228.,1986,CH,"27.29,0",29.0,16.10040307805057
21236,Hommes VI,64.,1943,CH,"47.51,6",72.0,9.246990487414767
21237,Femmes II,---,1979,CH,--------,36.0,
21239,Hommes III,99.,1969,F,"29.12,8",46.0,15.084454820104368
21240,Hommes V,75.,1950,CH,"36.14,9",65.0,12.154693075880383
21241,Hommes IV,133.,1962,CH,"31.43,8",53.0,13.976079903301738
21242,Femmes III,168.,1973,CH,"23.49,9",42.0,18.697816928379932
21245,Hommes II,1264.,1982,F,"35.35,4",33.0,12.42801380324716
21248,Hommes III,956.,1973,CH,"34.50,8",42.0,12.732699663846063
21253,Femmes I,994.,1992,CH,"29.50,8",23.0,14.89019926799512
21256,Femmes II,1027.,1982,CH,"30.51,0",33.0,14.40117994100295
21257,Femmes I,929.,1989,CH,"29.15,9",26.0,15.068417984155838
21258,Femmes I,1190.,1988,CH,"32.47,5",27.0,13.529792147806004
21263,Hommes II,1956.,1980,F,"42.22,5",35.0,10.405683836589699
21265,Hommes V,285.,1949,CH,"44.39,4",66.0,9.897283416677931
21270,Femmes I,501.,1994,CH,"26.05,6",21.0,16.86291065397605
21271,Hommes II,1025.,1982,F,"34.25,3",33.0,12.82748956295799
21272,Hommes I,19.,1992,F,"26.22,5",23.0,16.754242135367015
21273,Femmes I,---,1995,CH,--------,20.0,
21274,Hommes III,1303.,1972,CH,"36.49,5",43.0,12.039457459926018
21275,Femmes I,844.,1986,CH,"28.25,6",29.0,15.54997168742922
21276,Hommes II,1142.,1983,CH,"35.02,7",32.0,12.544037456819025
21278,Femmes I,862.,1986,F,"28.37,0",29.0,15.487486781811773
21280,Escaladelite Femmes,150.,1969,CH,"35.58,8",46.0,12.3462965044397
21282,Hommes III,828.,1971,CH,"34.13,0",44.0,12.873718136536771
21286,Femmes III,767.,1974,CH,"28.53,9",41.0,15.395774203721222
21291,Hommes III,86.,1972,F,"28.48,3",43.0,15.426043604957343
21293,Hommes II,1694.,1976,CH,"38.31,5",39.0,11.467571447213887
21294,Escaladelite Femmes,79.,1984,CH,"32.03,0",31.0,13.71776459569154
21296,Hommes II,---,1983,CH,--------,32.0,
21299,Hommes I,---,1990,CH,--------,25.0,
21300,Hommes III,1720.,1974,F,"40.37,8",41.0,10.881668235177573
21303,Femmes I,830.,1989,CH,"28.17,1",26.0,15.596890419225446
21304,Hommes II,1031.,1985,CH,"34.26,5",30.0,12.82299722749161
21309,Hommes II,946.,1982,CH,"33.58,9",33.0,13.081068206853434
21311,Hommes IV,---,1956,CH,--------,59.0,
21312,Hommes V,---,1952,CH,--------,63.0,
21313,Hommes II,1872.,1977,CH,"40.44,4",38.0,10.863910592424093
21314,Hommes II,2056.,1985,CH,"46.02,4",30.0,9.546758213106205
21315,Hommes II,2057.,1977,CH,"46.03,0",38.0,9.545513795350859
21316,Femmes IV,230.,1964,CH,"26.56,8",51.0,16.537940379403796
21321,Femmes I,848.,1990,CH,"28.27,1",25.0,15.541721198401188
21325,Hommes II,524.,1980,CH,"31.44,2",35.0,13.974301889192802
21328,Hommes II,1774.,1980,CH,"39.18,9",35.0,11.211819643267244
21330,Hommes V,83.,1948,F,"36.35,1",67.0,12.087150284723943
21332,Femmes III,707.,1971,CH,"28.21,1",44.0,15.574775796675059
21333,Hommes III,1264.,1975,CH,"36.35,4",40.0,12.086152830500083
21334,Femmes I,388.,1988,F,"25.16,2",27.0,17.462045942293937
21336,Femmes I,1263.,1991,F,"36.14,5",24.0,12.156038179554573
21341,Hommes V,50.,1955,CH,"35.00,5",60.0,12.55192115412084
21342,Femmes IV,370.,1958,CH,"28.58,4",57.0,15.371536523929473
21343,Hommes III,---,1966,F,--------,49.0,
21344,Femmes III,495.,1971,F,"26.49,2",44.0,16.585384266948513
21347,Femmes IV,356.,1956,CH,"28.44,5",59.0,15.446651432589206
21350,Hommes IV,780.,1962,CH,"39.56,9",53.0,11.104147185928378
21351,Hommes III,1440.,1971,CH,"37.54,6",44.0,11.70244500079902
21352,Hommes II,1923.,1976,CH,"41.37,4",39.0,10.61971286315077
21353,Hommes V,110.,1954,CH,"37.42,3",61.0,11.740907997755391
21356,Hommes II,---,1979,CH,--------,36.0,
21357,Hommes IV,828.,1957,CH,"40.33,9",58.0,10.89218870076105
21358,Hommes III,129.,1972,F,"29.37,2",43.0,14.95914476372055
21360,Femmes III,689.,1966,F,"28.11,0",49.0,15.630736392742795
21361,Femmes I,442.,1988,CH,"25.37,6",27.0,17.314785624211854
21365,Hommes III,397.,1975,CH,"31.50,0",40.0,13.948571428571428
21372,Hommes I,681.,1987,CH,"33.27,1",28.0,13.206095398394998
21375,Hommes III,428.,1971,CH,"32.01,5",44.0,13.724191785100736
21378,Hommes III,1425.,1975,CH,"37.46,8",40.0,11.72680687520017
21380,Femmes III,923.,1974,F,"30.27,2",41.0,14.514402748414378
21381,Hommes II,---,1984,CH,--------,31.0,
21382,Hommes II,2047.,1984,CH,"45.22,7",31.0,9.714993256240742
21388,Hommes III,1635.,1969,CH,"39.39,2",46.0,11.154041429731924
21391,Hommes IV,1049.,1960,CH,"51.55,8",55.0,8.522052833701851
21393,Hommes II,334.,1977,CH,"30.35,9",38.0,14.472808722289932
21397,Hommes II,1406.,1983,CH,"36.26,2",32.0,12.116816502123434
21398,Femmes III,491.,1970,CH,"26.47,3",45.0,16.59728780266687
21399,Hommes III,1269.,1967,CH,"36.37,8",48.0,12.078179119247897
21401,Femmes IV,475.,1957,CH,"31.48,0",58.0,13.9574332909784
21402,Hommes II,216.,1981,F,"29.50,6",34.0,14.891208567748931
21404,Hommes II,1825.,1984,CH,"40.03,8",31.0,10.974074629102354
21406,Hommes I,820.,1988,CH,"34.24,2",27.0,12.8316103031365
21407,Hommes III,106.,1971,CH,"29.21,8",44.0,15.037990279964406
21408,Femmes I,1045.,1990,CH,"30.30,4",25.0,14.499076029567055
21411,Hommes III,---,1968,CH,--------,47.0,
21412,Femmes II,575.,1985,CH,"27.07,2",30.0,16.23005319148936
21414,Femmes III,494.,1970,CH,"26.48,0",45.0,16.592900302114806
21417,Hommes III,1194.,1972,CH,"36.10,9",43.0,12.168157523055195
21418,Femmes III,724.,1974,F,"28.32,7",41.0,15.510996575705157
21419,Hommes I,1302.,1986,CH,"41.18,4",29.0,10.668706293706295
21423,Hommes II,1279.,1978,F,"35.40,8",37.0,12.409060099412562
21424,Hommes IV,403.,1964,CH,"35.28,3",51.0,12.453022702151177
21426,Hommes II,1960.,1977,CH,"42.24,7",38.0,10.400265107581605
21428,Hommes II,152.,1983,CH,"29.14,5",32.0,15.075656201749872
21429,Hommes V,65.,1949,F,"35.44,9",66.0,12.394707890208469
21430,Femmes II,651.,1981,CH,"27.37,7",34.0,16.049238411805533
21432,Hommes III,1845.,1968,CH,"42.37,4",47.0,10.369094255911644
21436,Hommes III,1140.,1974,F,"35.48,9",41.0,12.380737693369777
21440,Hommes II,1247.,1976,F,"35.31,3",39.0,12.44244329283833
21441,Femmes III,682.,1971,F,"28.08,3",44.0,15.645764341416516
21443,Hommes IV,931.,1957,F,"42.37,0",58.0,10.370073164975219
21445,Femmes III,---,1970,CH,--------,45.0,
21446,Hommes II,---,1983,F,--------,32.0,
21450,Escaladelite Hommes,187.,1986,CH,"26.39,1",29.0,16.64885756507901
21452,Femmes III,212.,1967,CH,"24.13,0",48.0,18.208868628263573
21453,Hommes I,779.,1986,CH,"34.04,2",29.0,12.906997238705129
21454,Hommes VI,---,1914,CH,--------,101.0,
21455,Hommes III,1390.,1972,CH,"37.31,4",43.0,11.775205016883744
21457,Femmes III,148.,1972,CH,"23.35,0",43.0,18.81713062098501
21461,Femmes III,700.,1973,CH,"28.19,3",42.0,15.58471961125102
21463,Femmes III,815.,1974,CH,"29.22,4",41.0,15.034902819600328
21464,Escaladelite Femmes,---,1966,CH,--------,49.0,
21465,Hommes III,323.,1975,CH,"31.17,7",40.0,14.093081438239729
21469,Hommes III,768.,1974,F,"33.53,9",41.0,13.100569486269716
21470,Femmes II,741.,1985,CH,"28.17,7",30.0,15.593569223125245
21471,Femmes III,734.,1975,CH,"28.37,7",40.0,15.483666349508406
21479,Hommes VI,15.,1945,CH,"39.30,1",70.0,11.179868196737997
21480,Femmes I,294.,1989,CH,"24.42,8",26.0,17.9867365318487
21484,Femmes III,951.,1966,CH,"30.43,2",49.0,14.438091482649844
21485,Hommes I,441.,1987,CH,"31.41,6",28.0,13.98586707410237
21486,Femmes I,486.,1992,CH,"25.58,2",23.0,17.175357673364086
21487,Hommes II,20.,1980,CH,"26.48,8",35.0,16.587888855330718
21488,Femmes IV,61.,1956,CH,"23.50,4",59.0,18.693839346494215
21491,Femmes IV,391.,1964,F,"29.21,5",51.0,15.039534485709398
21492,Femmes I,1104.,1993,CH,"31.10,0",22.0,14.12797427652733
21494,Escaladelite Femmes,49.,1991,CH,"30.00,0",24.0,14.646
21495,Femmes I,1179.,1987,CH,"32.30,7",28.0,13.600148574612314
21501,Femmes III,688.,1966,F,"28.10,9",49.0,15.63129246860436
21504,Femmes III,---,1973,F,--------,42.0,
21505,Hommes III,---,1974,F,--------,41.0,
21506,Hommes I,224.,1993,CH,"29.57,7",22.0,14.855462014403084
21508,Hommes IV,676.,1963,CH,"38.30,0",52.0,11.47206266318538
21510,Femmes III,515.,1970,CH,"26.56,0",45.0,16.54292168674699
21511,Escaladelite Hommes,---,1992,F,--------,23.0,
21512,Hommes II,1877.,1984,F,"40.49,1",31.0,10.851300288953102
21514,Femmes II,941.,1984,CH,"29.53,6",31.0,14.876083423618637
21516,Femmes IV,368.,1958,CH,"28.54,5",57.0,15.392538097740408
21517,Femmes I,566.,1988,CH,"26.31,0",27.0,16.70011402508552
