,catégorie,rang,année,pays,temps net,Age,vitesse
13353,Femmes III,1102.,1971,F,"33.34,5",44.0,13.176788124156547
13354,Femmes IV,---,1963,CH,--------,52.0,
13365,Femmes I,---,1994,CH,--------,21.0,
13366,Hommes II,901.,1977,F,"33.45,5",38.0,13.13346286055896
13367,Hommes II,691.,1980,CH,"32.41,1",35.0,13.556508592761716
13368,Escaladelite Hommes,97.,1991,F,"24.53,4",24.0,17.909024211298608
13370,Hommes III,---,1975,F,--------,40.0,
13371,Hommes V,210.,1949,CH,"41.04,1",66.0,10.705879486367293
13373,Hommes I,250.,1991,F,"30.14,0",24.0,14.577969475779696
13375,Hommes III,135.,1971,CH,"29.41,0",44.0,14.93981638898334
13380,Hommes I,856.,1992,CH,"34.42,0",23.0,12.765252760023243
13381,Femmes V,1.,1953,CH,"20.58,9",62.0,21.340521637767743
13382,Hommes I,72.,1990,CH,"28.19,3",25.0,15.58471961125102
13383,Hommes I,411.,1994,F,"31.29,8",21.0,14.038596715445077
13384,Femmes I,619.,1986,CH,"26.51,8",29.0,16.56912285994419
13385,Femmes II,402.,1978,CH,"26.00,1",37.0,16.89858082381447
13390,Hommes I,1047.,1987,CH,"36.29,2",28.0,12.10680039678166
13392,Hommes IV,142.,1964,F,"31.54,3",51.0,13.929556478457979
13393,Femmes I,1119.,1989,CH,"31.22,6",26.0,14.070966502273748
13394,Hommes V,---,1946,CH,--------,69.0,
13395,Hommes II,1515.,1981,CH,"37.11,6",34.0,11.838021338506305
13397,Hommes II,289.,1983,F,"30.21,3",32.0,14.542746499851058
13398,Hommes III,61.,1975,F,"28.08,5",40.0,15.644650169129429
13400,Hommes III,1086.,1969,CH,"35.34,4",46.0,12.431530104119512
13401,Escaladelite Hommes,237.,1972,F,"27.40,6",43.0,16.032255710428373
13402,Hommes I,311.,1989,F,"30.45,1",26.0,14.42908278874257
13404,Hommes IV,252.,1961,CH,"33.46,0",54.0,13.131500298864317
13406,Hommes I,1241.,1991,CH,"39.23,2",24.0,11.199530995106038
13407,Femmes I,1158.,1995,CH,"32.05,7",20.0,13.706210811991141
13409,Femmes III,---,1974,CH,--------,41.0,
13411,Hommes III,---,1973,CH,--------,42.0,
13415,Femmes III,505.,1973,F,"26.51,8",42.0,16.56912285994419
13417,Hommes II,1464.,1976,CH,"36.46,6",39.0,12.049031974990402
13418,Hommes III,237.,1968,CH,"30.42,0",47.0,14.44378698224852
13419,Hommes IV,651.,1963,CH,"38.12,9",52.0,11.52351228723544
13420,Escaladelite Hommes,201.,1972,CH,"26.59,3",43.0,16.522393110969052
13428,Hommes II,---,1983,F,--------,32.0,
13431,Femmes IV,468.,1964,F,"31.40,0",51.0,13.992993630573249
13432,Hommes II,---,1978,F,--------,37.0,
13433,Hommes I,15.,1994,F,"26.14,9",21.0,16.802937014799802
13436,Hommes III,1863.,1970,F,"43.08,6",45.0,10.197744046790142
13443,Femmes III,654.,1970,F,"27.56,7",45.0,15.93862226575253
13444,Hommes IV,147.,1965,F,"32.02,4",50.0,13.720334748938296
13445,Hommes IV,369.,1963,F,"35.08,2",52.0,12.524371472550026
13447,Hommes I,1081.,1990,CH,"36.53,2",25.0,12.027263768750686
13449,Hommes IV,773.,1959,F,"39.51,0",56.0,11.120728929384967
13450,Hommes II,843.,1980,F,"33.25,3",35.0,13.213243917842
13453,Femmes II,354.,1977,CH,"25.38,9",38.0,17.30591988656505
13455,Hommes III,602.,1972,F,"33.04,0",43.0,13.298426150121067
13459,Femmes II,---,1983,CH,--------,32.0,
13461,Hommes II,462.,1981,CH,"31.24,3",34.0,14.063310181480654
13463,Hommes V,89.,1947,F,"36.54,9",68.0,12.021669539522286
13466,Hommes III,445.,1966,CH,"32.07,9",49.0,13.69681099784906
13468,Femmes V,40.,1953,CH,"27.18,3",62.0,16.16377883235846
13469,Hommes III,1956.,1966,CH,"48.04,2",49.0,9.145747470962908
13471,Hommes II,1451.,1984,CH,"36.39,4",31.0,12.072869154256198
13474,Hommes V,125.,1955,CH,"38.16,5",60.0,11.512642473470459
13475,Hommes II,1292.,1977,CH,"35.43,4",38.0,12.399954845628494
13476,Femmes III,835.,1972,CH,"29.29,9",43.0,14.996416259940615
13478,Hommes V,66.,1953,CH,"35.45,9",62.0,12.3912123861361
13481,Hommes II,1468.,1977,F,"36.50,3",38.0,12.036818891597951
13482,Hommes I,60.,1992,CH,"28.06,2",23.0,15.657472738935216
13485,Hommes III,1892.,1967,CH,"44.03,6",48.0,9.977745480970116
13486,Femmes II,---,1982,F,--------,33.0,
13490,Hommes III,737.,1972,CH,"33.43,8",43.0,13.140139960523955
13492,Hommes II,1543.,1985,CH,"37.19,8",30.0,11.811925372331846
13494,Hommes V,70.,1950,CH,"36.04,6",65.0,12.18942462409144
13495,Femmes V,69.,1951,CH,"29.59,5",64.0,14.846426761277245
13498,Femmes II,981.,1980,CH,"30.13,7",35.0,14.579420645717889
13499,Femmes I,267.,1990,CH,"24.34,4",25.0,18.04880052579691
13505,Hommes II,---,1978,CH,--------,37.0,
13506,Hommes II,1869.,1978,CH,"40.41,0",37.0,10.873051224944323
13510,Hommes III,311.,1971,F,"31.12,0",44.0,14.118894601542417
13513,Hommes II,1700.,1979,CH,"38.36,6",36.0,11.452327581712975
13515,Femmes III,86.,1969,CH,"22.38,9",46.0,19.624815757738176
13517,Hommes III,1549.,1972,CH,"38.53,2",43.0,11.402989722827781
13520,Hommes II,1783.,1980,CH,"39.25,6",35.0,11.192683920929285
13522,Femmes III,---,1970,CH,--------,45.0,
13524,Femmes III,792.,1973,CH,"29.12,1",42.0,15.088080766457196
13526,Hommes IV,512.,1965,CH,"36.33,4",50.0,12.092805636593823
13527,Hommes II,379.,1984,CH,"30.52,9",31.0,14.392217236070623
13529,Hommes V,114.,1951,CH,"37.49,5",64.0,11.718362448326445
13530,Femmes I,1240.,1993,CH,"34.41,8",22.0,12.76599453774188
13531,Hommes II,1357.,1977,CH,"36.04,1",38.0,12.191115673815933
13532,Femmes II,1179.,1979,CH,"33.31,4",36.0,13.189049648796303
13533,Hommes I,838.,1989,CH,"34.33,8",26.0,12.795736501834702
13535,Hommes III,1857.,1967,CH,"42.55,2",48.0,10.325719120135366
13537,Hommes I,656.,1986,CH,"33.13,2",29.0,13.261499456718582
13538,Femmes I,91.,1992,F,"22.37,1",23.0,19.640606141880113
13539,Hommes V,294.,1955,F,"45.09,9",60.0,9.742566354021156
13541,Femmes III,---,1972,CH,--------,43.0,
13542,Hommes III,1358.,1969,CH,"37.16,5",46.0,11.822413561146242
13545,Hommes I,---,1995,CH,--------,20.0,
13546,Hommes IV,987.,1965,CH,"44.19,3",50.0,9.94229855406965
13550,Femmes III,189.,1973,F,"23.57,9",42.0,18.634378048263287
13553,Femmes I,1057.,1986,CH,"30.36,9",29.0,14.468043070236098
13555,Femmes II,555.,1981,CH,"26.58,7",34.0,16.526121788844172
13556,Hommes III,1158.,1972,CH,"35.57,2",43.0,12.351849769481614
13558,Femmes III,15.,1975,CH,"20.34,0",40.0,21.601769911504427
13566,Femmes I,366.,1986,CH,"25.09,4",29.0,17.509364788395633
13569,Femmes I,---,1988,CH,--------,27.0,
13570,Femmes III,806.,1970,CH,"29.19,9",45.0,15.047775608753724
13573,Hommes III,124.,1972,CH,"29.34,7",43.0,14.971888097590895
13574,Hommes II,1584.,1979,CH,"37.32,8",36.0,11.770788684097727
13575,Hommes III,1834.,1971,CH,"42.20,6",44.0,10.410368194095625
13579,Hommes IV,411.,1960,F,"35.35,2",55.0,12.428716904276989
13582,Femmes II,---,1977,CH,--------,38.0,
13583,Hommes I,---,1993,CH,--------,22.0,
13585,Hommes VI,57.,1944,F,"46.40,1",71.0,9.469192474300122
13589,Femmes II,559.,1984,CH,"27.01,3",31.0,16.26550179543183
13594,Femmes III,280.,1972,F,"24.48,8",43.0,17.94266579549167
13596,Femmes I,---,1995,CH,--------,20.0,
13598,Hommes IV,866.,1963,CH,"41.07,1",52.0,10.698059458011736
13599,Hommes IV,1016.,1961,CH,"46.09,8",54.0,9.531433033971107
13600,Hommes I,---,1990,F,--------,25.0,
13605,Hommes III,1736.,1969,CH,"40.50,1",46.0,10.84862102170317
13606,Hommes VI,74.,1938,CH,"49.46,2",77.0,8.883183049613844
13608,Hommes IV,992.,1962,CH,"44.32,0",53.0,9.913808664259928
13610,Hommes III,815.,1975,CH,"34.07,9",40.0,12.89298394905954
13611,Hommes II,1184.,1978,F,"35.13,9",37.0,12.504055323145222
13613,Hommes I,1070.,1987,USA,"36.43,1",28.0,12.06060772419094
13615,Hommes IV,615.,1963,CH,"37.45,5",52.0,11.730877052462956
13619,Hommes III,1691.,1968,CH,"40.17,1",47.0,10.937741156555724
13621,Femmes II,675.,1985,CH,"27.46,4",30.0,15.998397902709002
13624,Hommes II,164.,1977,F,"29.19,4",38.0,15.050352812221693
13626,Hommes III,1288.,1969,F,"36.44,4",46.0,12.05630556470201
13627,Hommes II,---,1984,CH,--------,31.0,
13628,Hommes II,1981.,1984,CH,"42.49,2",31.0,10.340299350465973
13629,Hommes V,128.,1950,CH,"38.20,6",65.0,11.500287912893263
13630,Hommes I,848.,1990,CH,"34.39,8",25.0,12.773417059131344
13632,Hommes I,559.,1986,CH,"32.36,1",29.0,13.577454343190881
13633,Femmes I,315.,1988,CH,"24.50,6",27.0,17.92948665632906
13634,Hommes II,907.,1983,CH,"33.47,4",32.0,13.126008245205236
13635,Hommes I,95.,1987,F,"28.37,3",28.0,15.485849222852714
13636,Femmes III,144.,1972,F,"23.32,4",43.0,18.838106671239924
13637,Femmes IV,---,1964,CH,--------,51.0,
13641,Hommes III,1255.,1972,F,"36.33,8",43.0,12.091474489515107
13642,Femmes III,275.,1971,F,"24.47,8",44.0,17.949995914698913
13647,Femmes IV,---,1963,CH,--------,52.0,
13649,Hommes III,1055.,1972,F,"35.23,4",43.0,12.47034114775501
13653,Hommes I,1073.,1988,F,"36.44,0",27.0,12.0576289791438
13658,Femmes II,1226.,1984,CH,"35.24,2",31.0,12.467510356960446
13660,Femmes III,888.,1969,F,"30.02,2",46.0,14.635267470521619
13664,Hommes III,568.,1969,CH,"32.53,3",46.0,13.505671164663573
13667,Hommes III,775.,1967,CH,"33.57,0",48.0,13.088471849865952
13669,Femmes IV,334.,1962,CH,"28.19,3",53.0,15.58471961125102
13673,Hommes III,386.,1972,CH,"31.41,7",43.0,13.985421905337875
13677,Escaladelite Hommes,42.,1994,CH,"22.46,2",21.0,19.561036417059924
13684,Femmes II,1224.,1976,CH,"35.19,4",39.0,12.484514405864635
13685,Hommes III,953.,1967,CH,"34.49,8",48.0,12.736390515392198
13695,Femmes II,44.,1979,CH,"21.59,5",36.0,20.34637647603612
13698,Femmes II,304.,1984,CH,"25.15,3",31.0,17.468294040472312
13699,Femmes I,468.,1994,CH,"25.49,7",21.0,17.23261560183551
13700,Hommes I,1005.,1995,CH,"36.12,3",20.0,12.16344157462005
13703,Hommes II,---,1980,CH,--------,35.0,
13706,Hommes I,1271.,1988,CH,"40.11,0",27.0,10.954375467464473
13708,Femmes I,1187.,1988,CH,"32.44,9",27.0,13.540632993312585
13713,Hommes III,1943.,1966,CH,"46.33,4",49.0,9.482885138343335
13716,Hommes III,1919.,1975,CH,"45.07,0",40.0,9.748835145329489
13717,Hommes II,---,1980,F,--------,35.0,
13720,Hommes IV,568.,1963,CH,"37.14,8",52.0,11.82782383977603
13724,Femmes III,143.,1974,CH,"23.31,6",41.0,18.84457025218734
13729,Hommes II,163.,1980,CH,"29.18,6",35.0,15.054478174467212
13730,Femmes IV,52.,1960,CH,"23.29,8",55.0,18.859129539016227
13731,Femmes III,380.,1968,CH,"25.46,3",47.0,17.255625809998822
13734,Hommes I,1250.,1987,CH,"39.36,1",28.0,11.162826147709664
13735,Femmes II,234.,1983,CH,"24.35,6",32.0,18.03990803087535
13736,Femmes II,297.,1985,F,"25.13,4",30.0,17.481499164478397
13739,Femmes III,935.,1974,F,"30.33,3",41.0,14.485214123232126
13740,Femmes III,---,1967,F,--------,48.0,
13745,Femmes I,706.,1989,CH,"27.23,5",26.0,16.13291720212961
13751,Hommes III,930.,1967,CH,"34.43,5",48.0,12.75969217366052
13753,Escaladelite Hommes,149.,1977,CH,"26.00,1",38.0,16.89858082381447
13755,Femmes II,---,1978,CH,--------,37.0,
13757,Femmes III,475.,1969,GB,"26.39,6",46.0,16.645703894529476
13758,Femmes II,---,1984,CH,--------,31.0,
13760,Hommes III,831.,1970,CH,"34.13,9",45.0,12.870324262573597
13764,Hommes III,541.,1972,CH,"32.42,4",43.0,13.551073279052556
13766,Hommes II,869.,1976,CH,"33.33,8",39.0,13.179554862319275
13767,Hommes III,1289.,1973,CH,"36.44,7",42.0,12.055313194501604
13768,Hommes II,---,1983,CH,--------,32.0,
13769,Femmes I,799.,1992,F,"28.06,1",23.0,15.658030718791204
13770,Femmes III,110.,1974,CH,"23.04,9",41.0,19.062866067942213
13771,Hommes III,992.,1973,CH,"34.58,8",42.0,12.703249681970625
13773,Hommes I,726.,1991,CH,"33.43,3",24.0,13.142105105733856
13774,Hommes II,1374.,1976,CH,"36.09,5",39.0,12.17287712979637
13776,Femmes III,686.,1969,CH,"28.09,4",46.0,15.639638356944545
13777,Hommes I,276.,1987,CH,"30.27,0",28.0,14.51536174430129
13780,Femmes II,1028.,1978,F,"30.51,6",37.0,14.398348407392845
13781,Escaladelite Hommes,278.,1982,CH,"28.14,9",33.0,15.609080251518703
13782,Hommes II,980.,1978,CH,"34.12,2",37.0,12.876736416388255
13783,Hommes V,107.,1952,CH,"37.37,0",63.0,11.757559539737759
13785,Femmes II,328.,1977,CH,"25.24,1",38.0,17.407392734043817
13788,Hommes III,287.,1967,CH,"31.03,6",48.0,14.157107874726124
13793,Femmes IV,287.,1958,CH,"27.40,6",57.0,16.032255710428373
13794,Escaladelite Hommes,245.,1990,CH,"27.48,0",25.0,15.989082969432314
13796,Hommes V,82.,1955,CH,"36.31,3",60.0,12.099798970065818
13798,Hommes II,789.,1981,CH,"33.09,1",34.0,13.277930555135837
13799,Hommes I,149.,1990,CH,"29.11,0",25.0,15.09378220542769
13804,Femmes I,---,1987,CH,--------,28.0,
13805,Femmes I,---,1989,CH,--------,26.0,
13807,Femmes I,772.,1989,CH,"27.53,7",26.0,15.955986490903149
13808,Hommes I,347.,1987,CH,"31.04,0",28.0,14.15528350515464
13809,Hommes V,113.,1951,CH,"37.48,2",64.0,11.722426764847128
13815,Femmes IV,---,1957,CH,--------,58.0,
13818,Femmes I,476.,1986,CH,"25.52,8",29.0,17.211689125665938
13819,Hommes II,69.,1983,CH,"28.09,2",32.0,15.640751815463478
13820,Hommes IV,337.,1959,CH,"34.40,6",56.0,12.770447015055515
13821,Femmes III,433.,1973,CH,"26.20,1",42.0,16.769588946986758
13826,Femmes III,1113.,1975,CH,"34.15,8",40.0,12.863165290707887
13827,Hommes I,741.,1991,CH,"33.50,9",24.0,13.112298188546362
13829,Hommes II,676.,1979,CH,"32.36,8",36.0,13.574518042511121
13830,Hommes I,1093.,1989,CH,"36.58,1",26.0,12.011153330964161
13833,Femmes III,1112.,1975,CH,"34.12,1",40.0,12.877113800885086
13835,Hommes III,668.,1975,CH,"33.23,7",40.0,13.21960465746006
13838,Hommes IV,445.,1965,CH,"35.52,3",50.0,12.368887762857867
13839,Femmes III,307.,1966,CH,"25.04,8",49.0,17.541520281060368
13841,Hommes II,1933.,1980,CH,"41.49,0",35.0,10.59002169197397
13844,Hommes III,923.,1972,F,"34.41,5",43.0,12.767107365974141
13851,Femmes II,1004.,1980,CH,"30.38,6",35.0,14.459948660567369
13853,Hommes I,1135.,1986,CH,"37.29,3",29.0,11.781835733247528
13855,Femmes I,255.,1989,CH,"24.25,7",26.0,18.113534237539678
13856,Femmes I,328.,1991,CH,"24.56,9",24.0,17.883511742439662
13859,Femmes II,593.,1983,CH,"27.14,2",32.0,16.188195416697372
13860,Hommes V,225.,1953,CH,"41.36,4",62.0,10.622280243690167
13861,Femmes I,351.,1995,CH,"25.04,7",20.0,17.54222062522458
13863,Femmes III,1079.,1974,CH,"32.57,0",41.0,13.490328523180843
13866,Femmes V,74.,1951,CH,"30.13,2",64.0,14.58183990442055
13867,Hommes II,1690.,1982,CH,"38.29,4",33.0,11.473860134746959
13868,Femmes VI,9.,1944,I,"31.44,3",71.0,13.973857456349585
13869,Hommes II,1588.,1977,CH,"37.35,4",38.0,11.762595705948494
13872,Femmes III,195.,1968,CH,"24.02,2",47.0,18.290733494296894
13874,Femmes IV,246.,1957,F,"27.10,4",58.0,16.210891381345927
13875,Femmes I,---,1989,CH,--------,26.0,
13878,Hommes I,981.,1992,CH,"35.56,3",23.0,12.354975676967635
13879,Hommes IV,827.,1958,CH,"40.33,1",57.0,10.894349259874538
13880,Hommes III,773.,1973,CH,"33.56,1",42.0,13.091981764548137
13883,Femmes I,---,1988,CH,--------,27.0,
13884,Femmes II,159.,1980,CH,"23.54,8",35.0,18.658909461525397
13885,Hommes I,162.,1992,CH,"29.19,0",23.0,15.052415210688592
13886,Escaladelite Hommes,305.,1973,CH,"28.37,5",42.0,15.484757709251102
13898,Femmes V,2.,1955,CH,"23.14,4",60.0,18.984618043553407
13899,Femmes III,403.,1974,CH,"26.02,0",41.0,16.886241352805534
13900,Hommes III,1822.,1967,F,"42.05,3",48.0,10.448243882719426
13902,Femmes III,898.,1973,F,"30.12,7",42.0,14.584259966143328
13906,Hommes II,115.,1978,CH,"28.49,1",37.0,15.421712119616721
13907,Femmes II,253.,1979,CH,"24.45,9",36.0,17.963939654115052
13908,Hommes III,---,1975,CH,--------,40.0,
13912,Femmes I,---,1987,CH,--------,28.0,
13913,Hommes IV,671.,1965,CH,"38.26,6",50.0,11.48225578842837
13915,Femmes II,---,1978,CH,--------,37.0,
13916,Escaladelite Hommes,301.,1997,CH,"28.41,2",18.0,15.464592425735606
13917,Hommes II,585.,1981,CH,"32.04,6",34.0,13.710915558884105
13920,Hommes V,261.,1952,CH,"43.10,7",63.0,10.192776115248103
13921,Femmes I,---,1988,CH,--------,27.0,
13922,Femmes IV,171.,1962,CH,"26.06,9",53.0,16.854501515209638
13927,Escaladelite Hommes,366.,1965,CH,"31.24,1",50.0,14.064210492621877
13931,Femmes IV,---,1961,CH,--------,54.0,
13932,Femmes IV,129.,1962,CH,"25.16,8",53.0,17.457883026064845
13933,Hommes I,1150.,1987,CH,"37.42,5",28.0,11.740280561122246
13934,Femmes I,---,1988,CH,--------,27.0,
13935,Hommes IV,1006.,1965,CH,"45.23,5",50.0,9.71327511882392
13936,Femmes III,408.,1973,F,"26.04,7",42.0,16.86873728260452
13937,Femmes III,---,1970,CH,--------,45.0,
13938,Hommes II,573.,1982,CH,"32.01,2",33.0,13.725477945770336
13940,Hommes III,59.,1973,F,"28.08,1",42.0,15.646878672411953
13941,Hommes III,765.,1968,CH,"33.53,1",47.0,13.103695088127406
13944,Femmes II,253.,1982,F,"24.45,9",33.0,17.963939654115052
13945,Hommes I,690.,1994,F,"33.30,1",21.0,13.19419837242125
13948,Hommes II,407.,1982,CH,"31.04,6",33.0,14.152547832248922
13952,Hommes III,710.,1975,CH,"33.37,5",40.0,13.16494382022472
13954,Hommes II,1797.,1980,CH,"39.36,8",35.0,11.16084129242024
13955,Femmes I,85.,1989,CH,"22.32,3",26.0,19.682838328181695
13956,Femmes I,611.,1993,CH,"26.49,4",22.0,16.584132256359933
13957,Femmes IV,163.,1962,CH,"25.55,9",53.0,17.190813412105324
13958,Hommes IV,139.,1958,CH,"31.50,8",57.0,13.945029833693033
13961,Femmes I,995.,1994,CH,"29.51,4",21.0,14.887172189469407
13962,Hommes I,639.,1992,CH,"33.07,1",23.0,13.285960509207465
13963,Hommes VI,---,1939,CH,--------,76.0,
13969,Hommes I,617.,1986,CH,"32.59,0",29.0,13.48204970849954
13970,Hommes II,1849.,1982,CH,"40.23,7",33.0,10.919800183910331
13972,Femmes II,195.,1980,CH,"24.12,9",35.0,18.209623274897424
13975,Hommes I,---,1990,F,--------,25.0,
13976,Femmes III,163.,1971,CH,"23.46,1",44.0,18.728101956438348
13978,Hommes I,238.,1986,CH,"30.09,2",29.0,14.601222916389741
13983,Hommes III,1247.,1973,CH,"36.29,9",42.0,12.104465687759994
13984,Hommes II,1096.,1977,CH,"34.42,1",38.0,12.76488190348915
13988,Hommes II,---,1978,CH,--------,37.0,
13992,Femmes III,851.,1971,CH,"29.38,6",44.0,14.952017967739742
13995,Hommes III,1283.,1972,CH,"36.40,5",43.0,12.069221260815823
13996,Hommes III,---,1970,CH,--------,45.0,
13998,Hommes II,747.,1980,CH,"32.58,4",35.0,13.484532285784432
14001,Hommes III,1786.,1973,CH,"41.20,3",42.0,10.663786617479309
14005,Hommes IV,---,1956,F,--------,59.0,
14006,Femmes IV,460.,1959,F,"31.26,1",56.0,14.05521256517706
14007,Femmes II,1146.,1982,CH,"32.44,3",33.0,13.543137194464139
14009,Femmes III,687.,1974,CH,"28.10,7",41.0,15.632404739032983
14010,Hommes III,1752.,1974,CH,"40.59,7",41.0,10.822967214326182
14011,Hommes I,170.,1986,CH,"29.22,7",29.0,15.033359564785988
14012,Femmes III,---,1970,CH,--------,45.0,
14013,Hommes II,905.,1978,CH,"33.47,3",37.0,13.126400382397755
14015,Femmes III,1111.,1972,CH,"34.09,6",43.0,12.886555607695918
14017,Hommes II,541.,1983,CH,"31.52,2",32.0,13.938836368250747
14018,Hommes IV,764.,1957,CH,"39.42,7",58.0,11.144139802673296
14020,Hommes I,600.,1987,CH,"32.53,0",28.0,13.506916692284046
14022,Femmes IV,386.,1962,CH,"29.18,7",53.0,15.053962380511871
14023,Hommes IV,700.,1958,CH,"38.46,1",57.0,11.424039936559113
14024,Hommes II,1688.,1978,CH,"38.28,6",37.0,11.47625763986836
14025,Hommes II,1909.,1984,CH,"41.21,5",31.0,10.660681790610214
14031,Hommes II,823.,1983,CH,"33.17,2",32.0,13.245508259978298
14032,Hommes I,---,1989,CH,--------,26.0,
14033,Hommes II,236.,1978,CH,"29.58,4",37.0,14.851946998377503
14040,Femmes III,424.,1973,CH,"26.15,0",42.0,16.802294455066924
14042,Hommes III,125.,1969,F,"29.35,4",46.0,14.968317776112286
14043,Femmes III,184.,1971,F,"23.55,0",44.0,18.657324840764332
14047,Hommes I,1153.,1995,F,"37.44,5",20.0,11.734009881159034
14048,Hommes I,406.,1995,CH,"31.28,5",20.0,14.044430238133291
14049,Femmes I,75.,1992,CH,"22.15,1",23.0,19.835673333032368
14051,Hommes II,---,1981,CH,--------,34.0,
14052,Femmes II,943.,1977,CH,"29.54,1",38.0,14.873565552960292
14053,Hommes II,---,1985,CH,--------,30.0,
14054,Femmes I,1094.,1986,CH,"31.04,1",29.0,14.154827486227893
14055,Femmes VI,1.,1943,CH,"24.34,8",72.0,18.045835386890094
14058,Hommes I,210.,1989,CH,"29.52,5",26.0,14.881625740897547
14060,Hommes III,1895.,1974,CH,"44.12,9",41.0,9.956717804618279
14064,Femmes III,160.,1975,CH,"23.44,5",40.0,18.74088291746641
14065,Hommes IV,443.,1956,CH,"35.50,5",59.0,12.375158428390368
14066,Hommes IV,127.,1962,CH,"31.39,9",53.0,13.99343928150578
14067,Hommes II,55.,1982,CH,"27.47,3",33.0,15.993156917701016
14069,Femmes IV,234.,1962,CH,"26.59,3",53.0,16.522393110969052
14073,Hommes II,1150.,1981,CH,"35.05,2",34.0,12.535090722355358
14074,Femmes IV,365.,1962,CH,"28.51,8",53.0,15.4071112981275
14077,Femmes II,720.,1985,CH,"28.09,8",30.0,15.637411915438822
14080,Hommes II,922.,1978,CH,"33.53,9",37.0,13.100569486269716
14081,Hommes V,5.,1953,CH,"29.30,3",62.0,14.99436917721735
14083,Femmes III,256.,1970,CH,"24.38,1",45.0,18.02141011443337
14085,Hommes I,402.,1987,CH,"31.28,0",28.0,14.046675191815856
14086,Hommes III,1101.,1969,CH,"35.38,1",46.0,12.41852971934089
14095,Hommes III,850.,1973,CH,"34.20,4",42.0,12.845865980587066
14098,Hommes III,1696.,1970,F,"40.21,9",45.0,10.92468733683085
14100,Hommes III,138.,1973,F,"29.42,1",42.0,14.934230651575405
14102,Hommes II,392.,1985,CH,"30.57,4",30.0,14.37103421207562
14103,Hommes III,---,1969,CH,--------,46.0,
14104,Hommes III,1479.,1972,F,"38.17,3",43.0,11.510229743536007
14105,Hommes IV,---,1965,F,--------,50.0,
14107,Hommes III,401.,1974,F,"31.51,9",41.0,13.94016307623973
14110,Hommes IV,973.,1965,CH,"43.57,7",50.0,10.082841866122036
14113,Escaladelite Femmes,92.,1979,CH,"32.36,6",36.0,13.57535685595996
14114,Hommes II,451.,1977,CH,"31.20,8",38.0,14.079082286593183
14115,Hommes III,1541.,1967,CH,"38.48,4",48.0,11.417212347988775
14116,Femmes I,---,1995,CH,--------,20.0,
14117,Hommes II,203.,1980,CH,"29.44,0",35.0,14.92459239130435
14120,Femmes I,---,1989,CH,--------,26.0,
14121,Escaladelite Hommes,339.,1973,F,"29.16,2",42.0,15.066867841711817
14125,Hommes III,1080.,1975,CH,"35.32,7",40.0,12.4375123842953
14126,Hommes II,---,1978,CH,--------,37.0,
14128,Hommes IV,838.,1960,CH,"40.45,9",55.0,10.859882844360959
14129,Escaladelite Hommes,213.,1980,F,"27.12,8",35.0,16.19654969035683
14130,Hommes V,103.,1952,F,"37.28,5",63.0,11.784363685128069
14131,Femmes II,657.,1984,CH,"27.40,2",31.0,16.034596014889424
14135,Femmes I,1203.,1986,CH,"33.11,7",29.0,13.267506114684302
14138,Femmes IV,98.,1959,CH,"24.42,9",56.0,17.986000245609727
14140,Hommes III,707.,1972,CH,"33.36,8",43.0,13.167705586190362
14141,Escaladelite Femmes,87.,1975,CH,"32.24,3",40.0,13.62714387619018
14142,Femmes I,810.,1988,CH,"28.09,7",27.0,15.637968466384311
14144,Hommes II,330.,1984,CH,"30.35,0",31.0,14.477100494233937
14145,Femmes III,451.,1968,CH,"26.25,5",47.0,16.73509807655685
14147,Hommes II,1570.,1978,CH,"37.26,9",37.0,11.789422844723498
14148,Hommes III,1731.,1966,CH,"40.47,5",49.0,10.855589870290304
14150,Escaladelite Femmes,35.,1985,CH,"28.14,4",30.0,15.611853325753271
14152,Femmes III,319.,1974,F,"25.14,3",41.0,17.475241617945354
14154,Hommes IV,565.,1964,F,"37.12,5",51.0,11.835151515151516
14155,Femmes IV,159.,1964,CH,"25.50,9",51.0,17.224508996824653
14156,Hommes IV,---,1961,CH,--------,54.0,
14157,Hommes V,77.,1951,CH,"36.17,8",64.0,12.144949969594782
14160,Hommes IV,335.,1957,F,"34.39,4",58.0,12.774902599290575
14161,Hommes II,1959.,1977,CH,"42.24,2",38.0,10.401496141281191
14163,Hommes I,1347.,1987,F,"43.20,4",28.0,10.169891676696603
14165,Escaladelite Femmes,44.,1991,CH,"28.55,6",24.0,15.386608768735115
14166,Hommes III,1783.,1969,F,"41.18,2",46.0,10.66922441843524
14168,Femmes II,178.,1981,CH,"24.05,7",34.0,18.264122708567154
14172,Femmes II,1199.,1980,E,"34.12,8",35.0,12.874472573839663
14175,Femmes II,978.,1983,F,"30.11,4",32.0,14.59055588762702
14176,Hommes II,1440.,1982,F,"36.36,2",33.0,12.083493757219076
14177,Hommes I,810.,1991,CH,"34.18,2",24.0,12.854133754607687
14180,Hommes II,897.,1983,F,"33.43,9",32.0,13.139747002003649
14181,Hommes I,675.,1990,F,"33.23,4",25.0,13.220797977974364
14182,Hommes III,594.,1971,CH,"33.01,3",44.0,13.30930239602581
14183,Hommes I,566.,1986,CH,"32.40,6",29.0,13.558600259211259
14186,Hommes III,379.,1966,CH,"31.39,6",49.0,13.994776404637534
14187,Femmes II,549.,1982,F,"26.54,9",33.0,16.549775886097407
14189,Hommes III,---,1974,CH,--------,41.0,
