code,dateTime,gustPeak,humidity,windSpeed,windDirection,qnhPressure,temperature,precipitation,sunshine,qfePressure,qffPressure
BER,2016-08-13T03:40:00.000Z,1.4,95,0.4,201,1026.6,11.7,0.0,0,961.1,1026.5
BER,2016-08-13T04:00:00.000Z,0.7,94,0.4,169,1026.6,12.0,0.0,0,961.1,1026.4
BER,2016-08-13T04:00:00.000Z,0.7,94,0.4,169,1026.6,12.0,0.0,0,961.1,1026.4
BER,2016-08-13T04:20:00.000Z,2.5,95,1.4,161,1026.6,11.8,0.0,0,961.1,1026.4
BER,2016-08-13T04:20:00.000Z,2.5,95,1.4,161,1026.6,11.8,0.0,0,961.1,1026.4
BER,2016-08-13T04:40:00.000Z,2.9,96,1.8,168,1026.6,11.2,0.0,0,961.1,1026.6
BER,2016-08-13T04:50:00.000Z,2.9,95,1.8,193,1026.8,11.8,0.0,0,961.2,1026.6
BER,2016-08-13T05:00:00.000Z,2.2,95,0.7,182,1026.8,11.6,0.0,0,961.2,1026.6
BER,2016-08-13T05:00:00.000Z,2.2,95,0.7,182,1026.8,11.6,0.0,0,961.2,1026.6
BER,2016-08-13T05:20:00.000Z,3.2,95,2.2,233,1026.8,12.0,0.0,10,961.2,1026.5
BER,2016-08-13T05:30:00.000Z,4.7,93,2.9,232,1026.9,12.6,0.0,10,961.3,1026.5
BER,2016-08-13T05:40:00.000Z,3.2,93,1.4,192,1026.9,12.7,0.0,10,961.3,1026.4
BER,2016-08-13T05:50:00.000Z,4.7,91,2.9,198,1027.0,13.6,0.0,10,961.4,1026.3
BER,2016-08-13T06:00:00.000Z,4.0,90,2.5,213,1027.0,13.9,0.0,10,961.4,1026.3
BER,2016-08-13T06:10:00.000Z,4.0,90,2.9,243,1027.1,13.9,0.0,10,961.5,1026.4
BER,2016-08-13T06:20:00.000Z,6.1,88,3.6,245,1027.0,14.4,0.0,10,961.4,1026.1
BER,2016-08-13T06:30:00.000Z,6.8,85,4.7,220,1027.1,14.9,0.0,10,961.5,1026.1
BER,2016-08-13T06:40:00.000Z,6.8,82,4.0,213,1027.1,15.5,0.0,10,961.5,1026.0
BER,2016-08-13T06:50:00.000Z,8.3,84,4.0,235,1027.2,15.9,0.0,10,961.6,1026.0
BER,2016-08-13T07:00:00.000Z,7.6,77,4.3,196,1027.2,16.6,0.0,10,961.6,1025.8
BER,2016-08-13T07:10:00.000Z,7.9,76,5.0,186,1027.3,16.8,0.0,10,961.7,1025.9
BER,2016-08-13T07:20:00.000Z,7.6,74,4.0,190,1027.3,17.3,0.0,10,961.7,1025.8
BER,2016-08-13T07:30:00.000Z,5.8,72,3.6,179,1027.3,17.6,0.0,10,961.7,1025.7
BER,2016-08-13T07:40:00.000Z,8.6,73,4.0,175,1027.3,18.0,0.0,10,961.7,1025.6
BER,2016-08-13T07:50:00.000Z,5.8,73,3.6,163,1027.2,17.8,0.0,10,961.6,1025.5
BER,2016-08-13T08:00:00.000Z,6.5,72,2.5,0,1027.2,18.4,0.0,10,961.6,1025.4
BER,2016-08-13T08:10:00.000Z,7.9,69,4.3,220,1027.2,18.7,0.0,10,961.6,1025.3
BER,2016-08-13T08:20:00.000Z,7.6,69,4.0,236,1027.2,18.6,0.0,10,961.6,1025.3
BER,2016-08-13T08:30:00.000Z,5.0,68,2.2,260,1027.2,18.9,0.0,10,961.6,1025.3
BER,2016-08-13T08:40:00.000Z,7.6,67,5.0,266,1027.2,19.6,0.0,10,961.6,1025.1
BER,2016-08-13T08:50:00.000Z,10.1,66,4.7,290,1027.2,19.5,0.0,10,961.6,1025.1
BER,2016-08-13T09:00:00.000Z,8.6,72,4.7,268,1027.1,20.4,0.0,10,961.5,1024.8
BER,2016-08-13T09:10:00.000Z,7.2,64,2.9,262,1027.0,20.0,0.0,10,961.4,1024.8
BER,2016-08-13T09:20:00.000Z,5.8,64,2.5,157,1027.0,20.1,0.0,10,961.4,1024.8
BER,2016-08-13T09:30:00.000Z,3.6,63,1.8,100,1027.0,20.6,0.0,10,961.4,1024.7
BER,2016-08-13T09:40:00.000Z,8.3,63,4.3,241,1027.0,21.4,0.0,10,961.4,1024.5
BER,2016-08-13T09:50:00.000Z,8.3,61,4.7,213,1026.9,21.3,0.0,10,961.3,1024.4
BER,2016-08-13T10:00:00.000Z,8.3,64,4.0,233,1026.9,22.0,0.0,10,961.3,1024.2
BER,2016-08-13T10:10:00.000Z,6.8,60,4.3,223,1026.9,21.4,0.0,10,961.3,1024.4
BER,2016-08-13T10:20:00.000Z,4.3,58,1.8,81,1026.8,21.7,0.0,10,961.2,1024.2
BER,2016-08-13T10:30:00.000Z,5.0,58,2.2,48,1026.6,22.0,0.0,10,961.1,1024.0
BER,2016-08-13T10:30:00.000Z,5.0,58,2.2,48,1026.6,22.0,0.0,10,961.1,1024.0
BER,2016-08-13T10:40:00.000Z,6.8,55,2.5,254,1026.4,22.5,0.0,10,960.9,1023.7
BER,2016-08-13T10:50:00.000Z,10.1,53,5.0,314,1026.3,22.9,0.0,10,960.8,1023.5
BER,2016-08-13T11:00:00.000Z,11.5,53,5.4,312,1026.2,23.0,0.0,10,960.7,1023.4
BER,2016-08-13T11:10:00.000Z,5.4,57,3.2,272,1026.2,23.7,0.0,10,960.7,1023.2
BER,2016-08-13T11:20:00.000Z,6.5,56,2.2,122,1026.1,23.6,0.0,10,960.6,1023.1
BER,2016-08-13T11:30:00.000Z,13.0,56,6.1,240,1026.0,23.6,0.0,10,960.5,1023.0
BER,2016-08-13T11:40:00.000Z,11.5,53,4.7,283,1026.0,24.0,0.0,10,960.5,1022.9
BER,2016-08-13T11:50:00.000Z,11.2,57,5.0,218,1025.9,24.0,0.0,10,960.4,1022.8
BER,2016-08-13T12:00:00.000Z,13.0,54,6.8,226,1025.9,24.4,0.0,10,960.4,1022.7
BER,2016-08-13T12:10:00.000Z,11.9,58,5.4,152,1025.8,24.9,0.0,10,960.3,1022.5
BER,2016-08-13T12:20:00.000Z,11.5,51,6.5,285,1025.6,24.5,0.0,10,960.1,1022.4
BER,2016-08-13T12:30:00.000Z,14.0,50,5.8,244,1025.6,24.8,0.0,10,960.1,1022.3
BER,2016-08-13T12:40:00.000Z,13.7,51,5.0,330,1025.6,25.2,0.0,10,960.1,1022.2
BER,2016-08-13T12:50:00.000Z,9.7,45,4.7,270,1025.5,25.4,0.0,10,960.0,1022.1
BER,2016-08-13T13:00:00.000Z,14.4,50,6.1,284,1025.4,25.7,0.0,10,959.9,1021.9
BER,2016-08-13T13:10:00.000Z,13.7,41,6.1,251,1025.3,25.5,0.0,10,959.8,1021.8
BER,2016-08-13T13:20:00.000Z,13.3,46,5.0,215,1025.2,26.1,0.0,10,959.7,1021.6
BER,2016-08-13T13:30:00.000Z,10.4,47,4.3,172,1025.1,25.5,0.0,10,959.6,1021.6
BER,2016-08-13T13:40:00.000Z,11.9,51,6.5,149,1025.1,26.1,0.0,10,959.6,1021.5
BER,2016-08-13T13:50:00.000Z,12.2,43,6.1,206,1025.0,25.5,0.0,10,959.5,1021.5
BER,2016-08-13T14:00:00.000Z,12.6,41,6.5,261,1025.0,25.7,0.0,10,959.5,1021.5
BER,2016-08-13T14:10:00.000Z,10.8,41,6.5,192,1025.0,26.3,0.0,10,959.5,1021.3
BER,2016-08-13T14:20:00.000Z,11.2,46,6.8,155,1024.9,26.4,0.0,10,959.4,1021.2
BER,2016-08-13T14:30:00.000Z,11.9,41,4.7,188,1024.7,25.8,0.0,10,959.3,1021.2
BER,2016-08-13T14:40:00.000Z,8.3,43,4.7,244,1024.7,26.3,0.0,10,959.3,1021.1
BER,2016-08-13T14:50:00.000Z,9.7,46,4.0,228,1024.7,26.5,0.0,10,959.3,1021.1
BER,2016-08-13T15:00:00.000Z,11.5,44,5.4,265,1024.6,26.6,0.0,10,959.2,1020.9
BER,2016-08-13T15:10:00.000Z,12.2,40,6.1,189,1024.6,26.8,0.0,10,959.2,1020.9
BER,2016-08-13T15:20:00.000Z,11.9,39,6.8,208,1024.5,26.3,0.0,10,959.1,1020.9
BER,2016-08-13T15:30:00.000Z,9.7,47,4.0,217,1024.6,26.3,0.0,10,959.2,1021.0
BER,2016-08-13T15:40:00.000Z,11.9,42,6.1,264,1024.5,26.6,0.0,10,959.1,1020.8
BER,2016-08-13T15:50:00.000Z,7.9,42,4.3,248,1024.6,26.3,0.0,10,959.2,1021.0
BER,2016-08-13T16:00:00.000Z,6.8,39,2.9,255,1024.5,26.5,0.0,10,959.1,1020.9
BER,2016-08-13T16:10:00.000Z,8.3,45,4.0,271,1024.4,26.5,0.0,10,959.0,1020.7
BER,2016-08-13T16:20:00.000Z,7.6,49,4.3,319,1024.4,26.1,0.0,10,959.0,1020.8
BER,2016-08-13T16:30:00.000Z,7.2,50,4.0,273,1024.3,26.0,0.0,10,958.9,1020.8
BER,2016-08-13T16:40:00.000Z,9.0,46,5.0,278,1024.3,26.2,0.0,10,958.9,1020.7
BER,2016-08-13T16:50:00.000Z,7.2,45,3.2,273,1024.2,26.1,0.0,10,958.8,1020.6
BER,2016-08-13T17:00:00.000Z,6.5,45,4.0,270,1024.1,26.1,0.0,10,958.7,1020.5
BER,2016-08-13T17:10:00.000Z,7.6,44,5.0,263,1024.2,25.8,0.0,10,958.8,1020.7
BER,2016-08-13T17:20:00.000Z,10.4,44,5.0,281,1024.2,26.0,0.0,10,958.8,1020.6
BER,2016-08-13T17:30:00.000Z,7.6,42,4.7,272,1024.2,26.0,0.0,10,958.8,1020.6
BER,2016-08-13T17:40:00.000Z,6.5,45,3.2,297,1024.3,25.8,0.0,10,958.9,1020.8
BER,2016-08-13T17:50:00.000Z,5.8,48,3.6,4,1024.2,25.3,0.0,10,958.8,1020.8
BER,2016-08-13T18:00:00.000Z,4.0,48,2.9,13,1024.3,25.1,0.0,10,958.9,1021.0
BER,2016-08-13T18:10:00.000Z,4.0,58,2.9,12,1024.2,23.4,0.0,10,958.8,1021.2
BER,2016-08-13T18:20:00.000Z,4.7,59,3.6,26,1024.3,23.2,0.0,7,958.9,1021.4
BER,2016-08-13T18:30:00.000Z,4.3,67,3.6,30,1024.3,21.5,0.0,0,958.9,1021.8
BER,2016-08-13T18:40:00.000Z,4.0,70,2.9,39,1024.3,20.5,0.0,0,958.9,1022.0
BER,2016-08-13T18:50:00.000Z,5.0,72,4.0,37,1024.4,20.0,0.0,0,959.0,1022.2
BER,2016-08-13T19:00:00.000Z,5.4,73,4.3,30,1024.4,19.8,0.0,0,959.0,1022.3
BER,2016-08-13T19:10:00.000Z,5.4,73,3.2,22,1024.5,19.9,0.0,0,959.1,1022.4
BER,2016-08-13T19:20:00.000Z,2.5,76,0.7,22,1024.5,19.3,0.0,0,959.1,1022.5
BER,2016-08-13T19:30:00.000Z,3.6,78,2.5,6,1024.6,19.1,0.0,0,959.2,1022.7
BER,2016-08-13T19:40:00.000Z,3.2,77,1.8,9,1024.6,19.2,0.0,0,959.2,1022.6
BER,2016-08-13T19:50:00.000Z,0.7,75,0.4,9,1024.7,19.6,0.0,0,959.3,1022.7
BER,2016-08-13T20:00:00.000Z,1.4,79,0.4,77,1024.9,18.9,0.0,0,959.4,1022.9
BER,2016-08-13T20:10:00.000Z,0.4,80,0.0,0,1024.9,18.5,0.0,0,959.4,1023.0
BER,2016-08-13T20:20:00.000Z,0.0,80,0.0,0,1025.0,18.4,0.0,0,959.5,1023.2
BER,2016-08-13T20:30:00.000Z,1.4,83,0.0,0,1025.0,17.5,0.0,0,959.5,1023.4
BER,2016-08-13T20:40:00.000Z,1.1,82,0.4,81,1025.0,18.0,0.0,0,959.5,1023.2
BER,2016-08-13T20:50:00.000Z,1.4,82,0.7,146,1025.0,18.0,0.0,0,959.5,1023.2
BER,2016-08-13T21:00:00.000Z,2.5,80,0.7,172,1025.1,18.4,0.0,0,959.6,1023.3
BER,2016-08-13T21:10:00.000Z,3.2,81,2.5,165,1025.1,18.1,0.0,0,959.6,1023.3
BER,2016-08-13T21:20:00.000Z,1.8,85,1.1,167,1025.1,17.3,0.0,0,959.6,1023.5
BER,2016-08-13T21:30:00.000Z,1.4,86,0.4,195,1025.0,16.9,0.0,0,959.5,1023.5
BER,2016-08-13T21:40:00.000Z,2.2,87,0.7,213,1025.0,17.0,0.0,0,959.5,1023.5
BER,2016-08-13T21:50:00.000Z,3.6,89,2.5,232,1025.0,16.4,0.0,0,959.5,1023.6
BER,2016-08-13T22:00:00.000Z,3.2,85,1.4,193,1025.0,16.7,0.0,0,959.5,1023.6
BER,2016-08-13T22:10:00.000Z,1.1,85,0.4,187,1025.1,16.6,0.0,0,959.6,1023.7
BER,2016-08-13T22:20:00.000Z,1.1,87,0.4,189,1025.1,16.5,0.0,0,959.6,1023.7
BER,2016-08-13T22:30:00.000Z,1.8,86,0.7,211,1025.1,16.8,0.0,0,959.6,1023.6
BER,2016-08-13T22:40:00.000Z,3.2,84,1.8,203,1025.0,17.1,0.0,0,959.5,1023.5
BER,2016-08-13T22:50:00.000Z,4.7,88,2.9,192,1025.1,16.0,0.0,0,959.6,1023.8
BER,2016-08-13T23:00:00.000Z,6.5,89,2.9,205,1025.1,16.4,0.0,0,959.6,1023.7
BER,2016-08-13T23:10:00.000Z,3.6,88,1.4,225,1025.1,16.4,0.0,0,959.6,1023.7
BER,2016-08-13T23:20:00.000Z,4.0,90,2.2,209,1025.1,16.0,0.0,0,959.6,1023.8
BER,2016-08-13T23:30:00.000Z,2.5,90,1.1,181,1025.1,16.4,0.0,0,959.6,1023.7
BER,2016-08-13T23:40:00.000Z,2.9,91,1.4,220,1025.1,16.1,0.0,0,959.6,1023.8
BER,2016-08-13T23:50:00.000Z,1.4,93,0.4,194,1025.1,15.9,0.0,0,959.6,1023.9
BER,2016-08-14T00:00:00.000Z,1.8,93,0.7,157,1025.1,15.8,0.0,0,959.6,1023.9
BER,2016-08-14T00:20:00.000Z,1.4,94,0.4,181,1025.1,15.4,0.0,0,959.6,1024.0
BER,2016-08-14T00:20:00.000Z,1.4,94,0.4,181,1025.1,15.4,0.0,0,959.6,1024.0
BER,2016-08-14T00:40:00.000Z,1.4,94,0.7,249,1025.1,15.3,0.0,0,959.6,1024.0
BER,2016-08-14T00:50:00.000Z,1.1,94,0.0,0,1025.1,15.6,0.0,0,959.6,1023.9
BER,2016-08-14T01:00:00.000Z,1.1,95,0.4,176,1025.1,15.3,0.0,0,959.6,1024.0
BER,2016-08-14T01:00:00.000Z,1.1,95,0.4,176,1025.1,15.3,0.0,0,959.6,1024.0
BER,2016-08-14T01:20:00.000Z,1.8,94,0.4,191,1025.0,15.3,0.0,0,959.5,1023.9
BER,2016-08-14T01:30:00.000Z,1.8,95,1.1,159,1025.0,15.0,0.0,0,959.5,1024.0
BER,2016-08-14T01:40:00.000Z,5.8,92,2.9,205,1025.0,15.2,0.0,0,959.5,1023.9
BER,2016-08-14T01:50:00.000Z,6.8,91,4.7,196,1024.9,15.4,0.0,0,959.4,1023.8
BER,2016-08-14T02:00:00.000Z,6.8,93,4.7,204,1024.7,15.0,0.0,0,959.3,1023.7
BER,2016-08-14T02:10:00.000Z,4.7,94,2.9,232,1024.7,14.4,0.0,0,959.3,1023.9
BER,2016-08-14T02:20:00.000Z,2.2,94,0.7,313,1024.6,14.5,0.0,0,959.2,1023.8
BER,2016-08-14T02:30:00.000Z,2.5,93,0.7,264,1024.5,15.0,0.0,0,959.1,1023.5
BER,2016-08-14T02:40:00.000Z,5.4,94,3.6,215,1024.5,14.3,0.0,0,959.1,1023.7
BER,2016-08-14T02:50:00.000Z,2.9,94,1.1,194,1024.5,14.4,0.0,0,959.1,1023.7
BER,2016-08-14T03:00:00.000Z,2.2,94,0.4,242,1024.4,14.5,0.0,0,959.0,1023.5
BER,2016-08-14T03:10:00.000Z,2.5,96,0.7,242,1024.4,14.3,0.0,0,959.0,1023.6
BER,2016-08-14T03:20:00.000Z,2.5,95,0.7,240,1024.3,14.4,0.0,0,958.9,1023.5
BER,2016-08-14T03:30:00.000Z,1.4,95,0.4,165,1024.3,14.4,0.0,0,958.9,1023.5
BER,2016-08-14T03:40:00.000Z,0.7,94,0.0,0,1024.3,14.4,0.0,0,958.9,1023.5
BER,2016-08-14T03:50:00.000Z,1.1,96,0.4,121,1024.4,14.1,0.0,0,959.0,1023.6
BER,2016-08-14T04:00:00.000Z,2.2,95,1.4,356,1024.4,13.8,0.0,0,959.0,1023.7
BER,2016-08-14T04:10:00.000Z,1.4,95,0.7,316,1024.5,13.4,0.0,0,959.1,1023.9
BER,2016-08-14T04:20:00.000Z,2.2,93,1.1,229,1024.5,14.3,0.0,0,959.1,1023.7
BER,2016-08-14T04:30:00.000Z,3.6,94,2.2,171,1024.5,14.1,0.0,0,959.1,1023.8
BER,2016-08-14T04:40:00.000Z,2.5,95,1.1,173,1024.6,13.8,0.0,0,959.2,1023.9
BER,2016-08-14T04:50:00.000Z,1.1,95,0.4,205,1024.6,13.9,0.0,0,959.2,1023.9
BER,2016-08-14T05:00:00.000Z,2.9,95,1.8,186,1024.6,13.7,0.0,0,959.2,1024.0
BER,2016-08-14T05:10:00.000Z,4.0,95,2.2,182,1024.6,13.5,0.0,0,959.2,1024.0
BER,2016-08-14T05:20:00.000Z,2.9,94,1.8,210,1024.7,14.0,0.0,7,959.3,1024.0
BER,2016-08-14T05:30:00.000Z,2.9,95,1.1,207,1024.9,14.4,0.0,10,959.4,1024.0
BER,2016-08-14T05:40:00.000Z,4.3,93,2.5,173,1024.9,14.8,0.0,10,959.4,1023.9
BER,2016-08-14T05:50:00.000Z,5.0,90,2.5,177,1024.7,15.3,0.0,10,959.3,1023.7
BER,2016-08-14T06:00:00.000Z,2.9,91,1.8,242,1024.9,15.7,0.0,10,959.4,1023.7
BER,2016-08-14T06:10:00.000Z,4.3,89,3.2,229,1024.9,16.2,0.0,10,959.4,1023.6
BER,2016-08-14T06:20:00.000Z,7.2,84,4.7,208,1024.9,17.1,0.0,10,959.4,1023.4
BER,2016-08-14T06:30:00.000Z,7.9,86,4.7,205,1024.9,17.8,0.0,10,959.4,1023.2
BER,2016-08-14T06:40:00.000Z,7.9,80,4.3,186,1025.0,18.4,0.0,10,959.5,1023.2
BER,2016-08-14T06:50:00.000Z,6.1,81,3.6,180,1025.1,19.0,0.0,10,959.6,1023.1
BER,2016-08-14T07:00:00.000Z,7.6,75,3.6,199,1025.1,19.1,0.0,10,959.6,1023.1
BER,2016-08-14T07:10:00.000Z,8.6,74,5.4,199,1025.1,19.4,0.0,10,959.6,1023.0
BER,2016-08-14T07:20:00.000Z,8.6,72,5.4,183,1025.1,19.9,0.0,10,959.6,1022.9
BER,2016-08-14T07:30:00.000Z,7.9,71,4.7,187,1025.1,20.2,0.0,10,959.6,1022.8
BER,2016-08-14T07:40:00.000Z,7.9,70,4.0,184,1025.1,20.5,0.0,10,959.6,1022.8
BER,2016-08-14T07:50:00.000Z,8.3,69,4.7,200,1025.0,20.7,0.0,10,959.5,1022.6
BER,2016-08-14T07:50:00.000Z,8.3,69,4.7,200,1025.0,20.7,0.0,10,959.5,1022.6
BER,2016-08-14T08:00:00.000Z,9.7,68,6.1,208,1025.0,21.2,0.0,10,959.5,1022.5
BER,2016-08-14T08:10:00.000Z,9.4,67,5.4,206,1025.0,21.4,0.0,10,959.5,1022.4
BER,2016-08-14T08:20:00.000Z,11.9,69,6.5,186,1025.0,21.9,0.0,10,959.5,1022.3
BER,2016-08-14T08:30:00.000Z,9.0,63,5.4,197,1024.9,21.8,0.0,10,959.4,1022.2
BER,2016-08-14T08:40:00.000Z,7.9,65,4.7,195,1024.9,22.2,0.0,10,959.4,1022.2
BER,2016-08-14T08:50:00.000Z,9.7,64,4.0,239,1024.7,22.8,0.0,10,959.3,1021.9
BER,2016-08-14T09:00:00.000Z,9.4,61,4.0,191,1024.6,22.7,0.0,10,959.2,1021.8
BER,2016-08-14T09:10:00.000Z,7.9,58,4.0,196,1024.6,23.4,0.0,10,959.2,1021.7
BER,2016-08-14T09:20:00.000Z,7.9,59,3.6,252,1024.6,23.2,0.0,10,959.2,1021.7
BER,2016-08-14T09:30:00.000Z,10.8,62,5.0,308,1024.6,24.3,0.0,10,959.2,1021.5
BER,2016-08-14T09:40:00.000Z,11.2,59,6.1,290,1024.6,23.7,0.0,10,959.2,1021.6
BER,2016-08-14T09:50:00.000Z,14.0,60,6.1,250,1024.5,24.3,0.0,10,959.1,1021.4
BER,2016-08-14T10:00:00.000Z,9.7,56,3.6,251,1024.4,24.8,0.0,10,959.0,1021.1
BER,2016-08-14T10:10:00.000Z,12.2,59,5.8,242,1024.3,24.8,0.0,10,958.9,1021.0
BER,2016-08-14T10:20:00.000Z,8.6,60,4.7,226,1024.2,25.0,0.0,10,958.8,1020.9
BER,2016-08-14T10:30:00.000Z,9.7,57,4.3,208,1024.2,24.6,0.0,10,958.8,1021.0
BER,2016-08-14T10:40:00.000Z,10.4,55,4.0,148,1024.1,24.8,0.0,10,958.7,1020.8
BER,2016-08-14T10:50:00.000Z,10.4,56,5.8,180,1024.0,25.9,0.0,10,958.6,1020.5
BER,2016-08-14T11:00:00.000Z,9.7,54,4.0,184,1024.0,25.4,0.0,10,958.6,1020.6
BER,2016-08-14T11:10:00.000Z,9.4,53,4.7,185,1023.9,25.6,0.0,10,958.5,1020.4
BER,2016-08-14T11:20:00.000Z,13.7,53,3.6,210,1023.8,25.9,0.0,10,958.4,1020.2
BER,2016-08-14T11:30:00.000Z,12.2,49,6.1,209,1023.7,26.6,0.0,10,958.3,1020.0
BER,2016-08-14T11:40:00.000Z,10.1,46,4.7,190,1023.6,26.8,0.0,10,958.2,1019.8
BER,2016-08-14T11:50:00.000Z,11.9,42,6.1,215,1023.5,26.5,0.0,10,958.1,1019.8
BER,2016-08-14T12:00:00.000Z,15.5,46,6.5,233,1023.4,27.0,0.0,10,958.0,1019.6
BER,2016-08-14T12:10:00.000Z,19.1,45,6.8,240,1023.4,27.0,0.0,10,958.0,1019.6
BER,2016-08-14T12:20:00.000Z,16.9,41,7.2,260,1023.4,27.6,0.0,10,958.0,1019.4
BER,2016-08-14T12:30:00.000Z,13.0,42,6.1,252,1023.4,27.0,0.0,10,958.0,1019.6
BER,2016-08-14T12:40:00.000Z,11.5,39,4.7,283,1023.3,27.5,0.0,10,957.9,1019.3
BER,2016-08-14T12:50:00.000Z,15.5,39,6.5,241,1023.2,27.5,0.0,10,957.8,1019.2
BER,2016-08-14T13:00:00.000Z,10.8,38,5.8,228,1023.1,27.7,0.0,10,957.7,1019.1
BER,2016-08-14T13:10:00.000Z,15.5,43,7.2,249,1023.1,27.6,0.0,10,957.7,1019.1
BER,2016-08-14T13:20:00.000Z,8.6,42,4.3,212,1023.0,27.5,0.0,10,957.6,1019.0
BER,2016-08-14T13:30:00.000Z,14.8,41,6.8,207,1023.0,27.7,0.0,10,957.6,1019.0
BER,2016-08-14T13:40:00.000Z,13.0,35,6.8,235,1023.0,28.0,0.0,10,957.6,1018.9
BER,2016-08-14T13:50:00.000Z,10.1,42,6.5,226,1022.9,27.9,0.0,10,957.5,1018.8
BER,2016-08-14T14:00:00.000Z,7.9,36,3.2,173,1022.9,27.9,0.0,10,957.5,1018.8
BER,2016-08-14T14:10:00.000Z,10.1,35,4.7,229,1022.7,28.0,0.0,10,957.4,1018.7
BER,2016-08-14T14:20:00.000Z,10.4,40,6.1,236,1022.6,28.1,0.0,10,957.3,1018.6
BER,2016-08-14T14:30:00.000Z,8.6,35,3.6,281,1022.6,28.0,0.0,10,957.3,1018.6
BER,2016-08-14T14:40:00.000Z,10.1,40,3.2,262,1022.5,28.0,0.0,10,957.2,1018.5
BER,2016-08-14T14:50:00.000Z,8.6,36,3.2,144,1022.4,27.9,0.0,10,957.1,1018.4
BER,2016-08-14T15:00:00.000Z,10.1,37,6.1,241,1022.3,28.3,0.0,10,957.0,1018.2
BER,2016-08-14T15:10:00.000Z,11.5,41,2.5,212,1022.2,28.2,0.0,10,956.9,1018.1
BER,2016-08-14T15:20:00.000Z,12.2,40,5.4,324,1022.2,28.1,0.0,10,956.9,1018.1
BER,2016-08-14T15:30:00.000Z,6.8,41,2.5,127,1022.2,28.3,0.0,10,956.9,1018.1
BER,2016-08-14T15:40:00.000Z,8.6,43,5.0,228,1022.2,28.1,0.0,10,956.9,1018.1
BER,2016-08-14T15:50:00.000Z,10.4,42,6.8,215,1022.1,28.1,0.0,10,956.8,1018.0
BER,2016-08-14T16:00:00.000Z,11.9,39,7.9,254,1022.0,28.5,0.0,10,956.7,1017.8
BER,2016-08-14T16:10:00.000Z,11.2,43,5.4,283,1022.0,28.1,0.0,10,956.7,1017.9
BER,2016-08-14T16:20:00.000Z,11.5,42,4.3,263,1021.9,27.9,0.0,10,956.6,1017.9
BER,2016-08-14T16:30:00.000Z,9.0,47,6.1,245,1021.9,27.7,0.0,10,956.6,1017.9
BER,2016-08-14T16:40:00.000Z,8.3,45,5.4,237,1021.8,27.8,0.0,10,956.5,1017.8
BER,2016-08-14T16:50:00.000Z,9.7,44,6.1,246,1021.8,27.6,0.0,10,956.5,1017.8
BER,2016-08-14T17:00:00.000Z,9.4,46,6.5,255,1021.8,27.4,0.0,10,956.5,1017.9
BER,2016-08-14T17:10:00.000Z,9.0,46,6.5,249,1021.8,27.3,0.0,10,956.5,1017.9
BER,2016-08-14T17:20:00.000Z,8.6,51,5.4,261,1021.8,26.8,0.0,10,956.5,1018.0
BER,2016-08-14T17:30:00.000Z,7.2,48,4.7,256,1021.8,26.8,0.0,10,956.5,1018.0
BER,2016-08-14T17:40:00.000Z,7.2,45,5.0,252,1021.8,26.9,0.0,8,956.5,1018.0
BER,2016-08-14T17:50:00.000Z,5.8,47,4.0,255,1021.8,26.7,0.0,10,956.5,1018.0
BER,2016-08-14T18:00:00.000Z,4.7,50,3.6,258,1021.8,26.2,0.0,7,956.5,1018.2
BER,2016-08-14T18:10:00.000Z,2.9,55,1.4,261,1021.8,25.2,0.0,0,956.5,1018.4
BER,2016-08-14T18:20:00.000Z,4.3,68,2.5,31,1021.9,22.7,0.0,0,956.6,1019.1
BER,2016-08-14T18:30:00.000Z,7.2,64,4.3,35,1021.9,23.3,0.0,0,956.6,1018.9
BER,2016-08-14T18:40:00.000Z,7.6,65,6.1,21,1022.0,23.2,0.0,0,956.7,1019.0
BER,2016-08-14T18:50:00.000Z,7.6,65,6.5,15,1022.1,23.1,0.0,0,956.8,1019.2
BER,2016-08-14T19:00:00.000Z,8.3,71,6.8,20,1022.2,22.2,0.0,0,956.9,1019.5
BER,2016-08-14T19:10:00.000Z,11.9,65,8.3,33,1022.3,23.4,0.0,0,957.0,1019.3
BER,2016-08-14T19:20:00.000Z,11.2,66,7.6,39,1022.4,23.2,0.0,0,957.1,1019.5
BER,2016-08-14T19:30:00.000Z,14.0,62,8.6,50,1022.5,23.8,0.0,0,957.2,1019.4
BER,2016-08-14T19:40:00.000Z,19.1,57,10.4,59,1022.5,24.2,0.0,0,957.2,1019.4
BER,2016-08-14T19:50:00.000Z,17.3,58,9.7,53,1022.5,23.7,0.0,0,957.2,1019.5
BER,2016-08-14T20:00:00.000Z,11.9,69,8.6,33,1022.6,22.0,0.0,0,957.3,1020.0
BER,2016-08-14T20:10:00.000Z,9.0,69,6.1,36,1022.7,21.8,0.0,0,957.4,1020.1
BER,2016-08-14T20:20:00.000Z,8.3,76,6.8,24,1022.9,20.6,0.0,0,957.5,1020.5
BER,2016-08-14T20:30:00.000Z,6.8,80,4.3,19,1023.0,19.5,0.0,0,957.6,1020.9
BER,2016-08-14T20:40:00.000Z,2.9,74,1.1,347,1023.0,20.8,0.0,0,957.6,1020.6
BER,2016-08-14T20:50:00.000Z,2.9,75,1.1,22,1023.0,20.2,0.0,0,957.6,1020.7
