,1ère boucle,2ème boucle,3ème boucle,nom,temps net
279,"      9.12,8 ","     9.53,5 ","     9.22,8 ",Terrier Alexandre,"    28.16,6 "
280,"      9.03,4 ","     9.55,7 ","     9.30,8 ",Mayer Timothy,"    28.19,3 "
281,"      8.43,7 ","     9.34,7 ","    10.12,3 ",Charpilloz Jéremy,"    28.17,3 "
282,"      9.01,5 ","     9.43,2 ","     9.47,0 ",Betrisey Mathias,"    28.22,3 "
283,"      9.27,2 ","     9.51,4 ","     9.13,2 ",Ihne Arnaud,"    28.16,1 "
284,"      9.24,5 ","     9.50,9 ","     9.16,6 ",Dedenis Mickael,"    28.16,7 "
285,"      9.24,8 ","     9.52,2 ","     9.15,5 ",Verdier Jean-François,"    28.17,2 "
286,"      8.53,9 ","    10.03,8 ","     9.38,3 ",Berney Nicolas,"    28.25,1 "
287,"      9.04,3 ","     9.53,0 ","     9.39,8 ",Baddour Nicholas-Karim,"    28.21,9 "
288,"      8.58,8 ","    10.00,5 ","     9.40,1 ",Schiller Maverick,"    28.29,6 "
289,"      9.13,5 ","     9.56,8 ","     9.30,0 ",Lanna Stefano,"    28.28,4 "
290,"      9.17,7 ","     9.54,9 ","     9.28,6 ",Dumalle Florian,"    28.29,1 "
291,"      9.12,5 ","     9.57,1 ","     9.32,0 ",Borloz Patrick,"    28.27,9 "
292,"      9.13,0 ","    10.08,9 ","     9.19,9 ",Lorenzini Valentin,"    28.29,1 "
293,"      9.19,8 ","     9.52,4 ","     9.30,6 ",Payot Thomas,"    28.29,0 "
294,"      9.11,6 ","    10.04,1 ","     9.29,1 ",Attard Jean-Louis,"    28.34,9 "
295,"      9.26,8 ","     9.48,8 ","     9.29,9 ",Navarro Charles,"    28.31,6 "
296,"      9.23,4 ","     9.52,1 ","     9.30,3 ",Detzel Patrick,"    28.31,1 "
297,"      9.25,6 ","     9.49,7 ","     9.30,7 ",Cornet Hervé,"    28.32,6 "
298,"      9.22,8 ","     9.51,4 ","     9.32,2 ",Assoussi Noureddine,"    28.36,1 "
299,"      9.15,0 ","     9.59,3 ","     9.33,2 ",Gebel Julien,"    28.35,8 "
300,"      8.52,1 ","    10.22,6 ","     9.33,6 ",Buckley Jordi,"    28.41,2 "
301,"      9.36,0 ","    10.00,4 ","     9.12,4 ",Piretti Lionel,"    28.36,1 "
302,"      9.18,3 ","     9.56,2 ","     9.34,4 ",Widmer Bernard,"    28.36,0 "
303,"      9.12,9 ","    10.04,6 ","     9.32,2 ",Maulini Nicolas,"    28.36,0 "
304,"      9.17,0 ","     9.56,4 ","     9.37,1 ",Bryden Alan,"    28.37,5 "
305,"      9.08,9 ","     9.58,5 ","     9.43,4 ",Jaunin Nicolas,"    28.36,6 "
306,"      9.06,0 ","    10.01,4 ","     9.44,6 ",Gaille Fabrice,"    28.37,7 "
307,"      9.07,0 ","    10.01,6 ","     9.43,7 ",Hochmann Marc,"    28.40,1 "
308,"      9.08,5 ","     9.51,1 ","     9.53,5 ",Faes Antonin,"    28.38,4 "
309,"      9.04,4 ","    10.01,8 ","     9.49,3 ",Mesnil Bastien,"    28.46,5 "
310,"      9.15,6 ","    10.03,2 ","     9.38,5 ",Bellanger Benjamin,"    28.43,2 "
311,"      9.17,6 ","    10.00,0 ","     9.40,3 ",Boucheriha Mustapha,"    28.47,2 "
312,"      9.19,3 ","    10.08,8 ","     9.30,5 ",Reymond Timothée,"    28.44,2 "
313,"      9.21,9 ","    10.15,0 ","     9.23,4 ",Palama Anthony,"    28.45,8 "
314,"      9.19,6 ","    10.09,6 ","     9.31,6 ",Laouar Fayçal,"    28.51,3 "
315,"      9.26,3 ","    10.07,6 ","     9.27,6 ",Stiefel Adrian,"    28.49,0 "
316,"      9.21,2 ","    10.10,6 ","     9.30,7 ",Pereirad David,"    28.49,5 "
317,"      9.16,0 ","    10.12,0 ","     9.35,5 ",Maystre Nicolas,"    28.49,5 "
318,"      9.13,3 ","    10.15,5 ","     9.34,7 ",Raykov Lyudmil,"    28.54,3 "
319,"      9.21,4 ","    10.07,3 ","     9.35,0 ",Ferreras Alexandre,"    28.50,7 "
320,"      9.32,2 ","    10.01,8 ","     9.29,8 ",Duport Pascal,"    28.50,3 "
321,"      9.22,5 ","    10.03,9 ","     9.38,9 ",Kibbe Stuart,"    28.51,9 "
322,"      9.31,6 ","    10.05,7 ","     9.28,6 ",Catheline Adrien,"    28.54,1 "
323,"      9.29,0 ","    10.08,8 ","     9.28,6 ",Govaerts Patrice,"    28.53,6 "
324,"      9.38,9 ","     9.57,2 ","     9.30,6 ",Chatelain Frédéric,"    28.55,5 "
325,"      9.13,7 ","    10.16,9 ","     9.36,7 ",Molinard Guillaume,"    28.52,7 "
326,"      9.06,3 ","    10.07,7 ","     9.54,4 ",Rizzi Julien,"    28.56,5 "
327,"      9.21,8 ","    10.05,9 ","     9.41,1 ",Bazot Stéphane,"    28.53,8 "
328,"      9.18,5 ","    10.04,7 ","     9.47,1 ",Hirtz Christian,"    28.59,1 "
329,"      9.17,7 ","    10.08,3 ","     9.44,6 ",Traore Kerfala,"    28.58,4 "
330,"      9.27,0 ","    10.07,6 ","     9.36,6 ",Gordon Hamish,"    28.57,0 "
331,"      9.40,1 ","     9.57,8 ","     9.35,5 ",Martin Bruno,"    29.00,2 "
332,"      9.16,1 ","    10.12,6 ","     9.45,7 ",Riat David,"    29.01,8 "
333,"      9.14,3 ","    10.22,2 ","     9.41,2 ",Ward Francis,"    29.04,6 "
334,"      8.58,9 ","    10.08,0 ","    10.16,9 ",Solioz Christian,"    29.11,8 "
335,"      9.19,7 ","    10.17,6 ","     9.46,5 ",Vaucher Dimitri,"    29.11,9 "
336,"      9.18,6 ","    10.14,1 ","     9.51,5 ",Dechevrens Alain,"    29.11,4 "
337,"      9.31,7 ","    10.06,6 ","     9.47,0 ",Yon Philippe,"    29.13,4 "
338,"      9.30,9 ","    10.06,8 ","     9.50,0 ",Bursik Mathieu,"    29.16,2 "
339,"      9.29,7 ","    10.09,1 ","     9.49,3 ",Chaval Gregory,"    29.13,5 "
340,"      9.27,1 ","    10.13,7 ","     9.48,1 ",Quairiaux Charles,"    29.17,6 "
341,"      9.23,8 ","    10.16,0 ","     9.54,0 ",De Terwangne Didier,"    29.22,6 "
342,"      9.35,6 ","    10.13,4 ","     9.47,3 ",Poncet Thierry,"    29.22,1 "
343,"      9.11,3 ","    10.15,0 ","    10.13,1 ",Röthlisberger Michael,"    29.23,5 "
344,"      9.22,3 ","    10.17,1 ","    10.00,9 ",Russo Simon,"    29.26,9 "
345,"      9.28,8 ","    10.17,1 ","     9.57,1 ",Gay Laurent,"    29.29,3 "
346,"      9.36,0 ","    10.19,4 ","     9.53,0 ",Friedli Mathieu,"    29.37,1 "
347,"      9.28,2 ","    10.29,6 ","     9.53,0 ",Chalot Baptiste,"    29.35,5 "
348,"      9.27,5 ","    10.29,1 ","     9.56,9 ",Lacombe Damien,"    29.41,7 "
349,"      9.25,8 ","    10.34,0 ","     9.57,3 ",Rossi Luca,"    29.44,6 "
350,"      9.26,0 ","    10.28,4 ","    10.04,6 ",Frizon Vincent,"    29.43,6 "
351,"      9.21,7 ","    10.29,4 ","    10.11,6 ",Bagnoud Geoffroy,"    29.49,7 "
352,"     10.06,4 ","    10.15,6 ","     9.41,0 ",Boillat Sylvain,"    29.52,5 "
353,"      9.37,2 ","    10.18,5 ","    10.07,5 ",Glaettli Oliver,"    29.50,7 "
354,"      9.42,0 ","    10.23,6 ","    10.03,6 ",Panchaud Christophe,"    29.54,0 "
355,"      9.43,8 ","    10.17,8 ","    10.14,0 ",Alétru Aurélien,"    30.01,2 "
356,"      9.19,5 ","    10.41,9 ","    10.18,6 ",Leloup Mickaël,"    30.11,9 "
357,"      9.39,2 ","    10.40,1 ","    10.08,0 ",Cauphy Alain,"    30.14,3 "
358,"      9.32,1 ","    10.32,3 ","    10.30,4 ",Popescu Lucien,"    30.21,1 "
359,"      9.52,4 ","    10.39,2 ","    10.12,0 ",Rollinson Phil,"    30.29,8 "
360,"      9.42,4 ","    10.39,3 ","    10.25,6 ",Lockhart Nicolas,"    30.33,8 "
361,"      9.45,8 ","    10.44,8 ","    10.30,5 ",Kroep Bram,"    30.46,1 "
362,"      9.34,2 ","    11.07,6 ","    10.20,5 ",Sheybani Laurent,"    30.50,7 "
363,"      9.02,0 ","    10.36,8 ","    11.24,3 ",Aymon Romain,"    30.49,0 "
364,"      9.45,8 ","    10.48,4 ","    10.35,0 ",Cettour Raphael,"    30.58,4 "
365,"      9.57,3 ","    10.52,0 ","    10.49,6 ",Bueler Andre,"    31.24,1 "
366,"     10.01,2 ","    11.47,1 ","    11.20,0 ",Smith Iwan,"    32.54,5 "
