"Kanton";"Karosserie";"Treibstoff";"Anzahl Sitzplätze";"Antrieb";"Getriebe";"2014";"2015"
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Vorderrad";"Automatisches";49;46
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Vorderrad";"Manuelles";332;344
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Vorderrad";"Übrige";9;7
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Hinterrad";"Automatisches";455;490
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Hinterrad";"Manuelles";8187;8116
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Hinterrad";"Übrige";49;53
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Allrad";"Automatisches";90;103
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Allrad";"Manuelles";328;346
"Zürich";"Limousine";"Benzin";"2 Sitzplätze";"Allrad";"Übrige";19;18
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Vorderrad";"Automatisches";7;9
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Vorderrad";"Manuelles";51;48
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Vorderrad";"Übrige";5;6
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Hinterrad";"Automatisches";16;17
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Hinterrad";"Manuelles";195;204
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Hinterrad";"Übrige";16;13
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Allrad";"Automatisches";5;5
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Allrad";"Manuelles";38;33
"Zürich";"Limousine";"Benzin";"3 Sitzplätze";"Allrad";"Übrige";6;6
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Vorderrad";"Automatisches";2176;2203
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Vorderrad";"Manuelles";32364;32713
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Vorderrad";"Übrige";560;536
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Hinterrad";"Automatisches";4647;4548
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Hinterrad";"Manuelles";4985;5455
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Hinterrad";"Übrige";161;162
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Allrad";"Automatisches";2249;2367
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Allrad";"Manuelles";4895;5098
"Zürich";"Limousine";"Benzin";"4 Sitzplätze";"Allrad";"Übrige";98;99
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Vorderrad";"Automatisches";42818;39896
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Vorderrad";"Manuelles";155115;153109
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Vorderrad";"Übrige";6319;6539
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Hinterrad";"Automatisches";13966;12896
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Hinterrad";"Manuelles";10077;9313
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Hinterrad";"Übrige";362;375
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Allrad";"Automatisches";17810;17000
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Allrad";"Manuelles";18130;18242
"Zürich";"Limousine";"Benzin";"5 Sitzplätze";"Allrad";"Übrige";1051;1123
"Zürich";"Limousine";"Benzin";"6 Sitzplätze";"Vorderrad";"Automatisches";482;408
"Zürich";"Limousine";"Benzin";"6 Sitzplätze";"Vorderrad";"Manuelles";410;363
"Zürich";"Limousine";"Benzin";"6 Sitzplätze";"Vorderrad";"Übrige";5;5
"Zürich";"Limousine";"Benzin";"6 Sitzplätze";"Hinterrad";"Automatisches";201;192
"Zürich";"Limousine";"Benzin";"6 Sitzplätze";"Hinterrad";"Manuelles";159;168
"Zürich";"Limousine";"Benzin";"6 Sitzplätze";"Hinterrad";"Übrige";27;32
