date,rain (mm), rain (%),temp,temp_error,symbol
2016-09-02 04:00:00,0,1,13.2,1.2,3
2016-09-02 05:00:00,0,1,13,1.3,2
2016-09-02 06:00:00,0,1,13.5,1.2,2
2016-09-02 07:00:00,0,1,15.4,1.1,1
2016-09-02 08:00:00,0,1,18.2,0.9,1
2016-09-02 09:00:00,0,1,20.6,0.8,1
2016-09-02 10:00:00,0,1,22.2,0.8,1
2016-09-02 11:00:00,0,1,23.4,1,1
2016-09-02 12:00:00,0,1,24.8,1,1
2016-09-02 13:00:00,0,1,25.9,1,1
2016-09-02 14:00:00,0,2,26.7,1.1,1
2016-09-02 15:00:00,0,2,26.9,1.1,1
2016-09-02 16:00:00,0,2,26.4,1.2,1
2016-09-02 17:00:00,0,2,25.2,1.3,1
2016-09-02 18:00:00,0,2,23.7,1.3,2
2016-09-02 19:00:00,0,3,21.8,1.2,1
2016-09-02 20:00:00,0,3,19.5,1.2,1
2016-09-02 21:00:00,0,4,17.8,1.1,1
2016-09-02 22:00:00,0,3,16.9,1.2,3
2016-09-02 23:00:00,0,2,16.5,1.2,3
2016-09-03 00:00:00,0,1,15.6,1,3
2016-09-03 01:00:00,0,1,15.2,1,8
2016-09-03 02:00:00,0,1,14.7,1,8
2016-09-03 03:00:00,0,1,14.3,1.1,8
2016-09-03 04:00:00,0,1,13.8,1.2,3
2016-09-03 05:00:00,0,1,13.5,1.3,3
2016-09-03 06:00:00,0,1,13.9,1.3,3
2016-09-03 07:00:00,0,1,15.7,1.2,1
2016-09-03 08:00:00,0,1,18.4,0.9,1
2016-09-03 09:00:00,0,1,20.8,0.8,1
2016-09-03 10:00:00,0,1,22.4,0.8,2
2016-09-03 11:00:00,0,1,23.6,0.9,1
2016-09-03 12:00:00,0,1,25.2,1,1
2016-09-03 13:00:00,0,1,26.3,1.1,2
2016-09-03 14:00:00,0,2,27.2,1.1,1
2016-09-03 15:00:00,0,2,27.4,1.2,1
2016-09-03 16:00:00,0,2,26.8,1.3,2
2016-09-03 17:00:00,0,2,25.6,1.4,2
2016-09-03 18:00:00,0,3,24,1.4,2
2016-09-03 19:00:00,0,3,22.1,1.3,1
2016-09-03 20:00:00,0,4,19.8,1.3,1
2016-09-03 21:00:00,0,4,18.1,1.3,1
2016-09-03 22:00:00,0,4,17.3,1.3,3
2016-09-03 23:00:00,0,5,17,1.3,3
