,1ère boucle,2ème boucle,3ème boucle,nom,temps net
280,"     9.02,8 ","    10.14,6 ","     9.34,6 ",Bened Frédéric,"     28.47,0 "
281,"     9.20,1 ","     9.55,2 ","     9.36,7 ",Walker Justin,"     28.41,9 "
282,"     9.09,7 ","     9.59,3 ","     9.44,1 ",Schluechter Pascal,"     28.45,4 "
283,"     8.56,5 ","    10.08,3 ","     9.48,5 ",Chollet Gregory,"     28.44,0 "
284,"     9.29,1 ","     9.54,2 ","     9.30,9 ",Roulin Sacha,"     28.47,4 "
285,"     9.22,7 ","     9.50,8 ","     9.41,5 ",Clement David,"     28.42,4 "
286,"     9.24,4 ","     9.56,2 ","     9.34,6 ",Gay Laurent,"     28.45,4 "
287,"     9.14,8 ","     9.40,9 ","    10.00,3 ",Carnevali Andres,"     28.45,2 "
288,"     9.32,8 ","     9.57,0 ","     9.28,4 ",Sheybani Laurent,"     28.45,1 "
289,"     9.34,0 ","     9.43,9 ","     9.40,8 ",Girard Araud,"     28.42,7 "
290,"     8.22,6 ","    10.23,0 ","    10.14,3 ",Gouin Jérôme,"     28.53,0 "
291,"     9.22,1 ","    10.01,9 ","     9.36,2 ",Barbey René,"     28.52,6 "
292,"     9.21,7 ","    10.05,4 ","     9.33,2 ",Manouvrier Yves,"     28.51,6 "
293,"     9.30,3 ","    10.00,7 ","     9.29,6 ",Ortelli Thierry,"     28.49,6 "
294,"     9.06,9 ","    10.06,5 ","     9.49,8 ",Woznica Julien,"     28.56,6 "
295,"     9.17,5 ","     9.57,3 ","     9.49,7 ",Traore Kerfala,"     28.55,1 "
296,"     9.01,6 ","    10.03,8 ","     9.59,2 ",Boucourt Guillaume,"     28.58,5 "
297,"     9.21,3 ","     9.58,3 ","     9.45,2 ",Cettour Raphael,"     28.55,7 "
298,"     9.33,5 ","     9.56,8 ","     9.35,7 ",Fellay Laurent,"     28.55,0 "
299,"     9.09,1 ","     9.33,9 ","    10.23,9 ",Duport Pascal,"     28.56,6 "
300,"     9.25,7 ","     9.54,7 ","     9.47,5 ",Brinkley David,"     28.55,9 "
301,"     9.27,0 ","     9.59,8 ","     9.43,5 ",Krattinger Michael,"     29.02,8 "
302,"     9.39,2 ","    10.00,4 ","     9.30,9 ",Navarro Charles,"     28.55,3 "
303,"     9.36,3 ","     9.58,7 ","     9.37,2 ",Rossi Luca,"     29.01,2 "
304,"     9.18,2 ","    10.12,8 ","     9.41,5 ",Sousa Filipe Jose,"     29.03,6 "
305,"     9.23,6 ","     9.59,2 ","     9.51,6 ",Dallaire Ferland,"     29.01,3 "
306,"     9.16,7 ","     9.56,4 ","    10.01,8 ",Carré Cyril,"     29.05,5 "
307,"     9.28,6 ","    10.02,1 ","     9.44,9 ",Maystre Nicolas,"     29.03,8 "
308,"     9.11,1 ","    10.08,1 ","     9.56,5 ",Russo Simon,"     29.05,3 "
309,"     9.58,6 ","    10.04,8 ","     9.12,7 ",Halden Jonathan,"     29.02,4 "
310,"     9.19,6 ","    10.09,0 ","     9.48,6 ",Ritchie Mark,"     29.09,1 "
311,"     9.03,0 ","    10.11,9 ","    10.04,1 ",Gard Etienne,"     29.09,7 "
312,"     9.19,1 ","    10.01,4 ","     9.58,9 ",D'Hayer Vincent,"     29.11,6 "
313,"     9.14,7 ","    10.11,6 ","     9.54,6 ",Moine Stéphane,"     29.12,8 "
314,"     9.31,8 ","    10.06,4 ","     9.44,0 ",Panchaud Christophe,"     29.10,6 "
315,"     9.17,7 ","    10.11,7 ","     9.52,9 ",Descombes Julien,"     29.13,9 "
316,"     9.36,5 ","    10.02,1 ","     9.44,8 ",Clément Julien,"     29.13,0 "
317,"     9.12,1 ","    10.18,9 ","     9.52,5 ",Beetschen Dimitri,"     29.15,0 "
318,"     9.24,3 ","    10.05,9 ","     9.53,3 ",Eynard Stéphane,"     29.11,5 "
319,"     9.36,7 ","    10.02,0 ","     9.44,9 ",Huguenin Anthony,"     29.11,2 "
320,"     9.19,5 ","    10.11,3 ","     9.55,6 ",Eugster Philippe,"     29.15,4 "
321,"     9.32,9 ","    10.02,5 ","     9.52,2 ",Quairiaux Charles,"     29.15,0 "
322,"     9.44,2 ","    10.04,5 ","     9.40,2 ",Marchand Jocelyn,"     29.19,2 "
323,"     9.37,8 ","    10.05,0 ","     9.46,4 ",Broussard François,"     29.17,2 "
324,"     9.17,9 ","    10.11,1 ","    10.00,7 ",Bagneux Nicolas,"     29.18,0 "
325,"     9.36,9 ","    10.00,6 ","     9.52,3 ",Lockhart Nicolas,"     29.18,4 "
326,"     9.31,7 ","    10.08,0 ","     9.51,8 ",Piroux Xavier,"     29.20,9 "
327,"     9.36,2 ","    10.06,0 ","     9.49,3 ",Temporin Paolo,"     29.20,2 "
328,"     9.23,8 ","    10.16,7 ","     9.51,9 ",Decurnex Christian,"     29.24,0 "
329,"     9.45,9 ","    10.13,9 ","     9.33,0 ",Genoud Maurice,"     29.21,8 "
330,"     9.39,1 ","    10.02,6 ","     9.51,6 ",Smallbone Craig,"     29.25,5 "
331,"     9.38,8 ","    10.11,2 ","     9.44,6 ",Ribon Julien,"     29.20,4 "
332,"     9.25,8 ","    10.16,4 ","     9.52,9 ",Gori François,"     29.26,4 "
333,"     9.45,5 ","    10.10,7 ","     9.41,6 ",Alétru Aurélien,"     29.26,5 "
334,"     9.31,9 ","    10.13,7 ","     9.52,4 ",Freitag Thomas,"     29.22,0 "
335,"     9.15,4 ","    10.24,9 ","     9.57,8 ",Solioz Christian,"     29.27,5 "
336,"     9.26,2 ","    10.14,8 ","     9.57,7 ",Sharp Richard,"     29.26,4 "
337,"     9.42,8 ","    10.09,3 ","     9.46,9 ",Khlebnikov Philipp,"     29.27,3 "
338,"     9.45,2 ","    10.10,6 ","     9.45,7 ",Renaud Gregory,"     29.27,6 "
339,"     9.14,2 ","    10.23,0 ","    10.05,4 ",Pasca Mauro,"     29.34,9 "
340,"     9.26,1 ","    10.24,7 ","     9.52,2 ",Dutruel Patrick,"     29.36,4 "
341,"     9.37,5 ","    10.19,9 ","     9.45,7 ",Robert Axel,"     29.33,3 "
342,"    10.03,8 ","    10.05,3 ","     9.36,0 ",Monnard Philippe,"     29.35,4 "
343,"     9.47,0 ","    10.10,1 ","     9.48,6 ",Favre-Bonte Patrick,"     29.34,2 "
344,"     9.35,9 ","    10.14,0 ","     9.55,9 ",Friedli Mathieu,"     29.36,9 "
345,"     9.39,1 ","    10.09,1 ","     9.58,5 ",Monney Patrick,"     29.34,9 "
346,"     9.36,4 ","    10.14,4 ","     9.56,1 ",Helbling Serge,"     29.36,9 "
347,"     9.20,3 ","    10.16,7 ","    10.12,6 ",Tuna Alexander,"     29.43,3 "
348,"     9.47,9 ","    10.17,7 ","     9.44,2 ",Gloaguen Jean-Marie,"     29.37,0 "
349,"     9.41,7 ","    10.15,8 ","     9.52,6 ",Gebel Julien,"     29.40,0 "
350,"     9.29,9 ","    10.07,9 ","    10.13,6 ",Mino Pascal,"     29.40,5 "
351,"     9.37,5 ","    10.21,3 ","     9.53,1 ",Zelenka Alexander,"     29.39,6 "
352,"     9.51,7 ","    10.09,1 ","     9.51,9 ",Lefebvre Nicolas,"     29.39,2 "
353,"     9.44,6 ","    10.05,5 ","    10.02,7 ",Drapier Laurent,"     29.42,1 "
354,"     9.31,1 ","    10.22,3 ","    10.00,0 ",Mariaux Joël,"     29.43,3 "
355,"     9.37,4 ","    10.18,7 ","     9.58,7 ",Weber Sylvain,"     29.42,1 "
356,"     9.12,7 ","    10.18,7 ","    10.24,4 ",Yamé Fabrice,"     29.48,1 "
357,"     9.23,5 ","    10.30,5 ","    10.02,6 ",Franca Ilidio,"     29.48,9 "
358,"     9.39,0 ","    10.15,7 ","    10.02,1 ",Tram Thomas,"     29.44,6 "
359,"     9.51,4 ","    10.09,3 ","     9.57,1 ",Bermond Pierre,"     29.49,1 "
360,"     9.48,3 ","    10.13,3 ","     9.56,3 ",Fleury Nicolas,"     29.46,2 "
361,"     9.39,5 ","    10.24,8 ","     9.54,3 ",Vautey Clement,"     29.51,4 "
362,"     9.22,8 ","    10.26,3 ","    10.09,7 ",Foulon Thierry,"     29.50,0 "
363,"     9.45,0 ","    10.16,2 ","     9.59,0 ",Humbert-Droz Hervé,"     29.49,3 "
364,"     9.37,0 ","    10.22,2 ","    10.01,3 ",De Candolle Charles,"     29.52,3 "
365,"     9.35,5 ","    10.22,6 ","    10.03,8 ",Schadegg Alain,"     29.49,4 "
366,"     9.33,2 ","    10.30,1 ","     9.58,7 ",Kolly Michel,"     29.54,2 "
