,1ère boucle,2ème boucle,3ème boucle,nom,temps net
282,"     9.57,3 ","    10.23,7 ","     9.54,3 ",Amato Domenico,"     30.05,1 "
283,"     9.41,0 ","    10.26,0 ","    10.08,5 ",Sherwood Russell,"     30.07,8 "
284,"     9.23,1 ","    10.26,7 ","    10.27,5 ",Shaciri Remzi,"     30.09,8 "
285,"     9.40,8 ","    10.31,1 ","    10.08,6 ",Decurnex Christian,"     30.14,5 "
286,"     9.34,1 ","    10.31,8 ","    10.17,8 ",Bermond Pierre,"     30.18,2 "
287,"     9.54,5 ","    10.29,6 ","    10.02,5 ",Denis Olivier,"     30.17,2 "
288,"     9.18,0 ","    10.44,0 ","    10.25,5 ",Necker Horace,"     30.23,6 "
289,"     9.52,5 ","    10.27,8 ","    10.07,5 ",Miller John,"     30.19,8 "
290,"    10.17,8 ","    10.16,4 ","     9.54,8 ",Sarmiento Jose,"     29.45,9 "
291,"     9.54,0 ","    10.37,2 ","     9.59,1 ",Knapitsch Arno,"     30.24,0 "
292,"     9.58,3 ","    10.31,8 ","    10.01,4 ",Pittet Nicolas,"     30.22,0 "
293,"     9.48,8 ","    10.33,5 ","    10.09,9 ",Favre Thierry,"     30.28,5 "
294,"     9.58,9 ","    10.23,5 ","    10.11,6 ",Morend Didier,"     30.23,4 "
295,"     9.59,1 ","    10.30,8 ","    10.05,4 ",Sonneville Maurice,"     30.29,3 "
296,"     9.54,3 ","    10.41,9 ","     9.59,8 ",Sarrazin Marc,"     30.27,2 "
297,"     9.59,2 ","    10.31,3 ","    10.06,6 ",Kroep Bram,"     30.30,9 "
298,"    10.02,8 ","    10.29,9 ","    10.07,3 ",Gougeon Cyrille,"     30.29,5 "
299,"     9.45,0 ","    10.33,6 ","    10.22,9 ",Fontaine Yoland,"     30.30,9 "
300,"     9.59,7 ","    10.27,8 ","    10.15,5 ",Emery Reto,"     30.33,6 "
301,"     9.38,1 ","    10.37,3 ","    10.28,3 ",Gillieron Simon,"     30.37,0 "
302,"     9.40,7 ","    10.40,8 ","    10.22,8 ",Vautey Clément,"     30.37,5 "
303,"    10.03,4 ","    10.39,7 ","    10.01,4 ",Sousset Thierry,"     30.37,1 "
304,"     9.46,8 ","    10.36,1 ","    10.24,4 ",Mauron Gerard,"     30.38,3 "
305,"     9.53,1 ","    10.37,0 ","    10.20,8 ",Munoz Adolfo,"     30.41,3 "
306,"     9.47,2 ","    10.41,7 ","    10.23,8 ",Milliard Michaël,"     30.43,9 "
307,"    10.02,4 ","    10.33,0 ","    10.21,4 ",Gallet Frédéric,"     30.46,0 "
308,"    10.09,3 ","    10.31,5 ","    10.21,9 ",Pfersich Thierry,"     30.54,7 "
309,"     9.44,0 ","    10.45,5 ","    10.38,2 ",Dubois Philippe,"     30.59,9 "
310,"    10.01,3 ","    10.44,2 ","    10.22,8 ",Javaux Philippe,"     30.58,3 "
311,"     9.43,9 ","    11.04,5 ","    10.21,2 ",Burgaud Grégory,"     31.02,4 "
312,"     9.55,5 ","    10.50,7 ","    10.23,9 ",Kolly Michel,"     31.03,2 "
313,"     9.37,6 ","    10.54,8 ","    10.40,4 ",Martz François-Eric,"     31.03,3 "
314,"     9.38,1 ","    10.44,9 ","    10.51,1 ",Stoeri Christophe,"     31.09,3 "
315,"    10.00,5 ","    10.50,9 ","    10.26,6 ",Bogaerts Gilles,"     31.10,9 "
316,"    10.02,2 ","    10.49,2 ","    10.26,6 ",Corbaz Yann,"     31.07,4 "
317,"    10.05,4 ","    10.50,8 ","    10.28,0 ",Duruz Jonathan,"     31.16,6 "
318,"     9.58,0 ","    10.58,8 ","    10.36,2 ",Ndenguino Roux Jean-Claud,"     31.22,4 "
319,"     9.45,7 ","    11.05,9 ","    10.42,5 ",Talbot Ghislain,"     31.28,8 "
320,"     9.46,6 ","    11.10,8 ","    10.36,8 ",Maury Gregory,"     31.24,0 "
321,"     9.52,3 ","    11.37,8 ","    10.19,0 ",Senange Arthur,"     31.47,6 "
322,"    10.11,3 ","    11.03,5 ","    10.34,7 ",Prevel Paul,"     31.41,3 "
323,"     9.59,5 ","    10.58,4 ","    10.55,0 ",Theux Nicolas,"     31.47,3 "
324,"    10.13,6 ","    11.02,1 ","    10.38,5 ",Loriot Olivier,"     31.43,9 "
325,"    10.03,3 ","    11.00,4 ","    10.53,8 ",Barbot Christophe,"     31.53,1 "
326,"    10.18,0 ","    10.56,9 ","    10.51,3 ",Epelbaum Marc,"     31.55,1 "
327,"     9.53,4 ","    11.19,3 ","    10.55,1 ",Repond Joris,"     31.59,9 "
328,"    10.18,4 ","    11.10,2 ","    10.43,1 ",Vignogna Angiolino,"     32.06,6 "
329,"     9.57,6 ","    11.15,2 ","    11.03,9 ",Ortega Julien,"     32.08,8 "
330,"    10.50,9 ","    10.54,7 ","    10.38,3 ",Hamza Maximilien,        ---- 
331,"    10.09,0 ","    11.19,5 ","    11.10,5 ",Macedo Silva Alfredo,"     32.31,0 "
332,"    10.09,8 ","    11.24,9 ","    11.05,7 ",Mathelier Guillaume,"     32.33,0 "
333,"    10.21,2 ","    11.08,2 ","    11.18,0 ",Etienne Gregoire,"     32.39,6 "
334,"    10.19,5 ","    11.30,0 ","    11.00,0 ",Bucheli Arnold,"     32.38,8 "
335,"    10.23,7 ","    11.25,6 ","    11.09,7 ",Boschung Philippe,"     32.49,8 "
336,"    10.09,1 ","    11.37,8 ","    11.12,8 ",Zerouali Abdelhak,"     32.50,1 "
337,"    10.19,4 ","    11.46,8 ","    11.17,3 ",De La Fuente Faustino,"     33.21,3 "
338,"     9.58,9 ","    11.54,8 ","    11.32,7 ",Crespy Franck,"     33.17,2 "
339,"    10.53,8 ","    11.16,6 ","    11.23,3 ",Duclos Christian,"     33.23,1 "
340,"    10.23,7 ","    11.42,7 ","    11.33,5 ",Horisberger Kim,"     33.29,8 "
341,"    10.53,5 ","    12.22,2 ","    12.09,2 ",Lagrouni Kamal,"     35.15,4 "
342,"    10.32,7 ","    12.40,6 ","    12.30,5 ",Goetschmann Marc,"     35.34,1 "
343,"    10.22,3 ","    13.49,7 ","    12.33,0 ",Duchemin Yoann,"     36.42,4 "
344,"    11.11,1 ","    13.01,6 ","    12.58,0 ",Camenzind Daniel Armando,"     37.01,0 "
