,1ère boucle,2ème boucle,3ème boucle,nom,temps net
281,"     9.13,8 ","    10.02,7 ","     9.42,2 ",Dias Ribeiro Ricardo,"     28.49,6 "
282,"     9.23,0 ","     9.56,9 ","     9.41,0 ",Ruel Ludovic,"     28.52,3 "
283,"     9.23,1 ","     9.56,6 ","     9.41,4 ",Bredif Bertrand,"     28.49,9 "
284,"     9.26,7 ","     9.57,3 ","     9.38,4 ",Widmer Bernard,"     28.53,8 "
285,"     9.21,0 ","    10.02,7 ","     9.38,9 ",Despris Olivier,"     28.53,3 "
286,"     9.06,3 ","    10.15,9 ","     9.40,5 ",Queralto Raphaël,"     28.53,1 "
287,"     9.21,5 ","    10.01,0 ","     9.42,5 ",Brossard Kévin,"     28.55,1 "
288,"     9.17,6 ","     9.59,8 ","     9.48,8 ",Marchand Jérôme,"     28.59,1 "
289,"     9.44,6 ","     9.52,5 ","     9.29,3 ",Marazita Giuseppe,"     28.50,7 "
290,"     9.20,1 ","    10.04,6 ","     9.42,5 ",Bourlon Olivier,"     28.59,0 "
291,"     9.09,5 ","    10.09,5 ","     9.48,5 ",De Vries Reilingh Daniel,"     28.57,8 "
292,"     9.25,2 ","    10.01,2 ","     9.42,1 ",Forgerit Benoit,"     28.57,8 "
293,"     9.30,0 ","    10.04,7 ","     9.34,2 ",Dumalle Florian,"     29.00,5 "
294,"     9.36,4 ","     9.59,4 ","     9.33,8 ",Derolland Yann,"     28.56,7 "
295,"     9.22,3 ","    10.06,4 ","     9.41,5 ",Reymond Timothée,"     28.56,6 "
296,"     9.16,3 ","    10.14,1 ","     9.40,0 ",Krauss Nicolas,"     29.05,1 "
297,"     8.58,3 ","    10.25,0 ","     9.47,6 ",Seiler Julien,"     29.03,9 "
298,"     9.25,4 ","    10.05,6 ","     9.41,2 ",Pedretti Michael,"     29.04,2 "
299,"     9.31,0 ","    10.07,9 ","     9.33,7 ",Murphy Paul,"     29.03,8 "
300,"     9.19,4 ","    10.08,4 ","     9.45,0 ",Russo Simon,"     29.04,1 "
301,"     8.57,9 ","    10.15,3 ","     9.59,7 ",Solioz Christian,"     29.05,9 "
302,"     9.12,9 ","    10.14,1 ","     9.46,2 ",Filgueiras Miguel,"     29.05,1 "
303,"     9.26,4 ","    10.03,1 ","     9.44,4 ",Pilloud Olivier,"     29.05,3 "
304,"     9.20,7 ","    10.07,4 ","     9.47,2 ",Schopfer Jonathan,"     29.07,0 "
305,"     9.33,0 ","    10.03,0 ","     9.40,2 ",Yon Philippe,"     29.08,1 "
306,"     9.25,1 ","    10.10,1 ","     9.41,7 ",Harvey Mike,"     29.05,5 "
307,"     9.15,2 ","    10.13,9 ","     9.49,0 ",Hirtz Christian,"     29.10,1 "
308,"     9.17,8 ","    10.08,1 ","     9.52,6 ",Traore Kerfala,"     29.12,7 "
309,"     9.13,1 ","    10.14,8 ","     9.51,3 ",Vautey Clement,"     29.13,1 "
310,"     9.24,3 ","    10.11,6 ","     9.43,4 ",Ramseier Alexandre,"     29.11,1 "
311,"     9.21,6 ","    10.11,8 ","     9.47,1 ",Rossi Luca,"     29.10,8 "
312,"     9.25,4 ","    10.12,3 ","     9.43,9 ",Pereira David,"     29.11,5 "
313,"     9.33,8 ","    10.07,7 ","     9.40,9 ",Blakley Matthew,"     29.11,8 "
314,"     9.15,9 ","    10.21,0 ","     9.45,5 ",Hoffmeyer Nolan,"     29.10,8 "
315,"     9.34,9 ","    10.10,0 ","     9.37,6 ",Panchaud Christophe,"     29.13,4 "
316,"     9.30,9 ","    10.08,6 ","     9.43,4 ",De Dompierre Marc,"     29.11,0 "
317,"     9.28,7 ","    10.08,2 ","     9.46,0 ",Kopp Jérôme,"     29.12,3 "
318,"     9.25,2 ","     9.57,9 ","    10.00,1 ",Girard Arnaud,"     29.11,3 "
319,"     9.34,1 ","    10.07,8 ","     9.41,9 ",Friedli Mathieu,"     29.13,7 "
320,"     9.21,2 ","    10.14,8 ","     9.48,3 ",Colverson Sam,"     29.14,4 "
321,"     9.21,1 ","    10.15,2 ","     9.48,3 ",Maeder Joël,"     29.17,7 "
322,"     9.14,5 ","    10.16,1 ","     9.54,3 ",Belloni Laurent,"     29.13,3 "
323,"     9.33,3 ","    10.11,4 ","     9.40,2 ",Eynard Stéphane,"     29.16,3 "
324,"     9.18,7 ","    10.01,2 ","    10.05,2 ",Renevey Stephane,"     29.16,0 "
325,"     9.53,4 ","    10.02,5 ","     9.29,6 ",Marquet Xavier,"     29.13,7 "
326,"     9.32,8 ","    10.00,6 ","     9.52,2 ",Gay Julien,"     29.12,6 "
327,"     8.56,5 ","    10.20,7 ","    10.08,5 ",Laatiki Ali,"     29.20,4 "
328,"     9.47,5 ","    10.00,2 ","     9.38,8 ",Martin Bruno,"     29.18,2 "
329,"     9.52,7 ","    10.04,3 ","     9.30,0 ",Boschung Alain,"     29.15,4 "
330,"     9.21,3 ","    10.13,2 ","     9.53,6 ",Dechevrens Alain,"     29.16,9 "
331,"     9.24,2 ","    10.15,8 ","     9.48,1 ",Riat David,"     29.17,5 "
332,"     9.47,3 ","    10.05,1 ","     9.36,3 ",Abderhalden Matthias,"     29.17,3 "
333,"     9.17,5 ","    10.12,9 ","    10.00,9 ",Boucourt Guillaume,"     29.22,6 "
334,"     9.40,7 ","    10.10,9 ","     9.41,2 ",Govaerts Patrice,"     29.23,4 "
335,"     9.30,8 ","    10.12,3 ","     9.50,1 ",Fillettaz Jérome,"     29.22,9 "
336,"     9.37,1 ","    10.08,3 ","     9.48,2 ",Roulin Sacha,"     29.21,0 "
337,"     9.40,2 ","    10.03,8 ","     9.50,0 ",Boillat Sylvain,"     29.20,6 "
338,"     9.39,2 ","    10.15,5 ","     9.39,7 ",Du Sartel Alexandre,"     29.20,8 "
339,"     9.53,9 ","    10.17,3 ","     9.23,3 ",Sheybani Laurent,"     29.22,0 "
340,"     9.36,0 ","    10.12,2 ","     9.46,4 ",Urfer Julien,"     29.22,7 "
341,"     9.10,3 ","    10.18,5 ","    10.08,1 ",Oseira Nicolas,"     29.30,8 "
342,"     9.28,0 ","    10.05,1 ","    10.03,8 ",San Juan Miguel,"     29.24,8 "
343,"     9.37,4 ","    10.05,8 ","     9.53,9 ",Vulliez Stephane,"     29.26,6 "
344,"     9.32,2 ","    10.14,8 ","     9.50,6 ",Roche Jean-Louis,"     29.29,1 "
345,"     9.25,8 ","    10.19,1 ","     9.55,7 ",Gebel Julien,"     29.33,4 "
346,"     9.20,5 ","    10.25,1 ","     9.55,9 ",Schluechter Pascal,"     29.33,6 "
347,"     9.47,1 ","    10.17,0 ","     9.39,1 ",Lanzillotta Agostino,"     29.30,9 "
348,"     9.34,3 ","    10.16,9 ","     9.52,7 ",Gay Laurent,"     29.33,4 "
349,"     9.49,1 ","    10.14,9 ","     9.40,4 ",Muller Cyril,"     29.31,9 "
350,"     9.35,8 ","    10.16,8 ","     9.52,4 ",Ornon Gregory,"     29.38,8 "
351,"     9.45,8 ","    10.12,4 ","     9.46,9 ",Rossel Johann,"     29.32,4 "
352,"     9.20,4 ","    10.25,4 ","    10.02,5 ",Schiller Maverick,"     29.40,7 "
353,"     9.42,0 ","    10.20,4 ","     9.46,4 ",Yamé Fabrice,"     29.40,5 "
354,"     9.56,2 ","    10.18,7 ","     9.34,2 ",Halden Jonathan,"     29.34,1 "
355,"     9.55,9 ","    10.13,0 ","     9.40,9 ",Navarro Charles,"     29.37,7 "
356,"     9.56,2 ","    10.19,5 ","     9.34,9 ",Strangward Warwick,"     29.36,9 "
357,"     9.52,7 ","    10.12,3 ","     9.47,1 ",Lefebvre Nicolas,"     29.39,2 "
358,"     9.45,4 ","    10.15,1 ","     9.51,8 ",Detzel Patrick,"     29.43,0 "
359,"     9.34,2 ","    10.23,6 ","     9.54,6 ",Prümmer Felix,"     29.40,9 "
360,"     9.10,6 ","    10.32,0 ","    10.10,2 ",Ward Francis,"     29.44,7 "
361,"     9.54,7 ","    10.15,5 ","     9.42,7 ",Lockhart Nicolas,"     29.39,8 "
362,"     9.46,8 ","    10.12,8 ","     9.54,2 ",Chatelain Frédéric,"     29.46,0 "
363,"     9.35,8 ","    10.20,3 ","     9.58,1 ",Autajon Jérémie,"     29.45,1 "
364,"     9.46,0 ","    10.21,7 ","     9.46,7 ",Bueler Andre,"     29.42,4 "
365,"     9.43,5 ","    10.16,9 ","     9.55,3 ",Vout Nicolas,"     29.45,1 "
366,"     9.32,7 ","    10.26,1 ","     9.57,6 ",De Candolle Charles,"     29.49,0 "
