,PLZ,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000
2714,8428,,,,,,
2715,8442,,,,,,
2716,8444,,,,,,
2717,8447,,,,,,
2718,8450,,,,,,
2719,8451,,,,,,
2720,8452,,,,,,
2721,8453,,,,,,
2722,8454,,,,,,
2723,8455,,,,,,
2724,8457,,,,,,
2725,8458,,,,,,
2726,8459,,,,,,
2727,8460,,,,,,
2728,8461,,,,,,
2729,8462,,,,,,
2730,8463,,,,,,
2731,8464,,,,,,
2732,8465,,,,,,
2733,8466,,,,,,
2734,8467,,,,,,
2735,8468,,,,,,
2736,8471,,,,,,
2737,8472,1.0,0.00013812154696132598,0.13812154696132597,3.0,0.0004143646408839779,0.4143646408839779
2738,8474,2.0,0.0013422818791946308,1.3422818791946307,,,
2739,8475,,,,,,
2740,8476,,,,,,
2741,8477,,,,,,
2742,8478,,,,,,
2743,8479,,,,,,
2744,8482,,,,,,
2745,8483,,,,,,
2746,8484,,,,,,
2747,8486,,,,,,
2748,8487,,,,,,
2749,8488,,,,,,
2750,8489,,,,,,
2751,8492,,,,,,
2752,8493,,,,,,
2753,8494,,,,,,
2754,8495,,,,,,
2755,8496,,,,,,
2756,8497,,,,,,
2757,8498,,,,,,
2758,8499,,,,,,
2759,8500,,,,3.0,0.00011739845034045551,0.11739845034045551
2760,8505,1.0,0.000514668039114771,0.514668039114771,,,
2761,8506,,,,,,
2762,8507,,,,,,
2763,8508,,,,,,
2764,8512,,,,,,
2765,8514,,,,,,
2766,8522,,,,,,
2767,8523,,,,,,
2768,8524,,,,,,
2769,8525,,,,,,
2770,8526,,,,,,
2771,8532,,,,,,
2772,8535,,,,,,
2773,8536,,,,,,
2774,8537,,,,,,
2775,8542,,,,,,
2776,8543,,,,,,
2777,8544,,,,,,
2778,8545,,,,1.0,0.0003898635477582846,0.3898635477582846
2779,8546,,,,,,
2780,8547,,,,,,
2781,8548,,,,,,
2782,8552,,,,,,
2783,8553,,,,,,
2784,8554,,,,,,
2785,8555,2.0,0.000689655172413793,0.689655172413793,,,
2786,8556,,,,,,
2787,8558,,,,,,
2788,8560,,,,,,
2789,8561,,,,,,
2790,8564,,,,,,
2791,8565,,,,,,
2792,8566,,,,,,
2793,8570,,,,,,
2794,8572,,,,,,
2795,8573,,,,,,
2796,8574,,,,1.0,0.0006377551020408163,0.6377551020408163
2797,8575,,,,,,
2798,8576,,,,,,
2799,8577,,,,,,
2800,8580,,,,,,
2801,8581,,,,,,
2802,8582,,,,,,
2803,8583,,,,,,
2804,8584,,,,,,
2805,8585,,,,,,
2806,8586,,,,,,
2807,8587,,,,,,
2808,8588,,,,,,
2809,8589,,,,,,
2810,8590,2.0,0.0001876172607879925,0.18761726078799248,,,
2811,8592,,,,,,
2812,8593,,,,,,
2813,8594,,,,,,
2814,8595,,,,,,
2815,8596,,,,,,
2816,8597,,,,,,
2817,8598,,,,,,
2818,8599,,,,,,
2819,8600,11.0,0.0004610419548178884,0.4610419548178884,4.0,0.00016765161993377762,0.1676516199337776
2820,8602,,,,1.0,0.00038491147036181676,0.3849114703618168
2821,8603,,,,,,
2822,8604,,,,2.0,0.00011970313622216902,0.11970313622216902
2823,8605,,,,,,
2824,8606,,,,,,
2825,8607,,,,,,
2826,8608,,,,,,
2827,8610,1.0,3.5412018839194025e-05,0.03541201883919402,3.0,0.00010623605651758207,0.10623605651758207
2828,8614,,,,,,
2829,8615,,,,,,
2830,8616,,,,,,
2831,8617,,,,,,
2832,8618,,,,,,
2833,8620,,,,,,
2834,8623,,,,1.0,0.00012283503255128362,0.12283503255128363
2835,8624,,,,1.0,0.0004389815627743635,0.43898156277436345
2836,8625,,,,,,
2837,8626,,,,,,
2838,8627,2.0,0.0005927682276229994,0.5927682276229994,3.0,0.0008891523414344991,0.8891523414344991
2839,8630,,,,,,
2840,8632,1.0,0.0002685284640171858,0.26852846401718583,1.0,0.0002685284640171858,0.26852846401718583
2841,8633,,,,,,
2842,8634,,,,,,
2843,8635,,,,,,
2844,8636,,,,,,
2845,8637,,,,,,
2846,8638,,,,,,
2847,8640,,,,,,
2848,8645,,,,,,
2849,8646,,,,,,
2850,8700,6.0,0.0004658746797111577,0.4658746797111577,,,
2851,8702,,,,,,
2852,8703,4.0,0.0007048458149779736,0.7048458149779736,,,
2853,8704,,,,,,
2854,8706,,,,,,
2855,8707,,,,,,
2856,8708,,,,1.0,9.490367277213628e-05,0.09490367277213628
2857,8712,1.0,9.194556822361162e-05,0.09194556822361162,1.0,9.194556822361162e-05,0.09194556822361162
2858,8713,,,,,,
2859,8714,,,,,,
2860,8715,,,,,,
2861,8716,1.0,0.0002828054298642534,0.28280542986425344,,,
2862,8717,,,,1.0,0.0003473428273706148,0.3473428273706148
2863,8718,,,,1.0,0.0003475842891901286,0.3475842891901286
2864,8722,,,,,,
2865,8723,,,,,,
2866,8725,,,,,,
2867,8726,,,,,,
2868,8727,,,,,,
2869,8730,,,,,,
2870,8732,,,,,,
2871,8733,,,,,,
2872,8734,,,,,,
2873,8735,,,,,,
2874,8737,,,,,,
2875,8738,,,,,,
2876,8739,,,,,,
2877,8750,,,,1.0,0.0001479727730097662,0.14797277300976622
2878,8751,,,,,,
2879,8752,,,,,,
2880,8753,,,,2.0,0.0005324813631522897,0.5324813631522897
2881,8754,,,,,,
2882,8755,,,,,,
2883,8756,,,,,,
2884,8757,,,,,,
2885,8758,,,,,,
2886,8762,,,,1.0,0.0003167564143173899,0.31675641431738993
2887,8765,,,,,,
2888,8766,,,,,,
2889,8767,,,,,,
2890,8772,,,,,,
2891,8773,,,,,,
2892,8774,,,,,,
2893,8775,,,,,,
2894,8777,,,,,,
2895,8782,,,,,,
2896,8783,,,,,,
2897,8784,,,,,,
2898,8800,,,,2.0,0.00013187392852433074,0.13187392852433075
2899,8802,,,,,,
2900,8803,,,,,,
2901,8804,3.0,0.0005251181515841065,0.5251181515841065,1.0,0.00017503938386136881,0.1750393838613688
2902,8805,,,,1.0,0.00010176045588684237,0.10176045588684238
2903,8806,,,,,,
2904,8807,,,,,,
2905,8808,,,,4.0,0.000553939897521119,0.5539398975211189
2906,8810,,,,,,
2907,8815,,,,,,
2908,8816,,,,,,
2909,8820,,,,,,
2910,8824,,,,,,
2911,8825,,,,,,
2912,8832,3.0,0.0002886002886002886,0.2886002886002886,,,
2913,8833,,,,,,
2914,8834,,,,1.0,0.0002935995302407516,0.2935995302407516
2915,8835,,,,,,
2916,8836,,,,,,
2917,8840,,,,,,
2918,8841,,,,,,
2919,8842,,,,,,
2920,8843,,,,,,
2921,8844,,,,,,
2922,8845,,,,,,
2923,8846,,,,1.0,0.0010427528675703858,1.0427528675703859
2924,8847,,,,,,
2925,8849,,,,,,
2926,8852,,,,1.0,0.00015010507355148604,0.15010507355148603
2927,8853,,,,,,
2928,8854,,,,,,
2929,8855,,,,,,
2930,8856,,,,,,
2931,8857,,,,,,
2932,8858,,,,,,
2933,8862,,,,,,
2934,8863,,,,,,
2935,8864,1.0,0.0002925687536571094,0.29256875365710944,,,
2936,8865,,,,,,
2937,8866,,,,,,
2938,8867,,,,3.0,0.0008333333333333334,0.8333333333333334
2939,8868,,,,,,
2940,8872,,,,,,
2941,8873,,,,,,
2942,8874,,,,,,
2943,8877,,,,,,
2944,8878,,,,,,
2945,8880,,,,,,
2946,8881,,,,,,
2947,8882,,,,,,
2948,8883,,,,,,
2949,8884,,,,,,
2950,8885,,,,,,
2951,8886,,,,,,
2952,8887,,,,,,
2953,8888,,,,,,
2954,8889,,,,,,
2955,8890,,,,,,
2956,8892,,,,,,
2957,8893,,,,,,
2958,8894,,,,,,
2959,8895,,,,,,
2960,8896,,,,,,
2961,8897,,,,,,
2962,8898,,,,,,
2963,8902,2.0,0.00020659022828220226,0.20659022828220228,4.0,0.0004131804565644045,0.41318045656440455
2964,8903,1.0,0.00016149870801033592,0.16149870801033592,1.0,0.00016149870801033592,0.16149870801033592
2965,8904,,,,,,
2966,8905,,,,1.0,0.00040192926045016077,0.40192926045016075
2967,8906,,,,,,
2968,8907,2.0,0.0004241781548250265,0.42417815482502647,1.0,0.00021208907741251324,0.21208907741251323
2969,8908,,,,,,
2970,8909,,,,,,
2971,8910,1.0,9.710623422023694e-05,0.09710623422023694,2.0,0.0001942124684404739,0.19421246844047388
2972,8911,,,,,,
2973,8912,4.0,0.0008118530545971179,0.8118530545971179,,,
2974,8913,,,,,,
2975,8914,,,,1.0,0.0005104645227156713,0.5104645227156713
2976,8915,,,,,,
2977,8916,,,,,,
2978,8917,,,,,,
2979,8918,,,,,,
2980,8919,,,,,,
2981,8925,,,,1.0,0.0011792452830188679,1.1792452830188678
2982,8926,,,,2.0,0.0019723865877712033,1.9723865877712032
2983,8932,,,,,,
2984,8933,,,,,,
2985,8934,,,,,,
2986,8942,,,,,,
2987,8951,,,,,,
2988,8952,5.0,0.00027965769897645283,0.2796576989764528,4.0,0.00022372615918116225,0.22372615918116226
2989,8953,3.0,0.00011419435879867534,0.11419435879867534,7.0,0.0002664535038635758,0.2664535038635758
2990,8954,,,,1.0,0.0002527805864509606,0.2527805864509606
2991,8955,,,,,,
2992,8956,,,,,,
2993,8957,,,,8.0,0.0007250974349678238,0.7250974349678238
2994,8962,,,,,,
2995,8964,,,,1.0,0.00022670596236681024,0.22670596236681023
2996,8965,,,,2.0,0.00043965706748735987,0.4396570674873599
2997,8966,,,,1.0,0.00045004500450045,0.45004500450045004
2998,8967,,,,2.0,0.0005698005698005698,0.5698005698005698
2999,9000,2.0,5.648441030275644e-05,0.056484410302756444,3.0,8.472661545413467e-05,0.08472661545413467
3000,9008,,,,,,
3001,9010,,,,,,
3002,9011,,,,,,
3003,9012,,,,,,
3004,9014,,,,1.0,0.00010279605263157894,0.10279605263157894
3005,9015,,,,,,
3006,9016,,,,,,
3007,9030,,,,,,
3008,9032,,,,,,
3009,9033,,,,,,
3010,9034,,,,,,
3011,9035,,,,,,
3012,9036,,,,,,
3013,9037,,,,1.0,0.0013831258644536654,1.3831258644536653
3014,9038,,,,,,
3015,9042,,,,,,
3016,9043,,,,,,
3017,9044,,,,,,
3018,9050,2.0,0.0001934610176049526,0.1934610176049526,,,
3019,9052,,,,,,
3020,9053,,,,,,
3021,9054,,,,,,
3022,9055,,,,,,
3023,9056,,,,,,
3024,9057,,,,,,
3025,9058,,,,,,
3026,9062,,,,,,
3027,9063,,,,,,
3028,9064,,,,,,
3029,9100,,,,3.0,0.00019679874048806088,0.19679874048806087
3030,9103,,,,,,
3031,9104,,,,,,
3032,9105,,,,,,
3033,9107,,,,,,
3034,9108,,,,,,
3035,9112,,,,,,
3036,9113,,,,,,
3037,9114,,,,,,
3038,9115,,,,,,
3039,9116,,,,,,
3040,9122,,,,,,
3041,9123,,,,,,
3042,9125,,,,,,
3043,9126,,,,,,
3044,9127,,,,,,
3045,9200,2.0,0.00012348728081007656,0.12348728081007655,1.0,6.174364040503828e-05,0.061743640405038276
3046,9203,,,,,,
3047,9204,,,,,,
3048,9205,,,,,,
3049,9212,,,,,,
3050,9213,,,,,,
3051,9214,,,,,,
3052,9215,,,,,,
3053,9216,,,,,,
3054,9217,,,,,,
3055,9220,,,,,,
3056,9223,,,,,,
3057,9225,,,,,,
3058,9230,,,,,,
3059,9231,,,,,,
3060,9240,,,,,,
3061,9242,,,,,,
3062,9243,,,,,,
3063,9244,,,,,,
3064,9245,,,,,,
3065,9246,,,,,,
3066,9247,,,,,,
3067,9248,,,,,,
3068,9249,,,,,,
3069,9300,,,,,,
3070,9304,,,,,,
3071,9305,,,,,,
3072,9306,,,,,,
3073,9308,,,,,,
3074,9312,,,,,,
3075,9313,,,,,,
3076,9314,,,,,,
3077,9315,,,,,,
3078,9320,,,,,,
3079,9322,,,,,,
3080,9323,,,,1.0,0.0002881014116969173,0.28810141169691733
3081,9325,,,,1.0,0.0006868131868131869,0.6868131868131868
3082,9326,,,,,,
3083,9327,,,,,,
3084,9400,,,,,,
3085,9402,,,,,,
3086,9403,,,,,,
3087,9404,,,,,,
3088,9405,,,,,,
3089,9410,,,,1.0,0.00024449877750611245,0.24449877750611246
3090,9411,,,,,,
3091,9413,,,,,,
3092,9414,,,,,,
3093,9422,,,,,,
3094,9423,,,,,,
3095,9424,,,,,,
3096,9425,,,,,,
3097,9426,,,,,,
3098,9427,,,,,,
3099,9428,,,,,,
3100,9430,,,,,,
3101,9434,,,,,,
3102,9435,,,,,,
3103,9436,,,,,,
3104,9437,2.0,0.0009341429238673517,0.9341429238673516,,,
3105,9442,,,,,,
3106,9443,,,,,,
3107,9444,,,,,,
3108,9445,,,,,,
3109,9450,1.0,9.76657876745776e-05,0.0976657876745776,,,
3110,9451,,,,,,
3111,9452,,,,,,
3112,9453,,,,,,
3113,9462,,,,,,
3114,9463,,,,,,
3115,9464,,,,,,
3116,9465,,,,,,
3117,9466,,,,,,
3118,9467,,,,,,
3119,9468,,,,,,
3120,9469,,,,,,
3121,9470,,,,1.0,7.33998825601879e-05,0.0733998825601879
3122,9472,,,,1.0,0.00017310022503029253,0.17310022503029254
3123,9473,,,,,,
3124,9475,,,,,,
3125,9476,,,,,,
3126,9477,,,,,,
3127,9478,,,,,,
3128,9479,,,,,,
3129,9500,,,,1.0,5.314625850340136e-05,0.05314625850340136
3130,9502,,,,,,
3131,9503,,,,,,
3132,9504,,,,,,
3133,9506,,,,,,
3134,9507,,,,,,
3135,9508,,,,,,
3136,9512,,,,,,
3137,9514,,,,,,
3138,9515,,,,,,
3139,9517,,,,,,
3140,9523,,,,,,
3141,9524,,,,,,
3142,9525,,,,,,
3143,9526,,,,,,
3144,9527,,,,,,
3145,9532,,,,,,
3146,9533,,,,,,
3147,9534,,,,,,
3148,9535,,,,,,
3149,9536,,,,,,
3150,9542,,,,,,
3151,9543,,,,,,
3152,9545,,,,1.0,0.0002492522432701894,0.2492522432701894
3153,9546,,,,2.0,0.0041841004184100415,4.184100418410042
3154,9547,,,,,,
3155,9548,,,,,,
3156,9552,,,,,,
3157,9553,,,,,,
3158,9554,,,,,,
3159,9555,,,,,,
3160,9556,,,,,,
3161,9562,,,,,,
3162,9565,,,,,,
3163,9573,,,,,,
3164,9601,,,,,,
3165,9602,,,,,,
3166,9604,,,,,,
3167,9606,,,,,,
3168,9607,,,,,,
3169,9608,,,,,,
3170,9612,,,,,,
3171,9613,,,,,,
3172,9614,,,,,,
3173,9615,,,,,,
3174,9620,,,,,,
3175,9621,,,,,,
3176,9622,,,,,,
3177,9630,,,,,,
3178,9631,,,,,,
3179,9633,,,,,,
3180,9642,,,,,,
3181,9643,,,,,,
3182,9650,,,,,,
3183,9651,,,,,,
3184,9652,,,,1.0,0.001447178002894356,1.447178002894356
3185,9655,,,,,,
3186,9656,,,,,,
3187,9657,,,,,,
3188,9658,,,,,,
